street,name,city,postal,address,Latitude,Longitude,,date
2040 Victoria Park Ave,Cassandra Pharmacy,"Toronto, ON",M1R 1V2,"2040 Victoria Park Ave Toronto, ON M1R 1V2",43.7524704,-79.3140955,43.7524704-79.3140955,2021-03-29
2650 Lawrence Ave E,2650 Lawrence Avenue E - Sobeys,"Scarborough, ON",M1P 2S1,"2650 Lawrence Ave E Scarborough, ON M1P 2S1",43.752733,-79.264041,43.752733-79.264041,2021-03-10
1859 Leslie St,1859 Leslie St. - Shoppers Drug Mart,"Toronto, ON",M3B 2M1,"1859 Leslie St Toronto, ON M3B 2M1",43.754517,-79.359184,43.754517-79.359184,2021-03-10
685 McCowan Rd,Shoppers Drug Mart,"Scarborough, ON",M1J 1K2,"685 McCowan Rd Scarborough, ON M1J 1K2",43.7546876,-79.2446318,43.7546876-79.2446318,2021-03-29
3975 Jane St N,3975 Jane St. - Shoppers Drug Mart,"York, ON",M3N 2K1,"3975 Jane St N York, ON M3N 2K1",43.7561964,-79.5157784,43.7561964-79.5157784,2021-03-29
598 Sheppard Ave W N,Shoppers Drug Mart,"York, ON",M3H 2S1,"598 Sheppard Ave W N York, ON M3H 2S1",43.7562205,-79.4395338,43.7562205-79.4395338,2021-03-29
2700 Kipling Ave Unit 9,Shih Pharmacy,"Rexdale, ON",M9V 4P2,"2700 Kipling Ave Unit 9 Rexdale, ON M9V 4P2",43.7566065,-79.5894024,43.7566065-79.5894024,2021-03-29
85 Ellesmere Rd Unit 31,85 Ellesmere Rd. - Shoppers Drug Mart,"Scarborough, ON",M1R 4B7,"85 Ellesmere Rd Unit 31 Scarborough, ON M1R 4B7",43.7570595,-79.3134587,43.7570595-79.3134587,2021-03-10
3401 Lawrence Ave E,3401 Lawrence Ave East - Loblaw,"Scarborough, ON",M1H 1B2,"3401 Lawrence Ave E Scarborough, ON M1H 1B2",43.7575482,-79.2304055,43.7575482-79.2304055,2021-03-10
2167 Victoria Park Ave Unit 3,Health Corner Pharmacy,"Scarborough, ON",M1R 1V5,"2167 Victoria Park Ave Unit 3 Scarborough, ON M1R 1V5",43.758913,-79.3150402,43.758913-79.3150402,2021-03-29
1 York Gate Blvd N,York Gate IDA Drugmart,"York, ON",M3N 3A1,"1 York Gate Blvd N York, ON M3N 3A1",43.7589862,-79.5188033,43.7589862-79.5188033,2021-03-29
1411 Warden Ave,1411 Warden Ave - Costco,"Scarborough, ON",M1R 2S3,"1411 Warden Ave Scarborough, ON M1R 2S3",43.7594111,-79.2976102,43.7594111-79.2976102,2021-03-10
3480 Lawrence Ave E,Pharmasave Cedarcourt Pharmacy,"Scarborough, ON",M1H 1A9,"3480 Lawrence Ave E Scarborough, ON M1H 1A9",43.7597868,-79.2270078,43.7597868-79.2270078,2021-03-10
629 Markham Rd,629 Markham Road - Shoppers Drug Mart,"Scarborough, ON",M1H 2A4,"629 Markham Rd Scarborough, ON M1H 2A4",43.7601551,-79.2253571,43.7601551-79.2253571,2021-03-10
4789 Yonge St Unit 2,4789 Yonge Street - Rexall,"Toronto, ON",M2N 0G3,"4789 Yonge St Unit 2 Toronto, ON M2N 0G3",43.7613561,-79.4102084,43.7613561-79.4102084,2021-03-10
4841 Yonge St N,4841 Yonge Street - Shoppers Drug Mart,"York, ON",M2N 5X2,"4841 Yonge St N York, ON M2N 5X2",43.7625088,-79.4105316,43.7625088-79.4105316,2021-03-10
1275 Finch Ave W,Keele and Finch Pharmacy - Pharmasave,"Toronto, ON",M3J 2G5,"1275 Finch Ave W Toronto, ON M3J 2G5",43.7639352,-79.4875255,43.7639352-79.4875255,2021-03-10
1280 Finch Ave W,Nor-Arm Pharmacy,"Toronto, ON",M3J3K6,"1280 Finch Ave W Toronto, ON M3J3K6",43.7644571,-79.4887924,43.7644571-79.4887924,2021-03-10
288 Sheppard Ave E,288 Sheppard Avenue E. - Rexall,"Willowdale, ON",M2N 3B1,"288 Sheppard Ave E Willowdale, ON M2N 3B1",43.7645963,-79.3980702,43.7645963-79.3980702,2021-03-10
5150 Yonge St N,5150 Yonge Street - Rexall,"York, ON",M2N 6L8,"5150 Yonge St N York, ON M2N 6L8",43.7686186,-79.413135,43.7686186-79.413135,2021-03-10
4459 Kingston Rd,4459 Kingston Road - Rexall,"Scarborough, ON",M1E 2N7,"4459 Kingston Rd Scarborough, ON M1E 2N7",43.7686389,-79.1873671,43.7686389-79.1873671,2021-03-29
5095 Yonge St E,5095 Yonge Street - Loblaw,"Toronto, ON",M2M 3V7,"5095 Yonge St E Toronto, ON M2M 3V7",43.7687022,-79.4123463,43.7687022-79.4123463,2021-03-10
2877 Bayview Ave,2877 Bayview Avenue - Loblaw,"Toronto, ON",M2K 2S3,"2877 Bayview Ave Toronto, ON M2K 2S3",43.76875,-79.387239,43.76875-79.387239,2021-03-10
255 Morningside Ave,255 Morningside Ave. - Shoppers Drug Mart,"Scarborough, ON",M1E 3E6,"255 Morningside Ave Scarborough, ON M1E 3E6",43.7699397,-79.1849207,43.7699397-79.1849207,2021-03-10
794 Sheppard Ave E,Raymond Wing Chiu Chan Drug Ltd.,"Toronto, ON",M2K 1C3,"794 Sheppard Ave E Toronto, ON M2K 1C3",43.7701502,-79.3748452,43.7701502-79.3748452,2021-03-10
123 Main St,Rexall,"Erin, ON",N0B 1T0,"123 Main St Erin, ON N0B 1T0",43.7709283,-80.0643303,43.7709283-80.0643303,2021-03-29
136 Orton Park Rd,Orton Park Guardian Pharmacy,"Scarborough, ON",M1G 3H1,"136 Orton Park Rd Scarborough, ON M1G 3H1",43.7716344,-79.2092939,43.7716344-79.2092939,2021-03-10
2 Antrim Crescent Unit 4,Kennedy Road Pharmacy,"Scarborough, ON",M1P 2N3,"2 Antrim Crescent Unit 4 Scarborough, ON M1P 2N3",43.7719194,-79.2840048,43.7719194-79.2840048,2021-03-10
4515 Ebenezer Rd Suite 110,Gore Pharmacy IDA,"Brampton, ON",L6P 2K7,"4515 Ebenezer Rd Suite 110 Brampton, ON L6P 2K7",43.7723278,-79.6620749,43.7723278-79.6620749,2021-03-29
1235 McCowan Rd,Shoppers Drug Mart,"Scarborough, ON",M1H 3K3,"1235 McCowan Rd Scarborough, ON M1H 3K3",43.7726783,-79.2510177,43.7726783-79.2510177,2021-03-29
2555 Victoria Park Ave Unit 6,Victoria Commons Pharmacy,"Scarborough, ON",M1T 1A3,"2555 Victoria Park Ave Unit 6 Scarborough, ON M1T 1A3",43.7728002,-79.3211165,43.7728002-79.3211165,2021-03-10
5085 Mayfield Rd,Wal-Mart Pharmacy,"Brampton, ON",L6R 3S9,"5085 Mayfield Rd Brampton, ON L6R 3S9",43.7728886,-79.7790614,43.7728886-79.7790614,2021-03-29
4700 Keele St,4700 Keele Street - Shoppers Drug Mart,"Toronto, ON",M3J 1P3,"4700 Keele St Toronto, ON M3J 1P3",43.7742707,-79.4931323,43.7742707-79.4931323,2021-03-10
2901 Sheppard Ave E,2901 Sheppard Ave. East - Shoppers Drug Mart,"Scarborough, ON",M1T 3J3,"2901 Sheppard Ave E Scarborough, ON M1T 3J3",43.7750524,-79.3223314,43.7750524-79.3223314,2021-03-10
1127 Markham Rd,1127 Markham Road - Rexall,"Scarborough, ON",M1H 2Y5,"1127 Markham Rd Scarborough, ON M1H 2Y5",43.7754702,-79.2305767,43.7754702-79.2305767,2021-03-29
300 Borough Dr,300 Borough Dr. - Shoppers Drug Mart,"Scarborough, ON",M1P 4P5,"300 Borough Dr Scarborough, ON M1P 4P5",43.7757281,-79.2574487,43.7757281-79.2574487,2021-03-10
5460 Yonge St Unit 106,Dynasty Pharmacy,"Toronto, ON",M2N 6K7,"5460 Yonge St Unit 106 Toronto, ON M2N 6K7",43.7774281,-79.4155611,43.7774281-79.4155611,2021-03-10
1800 Sheppard Ave E,1800 Sheppard Ave. East - Shoppers Drug Mart,"Willowdale, ON",M2J 5A7,"1800 Sheppard Ave E Willowdale, ON M2J 5A7",43.7779901,-79.3440914,43.7779901-79.3440914,2021-03-10
4865 Leslie St,Shoppers Drug Mart,"Toronto, ON",M2J 2K8,"4865 Leslie St Toronto, ON M2J 2K8",43.7792498,-79.3645956,43.7792498-79.3645956,2021-03-29
5650 Yonge St Unit 17 N,"5650 Yonge St, Unit 17 - Rexall","York, ON",M2M 4G3,"5650 Yonge St Unit 17 N York, ON M2M 4G3",43.7801644,-79.4161895,43.7801644-79.4161895,2021-03-29
3607 Sheppard Ave E,3607 Sheppard Avenue East - Rexall,"Scarborough, ON",M1T 3K8,"3607 Sheppard Ave E Scarborough, ON M1T 3K8",43.7804383,-79.2982782,43.7804383-79.2982782,2021-03-10
2863 Ellesmere Rd,Shoppers Drug Mart,"Scarborough, ON",M1E 5E9,"2863 Ellesmere Rd Scarborough, ON M1E 5E9",43.7805326,-79.2060768,43.7805326-79.2060768,2021-03-29
2330 Kennedy Rd,2330 Kennedy Rd. - Shoppers Drug Mart,"Scarborough, ON",M1T 3H1,"2330 Kennedy Rd Scarborough, ON M1T 3H1",43.7838577,-79.2893272,43.7838577-79.2893272,2021-03-10
3850 Sheppard Ave E,3850 Sheppard Avenue East - Walmart,"Scarborough, ON",M1T 3L4,"3850 Sheppard Ave E Scarborough, ON M1T 3L4",43.7841871,-79.2921506,43.7841871-79.2921506,2021-03-10
51 Gerry Fitzgerald Dr,Loblaw Pharmacy,"Toronto, ON",M3J 3N4,"51 Gerry Fitzgerald Dr Toronto, ON M3J 3N4",43.7847425,-79.4716943,43.7847425-79.4716943,2021-03-29
5998 Bathurst St N,5998 Bathurst St. - Shoppers Drug Mart,"York, ON",M2R 1Z1,"5998 Bathurst St N York, ON M2R 1Z1",43.784822,-79.4463913,43.784822-79.4463913,2021-03-10
2355 Warden Ave,Shoppers Drug Mart,"Scarborough, ON",M1T 1V7,"2355 Warden Ave Scarborough, ON M1T 1V7",43.7850608,-79.3100251,43.7850608-79.3100251,2021-03-29
3998 Cottrelle Blvd,Freshco,"Brampton, ON",L6P 2R1,"3998 Cottrelle Blvd Brampton, ON L6P 2R1",43.7855394,-79.6596981,43.7855394-79.6596981,2021-03-29
71 Colossus Dr,Costco Pharmacy,"Woodbridge, ON",L4L 9J8,"71 Colossus Dr Woodbridge, ON L4L 9J8",43.78574,-79.5417277,43.78574-79.5417277,2021-03-29
8300 Hwy 27,8300 Highway 27 - Walmart,"Woodbridge, ON",L4H 0R9,"8300 Hwy 27 Woodbridge, ON L4H 0R9",43.786069,-79.624858,43.786069-79.624858,2021-03-29
265 Port Union Rd,265 Port Union Rd. - Shoppers Drug Mart,"Scarborough, ON",M1C 2L3,"265 Port Union Rd Scarborough, ON M1C 2L3",43.7890134,-79.1397278,43.7890134-79.1397278,2021-03-10
6205 Bathurst St N,6205 Bathurst St. - Shoppers Drug Mart,"York, ON",M2R 2A5,"6205 Bathurst St N York, ON M2R 2A5",43.7915276,-79.4443473,43.7915276-79.4443473,2021-03-10
5113 Sheppard Ave E,Markham Corners Pharmacy,"Scarborough, ON",M1S 4N8,"5113 Sheppard Ave E Scarborough, ON M1S 4N8",43.79257,-79.2391289,43.79257-79.2391289,2021-03-10
11 Newton Dr,Aria Pharmacy,"Toronto, ON",M2M 2M6,"11 Newton Dr Toronto, ON M2M 2M6",43.7929543,-79.4177874,43.7929543-79.4177874,2021-03-10
3555 Don Mills Rd,3555 Don Mills Road - Rexall,"Willowdale, ON",M2H 3N3,"3555 Don Mills Rd Willowdale, ON M2H 3N3",43.7942471,-79.3532388,43.7942471-79.3532388,2021-03-10
2942 Finch Ave E,Village Square Pharmacy,"Scarborough, ON",M1W 2T4,"2942 Finch Ave E Scarborough, ON M1W 2T4",43.7943595,-79.3294453,43.7943595-79.3294453,2021-03-10
6220 Yonge St N,6220 YONGE ST - Loblaw,"York, ON",M2M 3X4,"6220 Yonge St N York, ON M2M 3X4",43.7947029,-79.4216736,43.7947029-79.4216736,2021-03-10
1780 Markham Rd,1780 Markham Road - Shoppers Drug Mart,"Scarborough, ON",M1B 2W2,"1780 Markham Rd Scarborough, ON M1B 2W2",43.7948226,-79.2405334,43.7948226-79.2405334,2021-03-10
27 Lapsley Rd,Lapsley Pharmacy,"Toronto, ON",M1B 1K1,"27 Lapsley Rd Toronto, ON M1B 1K1",43.7957493,-79.2261707,43.7957493-79.2261707,2021-03-10
6428 Yonge St N,6428 Yonge St. - Shoppers Drug Mart,"York, ON",M2M 3X4,"6428 Yonge St N York, ON M2M 3X4",43.796197,-79.42219,43.796197-79.42219,2021-03-10
91 Rylander Blvd Unit 1022,91 Rylander Blvd. - Shoppers Drug Mart,"Scarborough, ON",M1B 5M5,"91 Rylander Blvd Unit 1022 Scarborough, ON M1B 5M5",43.7971562,-79.1510611,43.7971562-79.1510611,2021-03-10
799 Milner Ave,799 Milner Ave - Walmart,"Scarborough, ON",M1B 3C3,"799 Milner Ave Scarborough, ON M1B 3C3",43.7976384,-79.2017578,43.7976384-79.2017578,2021-03-10
670 Applewood Crescent,Wal-Mart Pharmacy,"Vaughan, ON",L4K 0L4,"670 Applewood Crescent Vaughan, ON L4K 0L4",43.7976898,-79.5370372,43.7976898-79.5370372,2021-03-29
70 Island Rd,Drugstore Pharmacy,"Scarborough, ON",M1C 2P5,"70 Island Rd Scarborough, ON M1C 2P5",43.7982135,-79.1412713,43.7982135-79.1412713,2021-03-29
6758 Kingston Rd Unit 8,Rylander Pharmasave,"Toronto, ON",M1B 1G8,"6758 Kingston Rd Unit 8 Toronto, ON M1B 1G8",43.7984704,-79.1481948,43.7984704-79.1481948,2021-03-10
2900 Warden Ave,Shoppers Drug Mart,"Scarborough, ON",M1W 2S8,"2900 Warden Ave Scarborough, ON M1W 2S8",43.7984738,-79.3182127,43.7984738-79.3182127,2021-03-29
7040 Yonge St Unit E1,Galleria Pharmacy,"Thornhill, ON",L4J 1V7,"7040 Yonge St Unit E1 Thornhill, ON L4J 1V7",43.7990508,-79.420471,43.7990508-79.420471,2021-03-29
1145 Morningside Ave Unit 16,People's Choice Remedy's Rx,"Scarborough, ON",M1B 0A7,"1145 Morningside Ave Unit 16 Scarborough, ON M1B 0A7",43.8013095,-79.1984082,43.8013095-79.1984082,2021-03-29
4040 Finch Ave E,Rexall,"Scarborough, ON",M1S 4V5,"4040 Finch Ave E Scarborough, ON M1S 4V5",43.802426,-79.2938831,43.802426-79.2938831,2021-03-29
1515 Steeles Ave E,Shoppers Drug Mart,"Toronto, ON",M2M 3Y7,"1515 Steeles Ave E Toronto, ON M2M 3Y7",43.8046408,-79.3846555,43.8046408-79.3846555,2021-03-29
1333 Neilson Rd Unit 110,Medical Pharmacy,"Scarborough, ON",M1B 4Y9,"1333 Neilson Rd Unit 110 Scarborough, ON M1B 4Y9",43.8084303,-79.2196494,43.8084303-79.2196494,2021-03-29
1571 Sandhurst Circle,1571 Sandhurst Circle - Shoppers Drug Mart,"Scarborough, ON",M1V 1V2,"1571 Sandhurst Circle Scarborough, ON M1V 1V2",43.8092547,-79.2696046,43.8092547-79.2696046,2021-03-10
1400 Neilson Rd,1400 Neilson Rd. - Shoppers Drug Mart,"Scarborough, ON",M1B 0C2,"1400 Neilson Rd Scarborough, ON M1B 0C2",43.8093399,-79.2229982,43.8093399-79.2229982,2021-03-10
8000 Bathurst St,8000 Bathurst St. - Shoppers Drug Mart,"Thornhill, ON",L4J 0B8,"8000 Bathurst St Thornhill, ON L4J 0B8",43.8158977,-79.4520688,43.8158977-79.4520688,2021-03-29
650 Kingston Rd,Shoppers Drug Mart,"Pickering, ON",L1V 3N7,"650 Kingston Rd Pickering, ON L1V 3N7",43.818044,-79.1185127,43.818044-79.1185127,2021-03-29
681 Silver Star Blvd,Nofrills,"Scarborough, ON",M1V 5N1,"681 Silver Star Blvd Scarborough, ON M1V 5N1",43.8238401,-79.2988429,43.8238401-79.2988429,2021-04-03
3900 Rutherford Rd,Rexall,"Woodbridge, ON",L4H 3G8,"3900 Rutherford Rd Woodbridge, ON L4H 3G8",43.8265924,-79.5553829,43.8265924-79.5553829,2021-03-29
955 Wney Rd S Unit 7,Rexall,"Ajax, ON",L1S 3K7,"955 Wney Rd S Unit 7 Ajax, ON L1S 3K7",43.831494,-79.016383,43.831494-79.016383,2021-03-29
5671 Steeles Ave E,5671 Steeles Ave. East - Shoppers Drug Mart,"Scarborough, ON",M1V 5P6,"5671 Steeles Ave E Scarborough, ON M1V 5P6",43.8330026,-79.2652886,43.8330026-79.2652886,2021-03-10
5995 Steeles Ave E,5995 Steeles Avenue East - Walmart,"Scarborough, ON",M1V 5P6,"5995 Steeles Ave E Scarborough, ON M1V 5P6",43.8333939,-79.2553806,43.8333939-79.2553806,2021-03-10
95 Times Ave Unit C2,St Mary Pharmacy,"Thornhill, ON",L3T 0A2,"95 Times Ave Unit C2 Thornhill, ON L3T 0A2",43.8415785,-79.3905054,43.8415785-79.3905054,2021-03-29
1900 Dixie Rd,Rexall,"Pickering, ON",L1V 6M4,"1900 Dixie Rd Pickering, ON L1V 6M4",43.8422443,-79.1052941,43.8422443-79.1052941,2021-03-29
75 Bayly St W,Health-Rite Pharmacy,"Ajax, ON",L1S 7K7,"75 Bayly St W Ajax, ON L1S 7K7",43.8426245,-79.0212132,43.8426245-79.0212132,2021-03-29
550 Hwy 7 E Unit 95D Richmond,Times Pharmacy,"Hill, ON",L4B 3Z4,"550 Hwy 7 E Unit 95D Richmond Hill, ON L4B 3Z4",43.8449491,-79.3835118,43.8449491-79.3835118,2021-03-29
9306 Bathurst St,Shoppers Drug Mart,"Vaughan, ON",L6A 4N9,"9306 Bathurst St Vaughan, ON L6A 4N9",43.8477124,-79.4613989,43.8477124-79.4613989,2021-03-29
65 Kirkham Dr,Costco Pharmacy,"Markham, ON",L3S 0A9,"65 Kirkham Dr Markham, ON L3S 0A9",43.8514712,-79.2505772,43.8514712-79.2505772,2021-03-29
5995 14th Ave Unit A2B,Markham Healthplex Pharmacy,"Markham, ON",L3S 0A2,"5995 14th Ave Unit A2B Markham, ON L3S 0A2",43.8547149,-79.2575368,43.8547149-79.2575368,2021-03-29
2266 Major Mackenzie Dr,Shoppers Drug Mart,"Maple, ON",L6A 3Y7,"2266 Major Mackenzie Dr Maple, ON L6A 3Y7",43.8550058,-79.5130054,43.8550058-79.5130054,2021-03-29
9325 Yonge St Richmond,Uptown Apothecary,"Hill, ON",L4C 0A8,"9325 Yonge St Richmond Hill, ON L4C 0A8",43.8556555,-79.4317086,43.8556555-79.4317086,2021-03-29
2200 Brock Rd Unit 15,Superseven Pharmacy,"Pickering, ON",L1X 2R2,"2200 Brock Rd Unit 15 Pickering, ON L1X 2R2",43.8575678,-79.0802379,43.8575678-79.0802379,2021-03-29
8601 Warden Ave,Shoppers Drug Mart,"Markham, ON",L3R 8W3,"8601 Warden Ave Markham, ON L3R 8W3",43.8584054,-79.3333535,43.8584054-79.3333535,2021-03-29
617 Victoria St W Unit 9,Lovell Drugs,"Whitby, ON",L1N 0E4,"617 Victoria St W Unit 9 Whitby, ON L1N 0E4",43.8585144,-78.9453087,43.8585144-78.9453087,2021-03-29
15 Wney Rd N,15 Westney Road North - Shoppers Drug Mart,"Ajax, ON",L1T 1P4,"15 Wney Rd N Ajax, ON L1T 1P4",43.858914,-79.0401394,43.858914-79.0401394,2021-03-29
9980 Dufferin St,Shoppers Drug Mart,"Maple, ON",L6A 4K5,"9980 Dufferin St Maple, ON L6A 4K5",43.8603425,-79.489283,43.8603425-79.489283,2021-03-29
30 Kingston Rd W,Loblaw Pharmacy,"Ajax, ON",L1T 4K8,"30 Kingston Rd W Ajax, ON L1T 4K8",43.86088,-79.0314862,43.86088-79.0314862,2021-03-29
1383 16th Ave Unit 1A Richmond,Atlas Pharmacy,"Hill, ON",L4B 0E2,"1383 16th Ave Unit 1A Richmond Hill, ON L4B 0E2",43.8612788,-79.3899336,43.8612788-79.3899336,2021-03-29
9625 Yonge St Richmond,Rexall,"Hill, ON",L4C 5T2,"9625 Yonge St Richmond Hill, ON L4C 5T2",43.8614313,-79.4334671,43.8614313-79.4334671,2021-03-29
150 Kingston Rd E,Costco Pharmacy,"Ajax, ON",L1Z 1E5,"150 Kingston Rd E Ajax, ON L1Z 1E5",43.8645341,-79.0189464,43.8645341-79.0189464,2021-03-29
98 Copper Creek Dr,Morelli's Pharmacy,"Markham, ON",L6B 0P2,"98 Copper Creek Dr Markham, ON L6B 0P2",43.8684747,-79.2298717,43.8684747-79.2298717,2021-03-29
15955 Airport Rd Unit 102,Pharmasave,"Caledon, ON",L7C 1H9,"15955 Airport Rd Unit 102 Caledon, ON L7C 1H9",43.8692929,-79.8657338,43.8692929-79.8657338,2021-03-29
405 Queen St S,Rexall,"Bolton, ON",L7E 2B5,"405 Queen St S Bolton, ON L7E 2B5",43.872081,-79.7266231,43.872081-79.7266231,2021-03-29
910 Dundas St W,Shoppers Drug Mart,"Whitby, ON",L1P 1P7,"910 Dundas St W Whitby, ON L1P 1P7",43.8761097,-78.9642646,43.8761097-78.9642646,2021-03-29
1430 Major Mackenzie Dr E Richmond,Freshco Pharmacy,"Hill, ON",L4S 0A1,"1430 Major Mackenzie Dr E Richmond Hill, ON L4S 0A1",43.8807518,-79.3952995,43.8807518-79.3952995,2021-03-29
377 Church St,Dales Pharmacy,"Markham, ON",L6B 1A1,"377 Church St Markham, ON L6B 1A1",43.8844932,-79.2324101,43.8844932-79.2324101,2021-03-29
1801 Dundas St E,1801 Dundas St. East - Shoppers Drug Mart,"Whitby, ON",L1N 7C5,"1801 Dundas St E Whitby, ON L1N 7C5",43.8884987,-78.903958,43.8884987-78.903958,2021-03-29
600 Grandview St S,Lovell Drugs,"Oshawa, ON",L1H 8P4,"600 Grandview St S Oshawa, ON L1H 8P4",43.8906919,-78.8153458,43.8906919-78.8153458,2021-03-29
9580 McCowan Rd,Freshco Pharmacy,"Markham, ON",L3P 3J3,"9580 McCowan Rd Markham, ON L3P 3J3",43.8927042,-79.293194,43.8927042-79.293194,2021-03-29
728 Anderson St,Pringle Creek Pharmasave,"Whitby, ON",L1N 3V6,"728 Anderson St Whitby, ON L1N 3V6",43.8939316,-78.9278546,43.8939316-78.9278546,2021-03-29
438 King St W,Rexall Pharma Plus,"Oshawa, ON",L1J 2K9,"438 King St W Oshawa, ON L1J 2K9",43.8944109,-78.8804152,43.8944109-78.8804152,2021-03-29
20 Warren Ave,20 Warren Ave. - Shoppers Drug Mart,"Oshawa, ON",L1J 0A1,"20 Warren Ave Oshawa, ON L1J 0A1",43.8961141,-78.8733821,43.8961141-78.8733821,2021-03-29
1 Wheelhouse Dr Unit 2,Wilmot Creek Pharmacy,"Newcastle, ON",L1B 1B9,"1 Wheelhouse Dr Unit 2 Newcastle, ON L1B 1B9",43.8992024,-78.6163789,43.8992024-78.6163789,2021-04-02
35 John Birchall Rd Richmond,Costco Pharmacy,"Hill, ON",L4S 0B2,"35 John Birchall Rd Richmond Hill, ON L4S 0B2",43.9017003,-79.3908343,43.9017003-79.3908343,2021-03-29
9305 Hwy 48,Drug Store Pharmacy,"Markham, ON",L6E 0E6,"9305 Hwy 48 Markham, ON L6E 0E6",43.9018416,-79.2670315,43.9018416-79.2670315,2021-03-29
130 Ritson Rd,Costco Pharmacy,"Oshawa, ON",L1G 0A6,"130 Ritson Rd Oshawa, ON L1G 0A6",43.9029808,-78.85702,43.9029808-78.85702,2021-03-29
1428 Hwy 2,Shoppers Drug Mart,"Courtice, ON",L1E 2J5,"1428 Hwy 2 Courtice, ON L1E 2J5",43.9074837,-78.8085831,43.9074837-78.8085831,2021-03-29
1 Elizabeth St,Jeffers Pharmacy Limited,"Orangeville, ON",L9W 7N7,"1 Elizabeth St Orangeville, ON L9W 7N7",43.9212702,-80.0993215,43.9212702-80.0993215,2021-03-29
25 Broadway Ave,Shoppers Drug Mart,"Orangeville, ON",L9W 1J6,"25 Broadway Ave Orangeville, ON L9W 1J6",43.9222105,-80.0864045,43.9222105-80.0864045,2021-03-29
1700 King Rd Unit 27 King,King City Guardian Drugs,"City, ON",L7B 0N1,"1700 King Rd Unit 27 King City, ON L7B 0N1",43.9319396,-79.513571,43.9319396-79.513571,2021-03-29
13070 Yonge St Richmond,Shoppers Drug Mart,"Hill, ON",L4E 2T2,"13070 Yonge St Richmond Hill, ON L4E 2T2",43.9460727,-79.4558854,43.9460727-79.4558854,2021-03-29
5979 Baldwin St S,Shoppers Drug Mart,"Brooklin, ON",L1M 2J7,"5979 Baldwin St S Brooklin, ON L1M 2J7",43.9528565,-78.9609067,43.9528565-78.9609067,2021-03-29
60 Ontario St Port,Port Hope Pharmasave,"Hope, ON",L1A 2T8,"60 Ontario St Port Hope, ON L1A 2T8",43.953895,-78.2942336,43.953895-78.2942336,2021-03-29
5612 Main St,Metro Pharmacy,"Stouffville, ON",L4A 8B7,"5612 Main St Stouffville, ON L4A 8B7",43.9670267,-79.2685477,43.9670267-79.2685477,2021-03-29
6212 Main St Suite 102,Stouffville IDA Pharmacy,"Stouffville, ON",L4A 2S5,"6212 Main St Suite 102 Stouffville, ON L4A 2S5",43.9711553,-79.2487128,43.9711553-79.2487128,2021-03-29
73 Strathy Rd,Wal-Mart Pharmacy,"Cobourg, ON",K9A 5J7,"73 Strathy Rd Cobourg, ON K9A 5J7",43.9757101,-78.197854,43.9757101-78.197854,2021-03-29
14729 Yonge St,Shoppers Drug Mart,"Aurora, ON",L4G 1N1,"14729 Yonge St Aurora, ON L4G 1N1",43.9874805,-79.4637965,43.9874805-79.4637965,2021-03-29
97 Main St,Pharma Plus,"Picton, ON",K0K 2T0,"97 Main St Picton, ON K0K 2T0",44.0058423,-77.1469443,44.0058423-77.1469443,2021-03-29
446 Hollandview Trail,Shoppers Drug Mart,"Aurora, ON",L4G 3H1,"446 Hollandview Trail Aurora, ON L4G 3H1",44.0152242,-79.4476007,44.0152242-79.4476007,2021-03-29
135 First Commerce Dr,Wal-Mart Pharmacy,"Aurora, ON",L4G 0G2,"135 First Commerce Dr Aurora, ON L4G 0G2",44.0153537,-79.4128902,44.0153537-79.4128902,2021-03-29
15900 Bayview Ave,Loblaw Pharmacy,"Aurora, ON",L4G 7Y3,"15900 Bayview Ave Aurora, ON L4G 7Y3",44.0222968,-79.4494682,44.0222968-79.4494682,2021-03-29
16900 Yonge St,Rexall,"Newmarket, ON",L3Y 0A3,"16900 Yonge St Newmarket, ON L3Y 0A3",44.0397425,-79.4776392,44.0397425-79.4776392,2021-03-29
191 Main St,Robins Pharmacy,"Newmarket, ON",L3Y 4X1,"191 Main St Newmarket, ON L3Y 4X1",44.0535041,-79.4573139,44.0535041-79.4573139,2021-03-29
20 Davis Dr,Shoppers Drug Mart,"Newmarket, ON",L3Y 2M7,"20 Davis Dr Newmarket, ON L3Y 2M7",44.0537972,-79.4785939,44.0537972-79.4785939,2021-03-29
18120 Yonge St,Loblaw Pharmacy,"Newmarket, ON",L3Y 8V1,"18120 Yonge St Newmarket, ON L3Y 8V1",44.0698592,-79.4862851,44.0698592-79.4862851,2021-03-29
18182 Yonge St E,Costco Pharmacy,"Gwillimbury, ON",L9N 0J3,"18182 Yonge St E Gwillimbury, ON L9N 0J3",44.0728251,-79.4848989,44.0728251-79.4848989,2021-03-29
101 Second Line,Drugstore Pharmacy,"Shelburne, ON",L9V 3J4,"101 Second Line Shelburne, ON L9V 3J4",44.0807694,-80.1870706,44.0807694-80.1870706,2021-03-29
6 Welwood Rd,Wal-Mart Pharmacy,"Uxbridge, ON",L9P 1X4,"6 Welwood Rd Uxbridge, ON L9P 1X4",44.0879145,-79.1324508,44.0879145-79.1324508,2021-03-29
2 Elgin Park Dr Unit C,Rexall,"Uxbridge, ON",L9P 0B1,"2 Elgin Park Dr Unit C Uxbridge, ON L9P 0B1",44.0960415,-79.1275992,44.0960415-79.1275992,2021-03-29
