,name,city,covid_site,date,Latitude,Longitude,postal,fsa,type
4718,Rexall #745,Toronto,No,,-79.38445589,43.66048589,M5G2C8,M5G,Rexall
4719,Rexall #752,Toronto,No,,-79.414017,43.7684641,M2N6L8,M2N,Rexall
4720,Cavanagh Ida Pharmacy,Hagersville,No,,-80.05210604,42.96201773,N0A1H0,N0A,Other/Independent
4721,Axis Health Care Plus Pharmacy,Hamilton,No,,-79.90103471,43.23338129,L9C4L2,L9C,Other/Independent
4722,Rexall #836,Toronto,No,,-79.38782238,43.64590758,M5V3C7,M5V,Rexall
4723,Rexall #851,Toronto,No,,-79.38324788,43.64992858,M5H1T1,M5H,Rexall
4724,Rexall #869,Toronto,No,,-79.54644004,43.67963398,M9R2R5,M9R,Rexall
4725,Rexall #877,Toronto,No,,-79.23057675,43.77547021,M1H2Y5,M1H,Rexall
4726,Rexall #880,Toronto,No,,-79.404557,43.7329928,M4N2M9,M4N,Rexall
4727,Jean Coutu Pharmacie # 246,Embrun,No,,-75.29198639,45.27103925,K0A1W0,K0A,Other/Independent
4729,Rexall #891,Toronto,No,,-79.48300042,43.72574099,M3M1H2,M3M,Rexall
4730,Rexall #901,Toronto,No,,-79.24943195,43.73731791,M1K2S3,M1K,Rexall
4731,Rexall #919,Toronto,No,,-79.29827817,43.78043831,M1T3K8,M1T,Rexall
4732,Rexall #943,Toronto,No,,-79.38240898,43.64897678,M5X1C8,M5X,Rexall
4733,Rexall #980,Brampton,No,,-79.7439307,43.65477537,L6Y4E7,L6Y,Rexall
4734,Rexall #984,Brampton,No,,-79.7375339,43.66614117,L6Y1N7,L6Y,Rexall
4735,Rexall #1008,Quinte West,No,,-77.56906164,44.10448105,K8V1L1,K8V,Rexall
4736,Rexall,Guelph,No,,-80.24790115,43.54604363,N1H7T8,N1H,Rexall
4737,Rexall,Guelph,No,,-80.26967816,43.55837253,N1H7G5,N1H,Rexall
4738,Kristus Darzs Latvian Home,Vaughan,No,,-79.59579197,43.87155581,L4L1A6,L4L,Other/Independent
4739,Rexall,Burlington,No,,-79.8419291,43.35642591,L7P3N8,L7P,Rexall
4740,Rexall #1073,London,No,,-81.33143244,42.95794067,N6K1C7,N6K,Rexall
4741,Rexall #1081,Guelph,No,,-80.24845495,43.55723443,N1E2M7,N1E,Rexall
4742,Rexall,Hamilton,No,,-79.8519943,43.25127419,L8N1K1,L8N,Rexall
4743,Hawthorn Woods Care Community,Brampton,No,,-79.68888529,43.75754919,L6T3Y7,L6T,Other/Independent
4744,Rexall #1149,Ottawa,No,,-75.75849615,45.35081684,K2G1V7,K2G,Rexall
4746,Shoppers Drug Mart #693,Brampton,No,,-79.7205756,43.73380258,L6S3L7,L6S,Shoppers Drug Mart
4747,Rexall Pharma Plus #1206,Mississippi Mills,No,,-76.18319238,45.2360381,K0A1A0,K0A,Rexall
4748,Rexall #1255,Ottawa,No,,-75.70240304,45.42029705,K1A0G6,K1A,Rexall
4749,Rexall #1321,Mississauga,No,,-79.68160017,43.57955366,L5V1N3,L5V,Rexall
4750,Bradford Centre Pharmacy,Bradford West Gwillimbury,No,,-79.56465258,44.11480406,L3Z2B3,L3Z,Other/Independent
4751,North Centennial Manor,Kapuskasing,No,,-82.43174402,49.42401904,P5N1L5,P5N,Other/Independent
4752,Main Drug Mart,Kitchener,No,,-80.4411741,43.42031579,N2C2N9,N2C,Other/Independent
4754,Rexall,Erin,No,,-80.06433031,43.77092827,N0B1T0,N0B,Rexall
4755,Rexall,Mississauga,No,,-79.71027638,43.59991316,L5V2A8,L5V,Rexall
4756,Rexall #1362,Ottawa,No,,-75.78576306,45.36498204,K2B7Z2,K2B,Rexall
4757,Gilmer Pharmacy Ltd,Iroquois,No,,-75.31649996,44.84908197,K0E1K0,K0E,Other/Independent
4758,Pharma Plus #1370,Barrie,No,,-79.67367505,44.407286,L4M3X8,L4M,Other/Independent
4759,Rexall Pharma Plus #1378,Barrie,No,,-79.71062695,44.33708119,L4N6A9,L4N,Rexall
4760,Pharma Plus #1388,Barrie,No,,-79.70231635,44.4015091,L4M3B9,L4M,Other/Independent
4761,Calea,Mississauga,No,,-79.59473135,43.66313688,L4W4Y3,L4W,Other/Independent
4762,North-Med Pharmacy,Vaughan,No,,-79.44601122,43.79616881,L4J7Z1,L4J,Other/Independent
4763,Pharma Plus #1396,Barrie,No,,-79.70292105,44.3890383,L4N1L3,L4N,Other/Independent
4764,Quick-Med Pharmacy,Mississauga,No,,-79.63242707,43.71340428,L4T4H7,L4T,Other/Independent
4765,Rexall,Hamilton,No,,-79.8709115,43.25835469,L8P1A1,L8P,Rexall
4766,Rexall,Brampton,No,,-79.75672071,43.70223888,L6V1N2,L6V,Rexall
4767,Rexall #1446,Pickering,No,,-79.10529411,43.84224433,L1V6M4,L1V,Rexall
4768,Rexall #1453,Ottawa,No,,-75.9072201,45.33680853,K2K1Y1,K2K,Rexall
4769,Rexall,Kitchener,No,,-80.46871931,43.4591588,N2B2A7,N2B,Rexall
4770,Rexall #1479,Ottawa,No,,-75.67833983,45.38578195,K1H8K2,K1H,Rexall
4771,Rexall #1487,Ottawa,No,,-75.76867936,45.37314974,K2A1H2,K2A,Rexall
4772,Main Drug Mart,Toronto,No,,-79.54942345,43.74988769,M9M2E7,M9M,Other/Independent
4773,Rexall #1495,Ottawa,No,,-75.73308535,45.40354075,K1Y4S7,K1Y,Rexall
4774,Rexall Pharma Plus #1504,Oshawa,No,,-78.88041524,43.89441085,L1J2K9,L1J,Rexall
4775,Rexall Pharma Plus #1529,Kingston,No,,-76.51565911,44.24192762,K7L1H2,K7L,Rexall
4777,Maples Home for Seniors,Tavistock,No,,-80.83842081,43.31753106,N0B2R0,N0B,Other/Independent
4778,Rexall #1545,Ottawa,No,,-75.72949355,45.40044665,K1Y2Z5,K1Y,Rexall
4779,Rexall #1560,Hamilton,No,,-79.74855676,43.22264119,L8G1C2,L8G,Rexall
4780,Pharma Plus # 1594,Goderich,No,,-81.70864783,43.74162349,N7A3K3,N7A,Other/Independent
4781,Rexall #1602,Pickering,No,,-79.12719762,43.84518033,L1V4M1,L1V,Rexall
4782,Rexall,Welland,No,,-79.26542459,42.99518847,L3C4V9,L3C,Rexall
4783,Rexall,Sault Ste. Marie,No,,-84.29611255,46.5116646,P6A3S4,P6A,Rexall
4784,Rexall #1644,Southampton,No,,-81.3757291,44.48930693,N0H2L0,N0H,Rexall
4785,Rexall,Fort Erie,No,,-78.92629498,42.90500467,L2A1M7,L2A,Rexall
4786,Pharma Plus #1669,Hanover,No,,-81.02636575,44.15247839,N4N1P4,N4N,Other/Independent
4787,Rexall,Brockville,No,,-75.68771417,44.59271391,K6V4B5,K6V,Rexall
4788,Rexall Pharma Plus # 1685,Saugeen Shores,No,,-81.3919634,44.43301472,N0H2C4,N0H,Rexall
4789,3m Drug Mart,Vaughan,No,,-79.44572652,43.79498461,L4J2J6,L4J,Other/Independent
4790,Maplegate Pharmacy,Vaughan,No,,-79.50725114,43.83692881,L4K5V2,L4K,Other/Independent
4791,Chartwell Woodhaven Ltc Reside,Markham,No,,-79.23093016,43.88585793,L6B1E1,L6B,Other/Independent
4792,Pharma Plus #1701,Ajax,No,,-79.02127469,43.84806834,L1S2N6,L1S,Other/Independent
4793,Rexall #1705,Ajax,No,,-79.03901339,43.86845794,L1T3H4,L1T,Rexall
4794,Rexall Pharma Plus #1719,Kincardine,No,,-81.61626634,44.17999377,N2Z2C6,N2Z,Rexall
4795,Rexall #1727,London,No,,-81.24796822,42.99730438,N6A1V7,N6A,Rexall
4796,Rexall #1743,Hamilton,No,,-79.91066162,43.23397289,L9C1X6,L9C,Rexall
4797,Rexall,Brant,No,,-80.38452376,43.19357426,N3L2M2,N3L,Rexall
4798,Costco Pharmacy #526,Mississauga,No,,-79.69037578,43.61214276,L5R3S9,L5R,Costco
4799,Rexall #1768,London,No,,-81.23721151,42.94202147,N6E2V5,N6E,Rexall
4800,Rexall,Kitchener,No,,-80.51775413,43.4536725,N2M1P2,N2M,Rexall
4801,Costco Pharmacy #523,St. Catharines,No,,-79.2481506,43.17782981,L2N7R1,L2N,Costco
4802,Rexall #1795,London,No,,-81.22232171,43.03165429,N5Y0A9,N5Y,Rexall
4803,Village Pharmacy,Richmond Hill,No,,-79.43948982,43.87819712,L4C3B8,L4C,Other/Independent
4804,Rexall #273,Toronto,No,,-79.39380099,43.68846699,M4T2T5,M4T,Rexall
4805,St. Joseph's Villa (Dundas),Hamilton,No,,-79.95769763,43.26175039,L9H5G7,L9H,Other/Independent
4806,Rexall #1800,Niagara Falls,No,,-79.10285215,43.0886527,L2G1T6,L2G,Rexall
4807,Rexall,Waterford,No,,-80.28639911,42.92247601,N0E1Y0,N0E,Rexall
4808,Residence of Lafontaine,Penetanguishene,No,,-80.0516093,44.75849784,L9M1R3,L9M,Other/Independent
4809,Residence on Water Street,Penetanguishene,No,,-79.93499696,44.76957495,L9M1V6,L9M,Other/Independent
4810,Sone's Pharmacy,Toronto,No,,-79.4315205,43.66710719,M6H2X6,M6H,Other/Independent
4811,Robbins P Residence,Coldwater,No,,-79.64269996,44.70839996,L0K1E0,L0K,Other/Independent
4812,Roberts Guest House,Barrie,No,,-79.70990376,44.4195509,L4M6V2,L4M,Other/Independent
4813,Brown Residence,Kirkfield,No,,-78.94432713,44.60653977,K0M2B0,K0M,Other/Independent
4814,East Side Lodge,Kawartha Lakes,No,,-78.71759743,44.35773444,K9V4R4,K9V,Other/Independent
4815,Westdale Pharmacy,Hamilton,No,,-79.91791472,43.25725549,L8S1C5,L8S,Other/Independent
4816,Thamesford Pharmasave,Thamesford,No,,-80.99854604,43.0577912,N0M2M0,N0M,Pharmasave
4817,Wyatt Residence,Kawartha Lakes,No,,-78.73795146,44.58057188,K0M1N0,K0M,Other/Independent
4819,Botsford Place,Newmarket,No,,-79.45885224,44.05287485,L3Y1T2,L3Y,Other/Independent
4820,Brigitta Residential Home,Newmarket,No,,-79.46401625,44.05392495,L3Y4H6,L3Y,Other/Independent
4821,Brookside Lodge,Newmarket,No,,-79.45480004,44.05637995,L3Y3C6,L3Y,Other/Independent
4822,"Moquin Dh, Moquin Km, Shaw Sj",Mactier,No,,-79.77256215,45.13461862,P0C1H0,P0C,Other/Independent
4823,Brown Residence,Newmarket,No,,-79.46162105,44.05585365,L3Y2G9,L3Y,Other/Independent
4824,Bathurst-Wilson Pharmacy,Toronto,No,,-79.43667641,43.7371923,M3H1S8,M3H,Other/Independent
4825,Helen Henderson Nh,Amherstview,No,,-76.65991336,44.22632781,K7N1X3,K7N,Other/Independent
4826,Bell P Md,Sharbot Lake,No,,-76.69071161,44.7679293,K0H2P0,K0H,Other/Independent
4827,Gordon Residence,East Gwillimbury,No,,-79.50313426,44.11511106,L9N1H9,L9N,Other/Independent
4828,Heritage Lodge,Newmarket,No,,-79.45428124,44.04616075,L3Y1C6,L3Y,Other/Independent
4829,Hillcrest Residence,Newmarket,No,,-79.45353404,44.05337315,L3Y3T6,L3Y,Other/Independent
4830,Jay-Kare Lodge,East Gwillimbury,No,,-79.46207705,44.10178906,L9N1P2,L9N,Other/Independent
4831,Lapointe Fisher Nursing Home,Guelph,No,,-80.25748415,43.56346063,N1E4Y8,N1E,Other/Independent
4832,Loblaw Pharmacy #1024,Oakville,No,,-79.72228468,43.48388174,L6H7T4,L6H,Loblaw
4833,Parkview Manor,Newmarket,No,,-79.44746824,44.05295575,L3Y1L5,L3Y,Other/Independent
4834,Pipe and Slipper Residence,Georgina,No,,-79.43214635,44.26009319,L4P3E9,L4P,Other/Independent
4835,Queenview Residence,East Gwillimbury,No,,-79.40565873,44.12727127,L0G1R0,L0G,Other/Independent
4836,Shyan-Byrne Residence,East Gwillimbury,No,,-79.48619396,44.13014896,L3Y4V8,L3Y,Other/Independent
4837,Sunnybrook Residence,Georgina,No,,-79.38131234,44.3206126,L0E1L0,L0E,Other/Independent
4838,Gateway Haven,Wiarton,No,,-81.12802874,44.74033219,N0M2T0,N0M,Other/Independent
4839,Simcoe Residence,Simcoe,No,,-80.3010561,42.8305695,N3Y2W6,N3Y,Other/Independent
4840,Community Residential Care,Hamilton,No,,-79.88054251,43.25870219,L8P1E4,L8P,Other/Independent
4841,Laguisma Residential Home,Hamilton,No,,-79.8512722,43.24733779,L8N2Z2,L8N,Other/Independent
4842,Petrovich Residential Home,Hamilton,No,,-79.8503334,43.24958239,L8N2Y9,L8N,Other/Independent
4843,Rukavina Residence,Hamilton,No,,-79.8521912,43.24966449,L8N2X2,L8N,Other/Independent
4844,Tender Loving Care Rest Home,Hamilton,No,,-79.84155709,43.24579609,L8M1W1,L8M,Other/Independent
4845,Remedy's Rx Eglinton Bayview P,Toronto,No,,-79.37959689,43.710833,M4P1P2,M4P,Other/Independent
4846,Ewert Residence,St. Catharines,No,,-79.31491842,43.1712384,L2R6P9,L2R,Other/Independent
4847,Geen's Pharmasave,Belleville,No,,-77.39344239,44.18508287,K8P3C3,K8P,Pharmasave
4848,Loblaw Pharmacy #4067,Burlington,No,,-79.8308774,43.32692631,L7T4K1,L7T,Loblaw
4849,Lincoln Lodge,Lincoln,No,,-79.39421324,43.1552307,L0R2C0,L0R,Other/Independent
4850,Montebello Place Inc,St. Catharines,No,,-79.2523612,43.1588831,L2R6B5,L2R,Other/Independent
4851,Cholodny Home,Brampton,No,,-79.74032171,43.808018,L6P0H8,L6P,Other/Independent
4852,Drenkelly Residence,Mississauga,No,,-79.70043158,43.57888266,L5M2H4,L5M,Other/Independent
4853,Daring Residential Home,Kitchener,No,,-80.49218202,43.447468,N2G1W3,N2G,Other/Independent
4854,Kilean Lodge,Grimsby,No,,-79.5554707,43.1912015,L3M1N6,L3M,Other/Independent
4855,Noble  Residential Home,Kitchener,No,,-80.49175402,43.446917,N2G1W4,N2G,Other/Independent
4856,Diaz v Residence,Kingston,No,,-76.42301668,44.24414602,K7L4V1,K7L,Other/Independent
4857,The Drug Store Pharmacy #4093,Kirkland Lake,No,,-80.04229846,48.14551429,P2N3R9,P2N,Other/Independent
4858,Sipho's Homes for Special Care,Kingston,No,,-76.52808291,44.23557921,K7M1V8,K7M,Other/Independent
4859,College Medical Pharmacy,Toronto,No,,-79.40938089,43.65629868,M6G1A4,M6G,Other/Independent
4860,Harmon Residence,Belleville,No,,-77.34783137,44.17242047,K8N4N1,K8N,Other/Independent
4861,Pearce Street Residential Home,Marmora,No,,-77.68057441,44.48650261,K0K2M0,K0K,Other/Independent
4862,Act 1 Corp,Kemptville,No,,-75.63051028,45.03044609,K7A5B8,K7A,Other/Independent
4863,Alexander House,Ottawa,No,,-75.74871475,45.38134015,K2A1W1,K2A,Other/Independent
4864,Elmwood Lodge,Ottawa,No,,-75.75332175,45.38705325,K2A1W5,K2A,Other/Independent
4865,Hampton Lodge,Ottawa,No,,-75.74705645,45.38323105,K1Z7J1,K1Z,Other/Independent
4866,Kimberlane Residence,Ottawa,No,,-75.74883915,45.38151215,K2A1W1,K2A,Other/Independent
4867,Manoir Wymering Manor,Ottawa,No,,-75.73854975,45.38224735,K1Z5Y1,K1Z,Other/Independent
4868,Pinerest Residence,Ottawa,No,,-75.35500562,45.35179856,K0A3H0,K0A,Other/Independent
4869,Presland Manor,Ottawa,No,,-75.65803203,45.42262416,K1K2B8,K1K,Other/Independent
4870,Residence Ste Marie,Ottawa,No,,-75.35416002,45.35229996,K0A3H0,K0A,Other/Independent
4871,Rothwell Heights,Ottawa,No,,-75.60988081,45.44649986,K1J6N4,K1J,Other/Independent
4872,Canadian Apothecary,London,No,,-81.24132071,43.00958858,N5Y2N1,N5Y,Other/Independent
4873,Limoges Residence Inc,Limoges,No,,-75.25376268,45.33773646,K0A2M0,K0A,Other/Independent
4874,Atikokan General Hospital,Atikokan,No,,-91.59675914,48.75328224,P0T1C0,P0T,Other/Independent
4875,Riverview Manor,Cornwall,No,,-74.69465997,45.02090203,K6H1E2,K6H,Other/Independent
4876,Floana Residence,Brockville,No,,-75.68517197,44.59697411,K6V1T5,K6V,Other/Independent
4877,Veronik Residence,Berwick,No,,-75.15285424,45.21522554,K0A1R0,K0A,Other/Independent
4878,Transition House,Sault Ste. Marie,No,,-84.30890945,46.509602,P6A2N9,P6A,Other/Independent
4879,North Shore Health Network,Blind River,No,,-82.92406317,46.18736263,P0R1B0,P0R,Other/Independent
4880,Doe Lake Residence,Gravenhurst,No,,-79.33386999,44.94193001,P1P1R3,P1P,Other/Independent
4881,Manitoba Place,Bracebridge,No,,-79.327916,45.05926603,P1L1W9,P1L,Other/Independent
4882,Muskoka North Residential,Gravenhurst,No,,-79.3858942,44.93645601,P1P1R8,P1P,Other/Independent
4883,Tilbury Pharmacy,Chatham-Kent,No,,-82.43197432,42.25968359,N0P2L0,N0P,Other/Independent
4885,Sante Manitouwadge Health,Manitouwadge,No,,-85.82469139,49.12765839,P0T2C0,P0T,Other/Independent
4886,Morin Residence,North Bay,No,,-79.42953495,46.26000042,P1A2G8,P1A,Other/Independent
4887,Eide Residence,Powassan,No,,-79.36010691,46.0798243,P0H1Z0,P0H,Other/Independent
4888,Elgin Manor,St. Thomas,No,,-81.18265268,42.77772145,N5P3S5,N5P,Other/Independent
4889,Raymond Residence,Hagar,No,,-80.52810463,46.49245411,P0M2G0,P0M,Other/Independent
4890,Goodfellow Residence,Greater Sudbury,No,,-80.82194504,46.60500601,P3L1V5,P3L,Other/Independent
4891,Pan Drugs,Toronto,No,,-79.16940323,43.80349182,M1B3H1,M1B,Other/Independent
4892,Soulliere Residence,Val Therese,No,,-81.004362,46.65411961,P3P1S3,P3P,Other/Independent
4893,Wal-Mart Pharmacy,Windsor,No,,-82.93217278,42.31661878,N8R1A2,N8R,Other/Independent
4894,Cassidy Residence,Thunder Bay,No,,-89.20454596,48.44676697,P7A2N9,P7A,Other/Independent
4895,The D'cruz Lodge,Thunder Bay,No,,-89.39089701,48.41461395,P7B6C2,P7B,Other/Independent
4896,Harper Residence,Thunder Bay,No,,-89.22508036,48.43035847,P7B2V6,P7B,Other/Independent
4897,Salvation Army,Thunder Bay,No,,-89.19382255,48.45073187,P7A4S2,P7A,Other/Independent
4898,J Wallis-Southwick Residence,St. Thomas,No,,-81.19509508,42.77729615,N5R3R7,N5R,Other/Independent
4899,Yee Hong Centre for Geriatric,Toronto,No,,-79.29017847,43.81421962,M1V5L3,M1V,Other/Independent
4900,St. George Residential Home,St. Thomas,No,,-81.20204758,42.78186115,N5P2L1,N5P,Other/Independent
4901,Kuipers Residential Home,St. Thomas,No,,-81.20129458,42.78055385,N5P1K2,N5P,Other/Independent
4902,Chester Residence,St. Thomas,No,,-81.20227288,42.76819524,N5R1T8,N5R,Other/Independent
4903,Port Bruce Manor,Port Bruce,No,,-81.01088501,42.65671353,N5H2R9,N5H,Other/Independent
4904,Southern Residential Home,St. Thomas,No,,-81.18564438,42.77357295,N5R2J3,N5R,Other/Independent
4905,The Gate House,St. Thomas,No,,-81.18867998,42.78238055,N5P2X7,N5P,Other/Independent
4906,Caressant Care on Bonnie Place,St. Thomas,No,,-81.16164877,42.77305115,N5R5T8,N5R,Other/Independent
4907,Drugstore Pharmacy #509,New Tecumseth,No,,-79.87955819,44.15061245,L9R1H6,L9R,Other/Independent
4908,Main Drug Mart,Mississauga,No,,-79.57340394,43.60147347,L4Y1Z4,L4Y,Other/Independent
4909,Wal-Mart Pharmacy #1188,Brampton,No,,-79.72088239,43.68050567,L6R3S9,L6R,Other/Independent
4910,Medical Pharmacy,Hamilton,No,,-79.83081229,43.20701659,L8W1Y1,L8W,Other/Independent
4911,Wal-Mart Pharmacy #1120,Brampton,No,,-79.77906142,43.77288859,L6R3S9,L6R,Other/Independent
4912,Shoppers Drug Mart#840,Toronto,No,,-79.51584364,43.7561471,M3N2K1,M3N,Shoppers Drug Mart
4913,Dufferin Major Pharmacy,Vaughan,No,,-79.49436234,43.86288562,L6A0A9,L6A,Other/Independent
4914,Ultra-Bloor Phamacy,Toronto,No,,-79.440377,43.65902218,M6H1N5,M6H,Other/Independent
4915,Overlea Pharmacy,Toronto,No,,-79.33261317,43.7098214,M3C1A3,M3C,Other/Independent
4916,College Manor Phcy & Wellness,Newmarket,No,,-79.43597304,44.04623985,L3Y8S3,L3Y,Other/Independent
4917,Marathon Drug Associates,Marathon,No,,-86.37309101,48.721516,P0T2E0,P0T,Other/Independent
4918,St George Pharmacy,Burlington,No,,-79.73398467,43.36720812,L7L1C7,L7L,Other/Independent
4919,Lefko Pharmasave,Toronto,No,,-79.46737822,43.7308124,M3K1E5,M3K,Pharmasave
4920,Drugstore Pharmacy #2818,Simcoe,No,,-80.2956976,42.8509475,N3Y4M5,N3Y,Other/Independent
4921,Shoppers Drug Mart#1009,Angus,No,,-79.89040651,44.32815178,L0M1B2,L0M,Shoppers Drug Mart
4922,White Cross Disp (Ottawa) Ltd,Ottawa,No,,-75.69041274,45.41771436,K2P1M2,K2P,Other/Independent
4923,North Renfrew Centre,Deep River,No,,-77.48846279,46.10282699,K0J1P0,K0J,Other/Independent
4924,Seaforth Long Term Care Home,Huron East,No,,-81.39753801,43.55654617,N0K1W0,N0K,Other/Independent
4925,Medicine Cabinet,Toronto,No,,-79.47657501,43.63028898,M8V3Z4,M8V,Other/Independent
4926,Pharmasave 9717,Bradford West Gwillimbury,No,,-79.56629808,44.12020336,L3Z2B1,L3Z,Pharmasave
4927,The Boardwalk Pharmacy,Waterloo,No,,-80.56408464,43.43877509,N2J3Z4,N2J,Other/Independent
4928,Shoppers Drug Mart #976,Toronto,No,,-79.4350566,43.65975698,L4Y2N6,L4Y,Shoppers Drug Mart
4929,Shoppers Drug Mart #934,Orangeville,No,,-80.08640453,43.9222105,L9W1J6,L9W,Shoppers Drug Mart
4931,Equinelle Pharmasave # 9708,Kemptville,No,,-75.676167,45.04290829,K0G1J0,K0G,Pharmasave
4932,Guildwood Drug Mart,Toronto,No,,-79.19938013,43.74682661,M1E1P1,M1E,Other/Independent
4933,Central Pharmacy,Gore Bay,No,,-82.46452619,45.91727741,P0P1H0,P0P,Other/Independent
4934,Lormel Pharmacy,Brampton,No,,-79.80576362,43.70087887,L7A2K7,L7A,Other/Independent
4935,Noble Ida Pharmacy,Toronto,No,,-79.23606614,43.73979221,M1J2E4,M1J,Other/Independent
4936,Pickering First Place Pharmacy,Pickering,No,,-79.0818936,43.84398033,L1V1C3,L1V,Other/Independent
4937,Genix Pharmacy,Toronto,No,,-79.28819686,43.6915583,M1L1B1,M1L,Other/Independent
4938,West End Pharmacy,Sault Ste. Marie,No,,-84.38310788,46.5374357,P6C2K9,P6C,Other/Independent
4939,Sobeys Pharmacy,Toronto,No,,-79.37500979,43.7048676,L4G7T1,L4G,Sobeys
4940,Mount Nemo Christian Nh,Burlington,No,,-79.87556642,43.40256392,L7P0N2,L7P,Other/Independent
4941,Shoppers Drug Mart 1278,London,No,,-81.32214884,42.97488727,N6H2N2,N6H,Shoppers Drug Mart
4942,River Terrace Medicalpharmacy,Thunder Bay,No,,-89.27391567,48.42359406,P7B0A1,P7B,Other/Independent
4943,Shoppers Drug Mart#811,Toronto,No,,-79.23059374,43.72528461,M1M1P1,M1M,Shoppers Drug Mart
4944,Rx Drug Mart,Deep River,No,,-77.48864199,46.10154649,K0J1P0,K0J,Other/Independent
4945,Turbitt Pharmacy Pharmasave,Owen Sound,No,,-80.94056017,44.56903047,N4K5R7,N4K,Pharmasave
4946,White Haven Pharmacy,Ottawa,No,,-75.77470886,45.36885884,K2B7Z5,K2B,Other/Independent
4947,Pharmore Pharmacy,Toronto,No,,-79.32458218,43.79358171,M1W1H9,M1W,Other/Independent
4948,Loblaw Pharmacy 1010,Toronto,No,,-79.4120948,43.7686667,M2N6Z4,M2N,Loblaw
4949,Nhatrang Drug Mart Inc.,Toronto,No,,-79.46399432,43.7315716,M3K1E4,M3K,Other/Independent
4950,Super Value Pharmacy,Toronto,No,,-79.18693893,43.77140592,M1E3G1,M1E,Other/Independent
4951,Pharmasave Westside Pharmacy,Windsor,No,,-83.05765011,42.28863317,N9C3Z3,N9C,Pharmasave
4952,Unidrugs,Toronto,No,,-79.39079129,43.67226289,M5R3K8,M5R,Other/Independent
4953,Noor Healthcare Pharmacy,Mississauga,No,,-79.62051345,43.57736486,L5B2N6,L5B,Other/Independent
4954,99 Pharmacy,Toronto,No,,-79.39566389,43.65355179,M5T1G6,M5T,Other/Independent
4955,Ossington Medical Gardens,Toronto,No,,-79.4237204,43.66252049,M6G1M2,M6G,Other/Independent
4956,Midhurst Pharmacy Pharmasave,Midhurst,No,,-79.73122997,44.45026201,L0L1X0,L0L,Pharmasave
4957,Main Drug Mart,Mississauga,No,,-79.59522445,43.61775697,L4Y2B1,L4Y,Other/Independent
4958,Forest Heights Ltc Centre,Kitchener,No,,-80.52997603,43.42863489,N2N2A8,N2N,Other/Independent
4959,Medical Rx Pharmacy,London,No,,-81.31531424,43.00328478,N6G3V7,N6G,Other/Independent
4960,Shoppers Simply Pharmacy #3028,Orillia,No,,-79.42736608,44.60086365,L3V5X1,L3V,Other/Independent
4961,Village Gate Pharmasave,Kawartha Lakes,No,,-78.53957099,44.53839898,K0M1A0,K0M,Pharmasave
4962,Shoppers Drug Mart #1460,Hamilton,No,,-79.91934972,43.25738599,L8S1C6,L8S,Shoppers Drug Mart
4963,Shoppers Simply Pharmacy 681,Thunder Bay,No,,-89.21645856,48.44195107,P7A4V7,P7A,Other/Independent
4964,Bank Street Pharmacy,Ottawa,No,,-75.64361382,45.35430725,K1V8R9,K1V,Other/Independent
4965,Loblaw Pharmacy #500,Guelph,No,,-80.18986043,43.50311542,N1L0G6,N1L,Loblaw
4966,Warden Medical Pharmacy,Toronto,No,,-79.30862757,43.77761501,M1T3K2,M1T,Other/Independent
4967,Finlandia Hoivakoti Nh,Greater Sudbury,No,,-80.92707806,46.48411438,P3B4C3,P3B,Other/Independent
4968,Midland Pharmacy,Toronto,No,,-79.26797376,43.76820931,M1P2X4,M1P,Other/Independent
4969,Shoppers Drug Mart #1055,Burlington,No,,-79.75374418,43.36664212,L7L2X8,L7L,Shoppers Drug Mart
4970,Pharmasave #786,Toronto,No,,-79.29452816,43.74632141,M1R2Z6,M1R,Pharmasave
4971,We Care Pharmacy,Windsor,No,,-83.03227761,42.30835457,N9A1E1,N9A,Other/Independent
4972,Ogilvie Square Pharmasave,Ottawa,No,,-75.59538941,45.44542806,K1J6N2,K1J,Pharmasave
4973,Med Health Pharmacy,Cambridge,No,,-80.32453116,43.37636499,N1R3E8,N1R,Other/Independent
4974,Markham Healthplex Pharmacy,Markham,No,,-79.25753676,43.85471493,L3S0A2,L3S,Other/Independent
4975,Wal-Mart Pharmacy,Oshawa,No,,-78.85084674,43.94269396,L1H7K5,L1H,Other/Independent
4976,Life Pharmacy,Caledon,No,,-79.72728041,43.87284221,L7E2B5,L7E,Other/Independent
4977,Fairway River Pharmacy,Kitchener,No,,-80.4279144,43.4336837,N2A3X9,N2A,Other/Independent
4978,Robinsons Pharmasave,Espanola,No,,-81.77164851,46.2654411,P5E1S6,P5E,Pharmasave
4979,Fullerton Drugs,Cornwall,No,,-74.72881088,45.01810403,K6J3P4,K6J,Other/Independent
4980,Shoppers Drug Mart #1145,Brockville,No,,-75.68641667,44.58871931,K6V3R3,K6V,Shoppers Drug Mart
4981,Glengrove Pharmacy,Toronto,No,,-79.4011345,43.7186543,M4N2J2,M4N,Other/Independent
4982,Ayda Pharmacy,Toronto,No,,-79.44905061,43.69567519,M6E2H8,M6E,Other/Independent
4983,Steripharm Laboratories Inc,Oshawa,No,,-78.85764064,43.89951445,L1H1B7,L1H,Other/Independent
4984,Jane Shoreham Pharmacy,Toronto,No,,-79.52077984,43.7684556,M3N2K5,M3N,Other/Independent
4985,Glebe Apothecary,Ottawa,No,,-75.68886493,45.40327395,K1S3V6,K1S,Other/Independent
