X,Y,FID,OGF_ID,MOH_PRO_ID,SERV_TYPE,SERV_DET,EN_NAME,FR_NAME,EN_ALT,FR_ALT,ADDRESS_1,ADDRESS_2,ADDR_DESCR,COMMUNITY,POSTALCODE,GEO_UPT_DT,EFF_DATE
-82.46452619,45.91727741,10586,127905863,6233,Pharmacy,RP,Central Pharmacy, , , ,45 Meredith Street, , ,Gore Bay,P0P1H0, ,2.02E+13
-79.80576362,43.70087887,10587,127905864,6234,Pharmacy,RP,Lormel Pharmacy, , , ,10 Lormel Gate,Unit 8, ,Brampton,L7A2K7, ,2.02E+13
-79.23606614,43.73979221,10588,127905865,6235,Pharmacy,RP,Noble Ida Pharmacy, , , ,2934 Eglinton Avenue East, , ,Toronto,M1J2E4, ,2.02E+13
-79.0818936,43.84398033,10589,127905866,6241,Pharmacy,RP,Pickering First Place Pharmacy, , , ,1550 Kingston Road,Unit 11, ,Pickering,L1V1C3, ,2.02E+13
-79.28819686,43.6915583,10590,127905867,6242,Pharmacy,RP,Genix Pharmacy, , , ,3094 Danforth Avenue, , ,Toronto,M1L1B1, ,2.02E+13
-84.38310788,46.5374357,10591,127905868,6245,Pharmacy,RP,West End Pharmacy, , , ,658 Second Line West,Unit 3, ,Sault Ste. Marie,P6C2K9, ,2.02E+13
-79.37500979,43.7048676,10592,127905869,6252,Pharmacy,RP,Sobeys Pharmacy, , , ,1550 Bayview Avenue, , ,Toronto,L4G7T1, ,2.02E+13
-81.32214884,42.97488727,10594,127905871,6256,Pharmacy,RP,Shoppers Drug Mart 1278, , , ,1186 Oxford Street West, , ,London,N6H2N2, ,2.02E+13
-89.27391567,48.42359406,10595,127905872,6257,Pharmacy,RP,River Terrace Medicalpharmacy, , , ,1260 Golf Links Road, , ,Thunder Bay,P7B0A1, ,2.02E+13
-79.23059374,43.72528461,10596,127905873,6258,Pharmacy,RP,Shoppers Drug Mart#811, , , ,2999 Kingston Road, , ,Toronto,M1M1P1, ,2.02E+13
-77.48864199,46.10154649,10597,127905874,6259,Pharmacy,RP,Rx Drug Mart, , , ,11 Champlain Street, , ,Deep River,K0J1P0, ,2.02E+13
-80.94056017,44.56903047,10598,127905875,6265,Pharmacy,RP,Turbitt Pharmacy Pharmasave, , , ,104 Grey Road,Unit 17B, ,Owen Sound,N4K5R7, ,2.02E+13
-75.77470886,45.36885884,10599,127905876,6271,Pharmacy,RP,White Haven Pharmacy, , , ,2255 Carling Avenue, , ,Ottawa,K2B7Z5, ,2.02E+13
-79.32458218,43.79358171,10600,127905877,6272,Pharmacy,RP,Pharmore Pharmacy, , , ,2543 Pharmacy Avenue, , ,Toronto,M1W1H9, ,2.02E+13
-79.4120948,43.7686667,10601,127905878,6276,Pharmacy,RP,Loblaw Pharmacy 1010, , , ,5095 Yonge Street, , ,Toronto,M2N6Z4, ,2.02E+13
-79.46399432,43.7315716,10602,127905879,6279,Pharmacy,RP,Nhatrang Drug Mart Inc., , , ,736 Wilson Avenue, , ,Toronto,M3K1E4, ,2.02E+13
-79.18693893,43.77140592,10603,127905880,6282,Pharmacy,RP,Super Value Pharmacy, , , ,263 Morningside Avenue, , ,Toronto,M1E3G1, ,2.02E+13
-83.05765011,42.28863317,10604,127905881,6285,Pharmacy,RP,Pharmasave Westside Pharmacy, , , ,1550 Huron Church Road,Unit 6, ,Windsor,N9C3Z3, ,2.02E+13
-79.39079129,43.67226289,10605,127905882,6288,Pharmacy,RP,Unidrugs, , , ,1300 Bay Street, , ,Toronto,M5R3K8, ,2.02E+13
-79.62051345,43.57736486,10606,127905883,6294,Pharmacy,RP,Noor Healthcare Pharmacy, , , ,165 Dundas Street West,Unit 105, ,Mississauga,L5B2N6, ,2.02E+13
-79.39566389,43.65355179,10607,127905884,6295,Pharmacy,RP,99 Pharmacy, , , ,436 Dundas Street West, , ,Toronto,M5T1G6, ,2.02E+13
-79.4237204,43.66252049,10608,127905885,6298,Pharmacy,RP,Ossington Medical Gardens, , , ,836 Bloor Street West, , ,Toronto,M6G1M2, ,2.02E+13
-79.73122997,44.45026201,10609,127905886,6300,Pharmacy,RP,Midhurst Pharmacy Pharmasave, , , ,94 Finlay Mill Road, , ,Midhurst,L0L1X0, ,2.02E+13
-79.59522445,43.61775697,10610,127905887,6309,Pharmacy,RP,Main Drug Mart, , , ,3415 Dixie Road, , ,Mississauga,L4Y2B1, ,2.02E+13
-81.31531424,43.00328478,10612,127905889,6313,Pharmacy,RP,Medical Rx Pharmacy, , , ,1476 Alderbrook Road, , ,London,N6G3V7, ,2.02E+13
-79.42736608,44.60086365,10613,127905890,6314,Pharmacy,RP,Shoppers Simply Pharmacy #3028, , , ,119 Memorial Avenue, , ,Orillia,L3V5X1, ,2.02E+13
-78.53957099,44.53839898,10614,127905891,6318,Pharmacy,RP,Village Gate Pharmasave, , , ,101 East Street South, , ,Kawartha Lakes,K0M1A0, ,2.02E+13
-79.91934972,43.25738599,10615,127905892,6320,Pharmacy,RP,Shoppers Drug Mart #1460, , , ,1341 Main Street West, , ,Hamilton,L8S1C6, ,2.02E+13
-89.21645856,48.44195107,10616,127905893,6322,Pharmacy,RP,Shoppers Simply Pharmacy 681, , , ,194 North Court Street, , ,Thunder Bay,P7A4V7, ,2.02E+13
-75.64361382,45.35430725,10617,127905894,6324,Pharmacy,RP,Bank Street Pharmacy, , , ,2531 A Bank Street, , ,Ottawa,K1V8R9, ,2.02E+13
-80.18986043,43.50311542,10618,127905895,6326,Pharmacy,RP,Loblaw Pharmacy #500, , , ,124 Clair Road East, , ,Guelph,N1L0G6, ,2.02E+13
-79.30862757,43.77761501,10619,127905896,6328,Pharmacy,RP,Warden Medical Pharmacy, , , ,3321 Sheppard Avenue East, , ,Toronto,M1T3K2, ,2.02E+13
-79.26797376,43.76820931,10621,127905898,6332,Pharmacy,RP,Midland Pharmacy, , , ,1207 Ellesmere Road, , ,Toronto,M1P2X4, ,2.02E+13
-79.75374418,43.36664212,10622,127905899,6333,Pharmacy,RP,Shoppers Drug Mart #1055, , , ,4524 New Street, , ,Burlington,L7L2X8, ,2.02E+13
-79.29452816,43.74632141,10623,127905900,6334,Pharmacy,RP,Pharmasave #786, , , ,2050 Lawrence Avenue East, , ,Toronto,M1R2Z6, ,2.02E+13
-83.03227761,42.30835457,10624,127905901,6335,Pharmacy,RP,We Care Pharmacy, , , ,1030 Ouellette Avenue, , ,Windsor,N9A1E1, ,2.02E+13
-75.59538941,45.44542806,10625,127905902,6340,Pharmacy,RP,Ogilvie Square Pharmasave, , , ,1946 Montreal Road, , ,Ottawa,K1J6N2, ,2.02E+13
-80.32453116,43.37636499,10626,127905903,6341,Pharmacy,RP,Med Health Pharmacy, , , ,614 Coronation Boulevard, , ,Cambridge,N1R3E8, ,2.02E+13
-79.25753676,43.85471493,10627,127905904,6343,Pharmacy,RP,Markham Healthplex Pharmacy, , , ,5995 14th Avenue,Unit A2B, ,Markham,L3S0A2, ,2.02E+13
-78.85084674,43.94269396,10628,127905905,6344,Pharmacy,RP,Wal-Mart Pharmacy, , , ,1470 Harmony Road North, , ,Oshawa,L1H7K5, ,2.02E+13
-79.72728041,43.87284221,10629,127905906,6346,Pharmacy,RP,Life Pharmacy, , , ,15 Allan Drive, , ,Caledon,L7E2B5, ,2.02E+13
-80.4279144,43.4336837,10630,127905907,6349,Pharmacy,RP,Fairway River Pharmacy, , , ,1401 River Road East,Unit 4B, ,Kitchener,N2A3X9, ,2.02E+13
-81.77164851,46.2654411,10631,127905908,6351,Pharmacy,RP,Robinsons Pharmasave, , , ,119 Tudhope Street, , ,Espanola,P5E1S6, ,2.02E+13
-74.72881088,45.01810403,10632,127905909,6352,Pharmacy,RP,Fullerton Drugs, , , ,170 Pitt Street, , ,Cornwall,K6J3P4, ,2.02E+13
-75.68641667,44.58871931,10633,127905910,6354,Pharmacy,RP,Shoppers Drug Mart #1145, , , ,126 King Street, , ,Brockville,K6V3R3, ,2.02E+13
-79.4011345,43.7186543,10634,127905911,6355,Pharmacy,RP,Glengrove Pharmacy, , , ,2760 Yonge Street, , ,Toronto,M4N2J2, ,2.02E+13
-79.44905061,43.69567519,10635,127905912,6359,Pharmacy,RP,Ayda Pharmacy, , , ,1801 Eglinton Avenue West, , ,Toronto,M6E2H8, ,2.02E+13
-78.85764064,43.89951445,10636,127905913,6362,Pharmacy,RP,Steripharm Laboratories Inc, , , ,172 King Street East,Unit 101, ,Oshawa,L1H1B7, ,2.02E+13
-79.52077984,43.7684556,10637,127905914,6364,Pharmacy,RP,Jane Shoreham Pharmacy, , , ,4640 Jane Street,Unit 101, ,Toronto,M3N2K5, ,2.02E+13
-75.68886493,45.40327395,10638,127905915,6371,Pharmacy,RP,Glebe Apothecary, , , ,778 Bank Street, , ,Ottawa,K1S3V6, ,2.02E+13
-79.30408198,43.87074243,10639,127905916,6374,Pharmacy,RP,Unionville Pharmacy, , , ,548 Carlton Road, , ,Markham,L3R0C6, ,2.02E+13
-79.34149507,43.66043169,10640,127905917,6382,Pharmacy,RP,Woodgreen Discount Pharmacy, , , ,909 Queen Street East, , ,Toronto,M4M1J4, ,2.02E+13
-79.49945833,43.79633071,10641,127905918,6386,Pharmacy,RP,Costco Pharmacy, , , ,7622 Keele Street,Unit KEELE, ,Vaughan,L4K2P5, ,2.02E+13
-78.94265716,43.88259255,10642,127905919,6388,Pharmacy,RP,Jerry's Pharmacy & Compounding, , , ,223 Brock Street North, , ,Whitby,L1N2H6, ,2.02E+13
-79.86699292,44.58349702,10643,127905920,6391,Pharmacy,RP,Whitfield Guardian, , , ,16 Queen Street West, , ,Elmvale,L0L1P0, ,2.02E+13
-79.43586311,43.7367279,10644,127905921,6392,Pharmacy,RP,Medishop Pharmacy, , , ,343 Wilson Avenue, , ,Toronto,M3H1T1, ,2.02E+13
-80.25332432,43.16311446,10645,127905922,6398,Pharmacy,RP,Guardian Discount Pharmacy, , , ,484 West Street, , ,Brantford,N3R3W7, ,2.02E+13
-79.30625918,43.82630242,10646,127905923,6400,Pharmacy,RP,Pacific Medical Pharmacy, , , ,4300 Ave East,"Unit F51, Suite ELES, 2nd Floor, Pacific Mall", ,Markham,L3R0Y5, ,2.02E+13
-79.37889308,43.66179099,10647,127905924,6404,Pharmacy,RP,Main Drug Mart, , , ,399 Church Street, , ,Toronto,M5B2J6, ,2.02E+13
-80.14617072,43.61658404,10648,127905925,6407,Pharmacy,RP,Rockwood Pharmacy, , , ,175 Alma Street, , ,Rockwood,N0B2K0, ,2.02E+13
-75.69328324,45.41550835,10649,127905926,6408,Pharmacy,RP,Shoppers Simply Pharmacy #3003, , , ,267 O'conner Street,Unit 120, ,Ottawa,K2P1V3, ,2.02E+13
-75.71658933,45.27580873,10650,127905927,6410,Pharmacy,RP,Strandherd Guardian Pharmacy, , , ,3091 Strandherd Drive,Unit 7, ,Ottawa,K2G4R9, ,2.02E+13
-81.26483182,42.99317008,10651,127905928,6411,Pharmacy,RP,Medicine Shoppe #190, , , ,279 Wharncliffe Road North, , ,London,N6H2C2, ,2.02E+13
-79.76303088,43.38389552,10652,127905929,6413,Pharmacy,RP,Synpharm, , , ,5195 Harvester Road, , ,Burlington,L7L6E9, ,2.02E+13
-79.32333478,43.85826392,10653,127905930,6414,Pharmacy,RP,Focus Drug Mart, , , ,Highway 7 East,A7a-3000, ,Markham,L3R6E1, ,2.02E+13
-79.57465495,43.70296659,10655,127905932,6419,Pharmacy,RP,Sobey's Pharmacy #7271 Ltc, , , ,124 Belfield Road,Unit 2, ,Toronto,M9W1G1, ,2.02E+13
-80.24881612,43.16979666,10656,127905933,6420,Pharmacy,RP,Drugstore Pharmacy #540, , , ,410 Fairview Drive, , ,Brantford,N3R7N7, ,2.02E+13
-76.4801421,44.26898082,10657,127905934,6421,Pharmacy,RP,Shoppers Drug Mart 1205, , , ,105 Sutherland Drive, , ,Kingston,K7K5V6, ,2.02E+13
-79.8527382,43.3061881,10658,127905935,6425,Pharmacy,RP,Aldershot Village Pharmacy, , , ,18 Plains Road West,Unit 2, ,Burlington,L7T0B3, ,2.02E+13
-75.68729483,45.40139055,10659,127905936,9931,Pharmacy,RP,Whole Health Pharmacy Glebe, , , ,857 Bank Street,Unit A, ,Ottawa,K1S3W2, ,2.02E+13
-81.34166383,48.47576557,10660,127905937,9934,Pharmacy,RP,Shoppers Drug Mart #671, , , ,227 Algonquin Boulevard West, , ,Timmins,P4N2R8, ,2.02E+13
-79.26647767,43.89146273,10661,127905938,9935,Pharmacy,RP,Sunrise Pharmacy, , , ,5970 Sixteenth Avenue,Unit 112, ,Markham,L3P7R1, ,2.02E+13
-79.84093909,43.19598968,10662,127905939,9936,Pharmacy,RP,Upper Ottawa Pharmacy, , , ,1447 Upper Ottawa Street,Unit 2, ,Hamilton,L8W3J6, ,2.02E+13
-92.8365182,49.78130997,10663,127905940,9941,Pharmacy,RP,Ida Dryden Pharmacy, , , ,72 Van Horne Avenue,Unit C, ,Dryden,P8N2B1, ,2.02E+13
-80.74327195,43.98760558,10664,127905941,9942,Pharmacy,RP,Drugstore Pharmacy # 4198, , , ,504 Main Street North, , ,Mount Forest,N0G2L1, ,2.02E+13
-79.90908545,44.73793435,10665,127905942,9943,Pharmacy,RP,Midland Guardian Pharmacy, , , ,9225 County Road 93,Unit 19, ,Midland,L4R4K4, ,2.02E+13
-79.75580266,43.21656269,10666,127905943,9949,Pharmacy,RP,King Elm Pharmacy, , , ,49 King Street East, , ,Hamilton,L8G1J9, ,2.02E+13
-79.36971089,43.77118351,10667,127905944,9951,Pharmacy,RP,Main Drug Mart, , , ,1100 Sheppard Avenue East, , ,Toronto,M2K2W1, ,2.02E+13
-79.68029234,44.34807489,10668,127905945,9952,Pharmacy,RP,Innomar Specialty Pharmacy, , , ,370 Bayview Drive,Unit 204, ,Barrie,L4N7L3, ,2.02E+13
-79.8671446,43.25297249,10669,127905946,9954,Pharmacy,RP,Hd Pharmacy, , , ,77 Hunter Street East,Unit 75, ,Hamilton,L8N1M4, ,2.02E+13
-75.72324724,45.33477344,10670,127905947,9955,Pharmacy,RP,Eshmun Pharmcay, , , ,460 West Hunt Club Road,Unit 101, ,Ottawa,K2E1B2, ,2.02E+13
-79.51107273,43.71947739,10671,127905948,9960,Pharmacy,RP,Shoppers Drug Mart #990, , , ,1597 Wilson Avenue, , ,Toronto,M3L1A5, ,2.02E+13
-80.25868616,43.56795193,10672,127905949,9966,Pharmacy,RP,Speedvale Phar&compounding Cnt, , , ,334 Speedvale Avenue East, , ,Guelph,N1E1N5, ,2.02E+13
-79.53450785,43.84882361,10673,127905950,9968,Pharmacy,RP,Shoppers Drug Mart #913, , , ,2943 Major Mackenzie Drive West, , ,Vaughan,L6A3N9, ,2.02E+13
-80.4446608,43.4494563,10674,127905951,9971,Pharmacy,RP,Drugstore Pharmacy #523, , , ,1005 Ottawa Street North, , ,Kitchener,N2A1H1, ,2.02E+13
-79.76538372,43.76008899,10675,127905952,9972,Pharmacy,RP,B & C Pharmacy Ltd., , , ,Bramalea Road,Unit 1 - 10970, ,Brampton,L6R3X1, ,2.02E+13
-79.79965581,43.60003026,10676,127905953,9973,Pharmacy,RP,Shoppers Drug Mart # 1147, , , ,5602 Tenth Line,Unit 101, ,Halton Hills,L5M5S5, ,2.02E+13
-75.75740855,45.28630433,10677,127905954,9976,Pharmacy,RP,Health Treasure Pharmacy, , , ,10 Green Street,Unit 104, ,Ottawa,K2J3Z6, ,2.02E+13
-80.99734578,46.49326848,10678,127905955,9977,Pharmacy,RP,Shoppers Drug Mart #1195, , , ,86 Elm Street, , ,Greater Sudbury,P3C1T2, ,2.02E+13
-79.61463045,43.58036446,10679,127905956,9979,Pharmacy,RP,Quality Care Pharmacy Shephard, , , ,2580 Shephard Avenue,Unit 33, ,Mississauga,L5A4K3, ,2.02E+13
-77.39100289,44.17658767,10680,127905957,9981,Pharmacy,RP,Quinte West Pharmacy, , , ,144 North Front Street, , ,Belleville,K8P3B6, ,2.02E+13
-82.64988321,46.38653428,10682,127905959,9983,Pharmacy,RP,Shoppers Drug Mart #667, , , ,220 Ontario Avenue, , ,Elliot Lake,P5A1Y5, ,2.02E+13
-74.60911759,45.60973203,10683,127905960,9984,Pharmacy,RP,St-Denis Hawkesbury Pharmacy, , , ,214 Main Street East, , ,Hawkesbury,K6A1A5, ,2.02E+13
-79.41021221,43.85692882,10684,127905961,9985,Pharmacy,RP,Shoppers Drug Mart #878, , , ,9275 Bayview Avenue, , ,Richmond Hill,L4C9X4, ,2.02E+13
-78.85852384,43.93885296,10685,127905962,9986,Pharmacy,RP,Sobeys Pharmacy # 7207, , , ,1377 Wilson Street North, , ,Oshawa,L1K2Z5, ,2.02E+13
-80.68461105,48.75945225,10687,127905964,9989,Pharmacy,RP,R.X Drug Mart, , , ,201 Ambridge Drive, , ,Iroquois Falls,P0K1G0, ,2.02E+13
-79.70742736,43.39874693,10688,127905965,9991,Pharmacy,RP,Shoppers Drug Mart #996, , , ,2297 Lakeshore Road West, , ,Oakville,L6L1H2, ,2.02E+13
-79.44671131,43.66689979,10689,127905966,9993,Pharmacy,RP,Shoppers Drug Mart #1304, , , ,1400 Dupont Street, , ,Toronto,M6H2B2, ,2.02E+13
-79.87926167,47.82267755,10690,127905967,9994,Pharmacy,RP,Rexall Pharmacy, , , ,63 5th Street, , ,Englehart,P0J1H0, ,2.02E+13
-79.74165719,43.58610176,10691,127905968,9995,Pharmacy,RP,Battleford Ida, , , ,6405 Erin Mills Parkway,Unit A01, ,Mississauga,L5N4H4, ,2.02E+13
-79.46444466,46.31065633,10692,127905969,9996,Pharmacy,RP,Harris Guardian Pharmacy, , , ,111 Main Street West, , ,North Bay,P1B2T6, ,2.02E+13
-81.2122026,42.91928127,10693,127905970,9997,Pharmacy,RP,Costco Pharmacy # 508, , , ,4313 Wellington Road South, , ,London,N6E2Z8, ,2.02E+13
-79.76537441,43.68128247,10694,127905971,9998,Pharmacy,RP,Downtown Brampton Pharmacy, , , ,192 Queen Street West, , ,Brampton,L6X1A8, ,2.02E+13
-82.38931957,42.97774232,10695,127905972,10000,Pharmacy,RP,Hogan Pharmacy, , , ,457 London Road, , ,Sarnia,N7T4W9, ,2.02E+13
-83.013735,42.27318587,10696,127905973,10001,Pharmacy,RP,Dougall Pharmacy, , , ,3020 Dougall Avenue,Unit 1, ,Windsor,N9E1S4, ,2.02E+13
-78.95384277,43.87664544,10697,127905974,10003,Pharmacy,RP,Dana Pharmacy, , , ,817 Dundas Street West,Unit B6, ,Whitby,L1N2N6, ,2.02E+13
-78.73583834,44.35503544,10698,127905975,10004,Pharmacy,RP,R.X Drug Mart, , , ,51 Kent Street West, , ,Kawartha Lakes,K9V2X9, ,2.02E+13
-79.45365489,44.59466815,10700,127905977,10006,Pharmacy,RP,Costo Pharmacy # 1265, , , ,625 University Avenue, , ,Orillia,L3V0Y7, ,2.02E+13
-79.63918938,43.76993679,10701,127905978,10007,Pharmacy,RP,Costco Pharamcy # 1261, , , ,55 New Huntington Road, , ,Vaughan,L4H0S8, ,2.02E+13
-77.73573679,44.04209223,10702,127905979,10009,Pharmacy,RP,Brighton Global Health, , , ,12 Elizabeth Street, , ,Brighton,K0K1H0, ,2.02E+13
-80.52450103,43.475588,10703,127905980,10010,Pharmacy,RP,University Pharmacy, , , ,240 King Street North, , ,Waterloo,N2J2Y7, ,2.02E+13
-74.73425989,45.03005743,10704,127905981,10015,Pharmacy,RP,Drugstore Pharmacy # 4195, , , ,31 Ninth Street East, , ,Cornwall,K6H6R3, ,2.02E+13
-77.80085313,44.30810957,10705,127905982,10016,Pharmacy,RP,Rx Drug Mart, , , ,16 Grand Road, , ,Campbellford,K0L1L0, ,2.02E+13
-79.80157399,43.32923481,10706,127905983,10017,Pharmacy,RP,Brant Plaza Pharmasave, , , ,561 Brant Street, , ,Burlington,L7R2G6, ,2.02E+13
-79.42471811,43.81426061,10707,127905984,10019,Pharmacy,RP,Young and John Medical Pharm, , , ,7670 Yonge Street,Unit 3, ,Vaughan,L4J1W1, ,2.02E+13
-79.58466206,43.75083919,10709,127905986,10021,Pharmacy,RP,Kipling Medical Pharmacy, , , ,2687 Kipling Avenue,Unit 9, ,Toronto,M9V5G6, ,2.02E+13
-76.45580769,44.25894162,10710,127905987,10025,Pharmacy,RP,Bryan's Pharmacy, , , ,235 Gore Road,Rideau Town Centre, ,Kingston,K7L5H6, ,2.02E+13
-79.4109593,43.7602644,10711,127905988,10026,Pharmacy,RP,Emerald Pharmacy, , , ,4750 Yonge Street,Unit 129, ,Toronto,M2N0J6, ,2.02E+13
-80.09513238,44.41810358,10712,127905989,10027,Pharmacy,RP,Rx Drug Mart, , , ,7377 Highway 26, , ,Stayner,L0M1S0, ,2.02E+13
-79.4403251,43.64969598,10713,127905990,10028,Pharmacy,RP,Drug Store Pharmacy #4222, , , ,222 Lansdowne Avenue, , ,Toronto,M6K3C6, ,2.02E+13
-79.82139763,43.73045658,10714,127905991,10030,Pharmacy,RP,Brinkley Pharmacy, , , ,11670 Hurontario,Unit 3, ,Brampton,L7A1R2, ,2.02E+13
-81.31573372,43.88151823,10715,127905992,10031,Pharmacy,RP,Rx Drug Mart #5004, , , ,55 Josephine Street, , ,Wingham,N0G2W0, ,2.02E+13
-80.81842259,44.17724521,10716,127905993,10034,Pharmacy,RP,Rx Drug Mart #5003, , , ,207 Garafraxa Street,Unit 203, ,Durham,N0G1R0, ,2.02E+13
-80.02856075,45.33131794,10717,127905994,10035,Pharmacy,RP,Medixtracts Compounding Pharma, , , ,58 Emily Street, , ,Parry Sound,P2A2P5, ,2.02E+13
-78.72531482,44.21336271,10718,127905995,10036,Pharmacy,RP,Janetville Pharmacy, , , ,675 Janetville Road, , ,Kawartha Lakes,L0B1K0, ,2.02E+13
-87.10094155,48.78318796,10720,127905997,10038,Pharmacy,RP,Stewart Guardian Pharmacy, , , ,31 Simcoe Plaza, , ,Terrace Bay,P0T2W0, ,2.02E+13
-79.60409776,43.7760222,10722,127905999,10042,Pharmacy,RP,Pro Pharmacy, , , ,25 Woodstream Boulevard,Unit 6, ,Vaughan,L4L7Y8, ,2.02E+13
-79.67782668,43.67366328,10723,127906000,10043,Pharmacy,RP,Dixie Medical Pharmacy, , , ,1332 Khalsa Drive,Unit 1, ,Mississauga,L5S0A2, ,2.02E+13
-80.29858927,43.53911002,10724,127906001,10049,Pharmacy,RP,Chiron Compounding Pharamcy, , , ,503 Imperial Road North, , ,Guelph,N1H6T9, ,2.02E+13
-81.08887466,42.88265507,10725,127906002,10051,Pharmacy,RP,Belmont Pharmacy, , , ,14091 Belmont Road, , ,Belmont,N0L1B0, ,2.02E+13
-80.52645923,43.4791059,10726,127906003,10053,Pharmacy,RP,Cure Plus Pharmacy, , , ,318 Spruce Street,Unit 105, ,Waterloo,N2L3M7, ,2.02E+13
-79.39785339,43.65324538,10727,127906004,10057,Pharmacy,RP,Rexall #8191, , , ,285 Spadina Avenue, , ,Toronto,M5T2E6, ,2.02E+13
-75.70940293,45.27304233,10728,127906005,10062,Pharmacy,RP,Rexall #8192, , , ,350 Cresthaven Drive, , ,Ottawa,K2G4S4, ,2.02E+13
-91.91600608,50.09833848,10729,127906006,10064,Pharmacy,RP,Rx Drug Mart #5007, , , ,14 Fourth Avenue, , ,Sioux Lookout,P8T1C5, ,2.02E+13
-79.50505793,43.68950489,10730,127906007,10069,Pharmacy,RP,West Park Pharmacy, , , ,Buttonwood Avenue,R1-32-82, ,Toronto,M6M2J5, ,2.02E+13
-78.23761048,45.49291735,10732,127906009,10072,Pharmacy,RP,Whitney Pharmacy, , , ,29542 Highway 60, , ,Whitney,K0J2M0, ,2.02E+13
-79.70808486,44.4130869,10733,127906010,10073,Pharmacy,RP,Shoppers Drug Mart #1173, , , ,509 Bayfield Street,Unit C-2, ,Barrie,L4M4Z8, ,2.02E+13
-79.67778566,43.45772744,10734,127906011,10079,Pharmacy,RP,Shoppers Drug Mart #706, , , ,351 Cornwall Road, , ,Oakville,L6J7Z5, ,2.02E+13
-79.62696255,43.57197346,10735,127906012,10080,Pharmacy,RP,Shoppers Drug Mart #735, , , ,3029 Clayhill Road, , ,Mississauga,L5B4L2, ,2.02E+13
-79.39293551,43.90009373,10737,127906014,10082,Pharmacy,RP,Elgin Mills Crossing Pharmacy, , , ,10 John Birchall Road,Unit 3, ,Richmond Hill,L4S0B2, ,2.02E+13
-82.58704275,42.05873475,10738,127906015,10084,Pharmacy,RP,Drugstore Pharmacy #566, , , ,201 Talbot Street East, , ,Leamington,N8H3X5, ,2.02E+13
-79.50722912,43.64850698,10739,127906016,10085,Pharmacy,RP,Canadian Compounding Pharmacy, , , ,2920 Bloor Street West, , ,Toronto,M8X1B6, ,2.02E+13
-75.24921338,45.32629006,10741,127906018,10091,Pharmacy,RP,Pharmacie Limoges Guardian Ph, , , ,601 Limoges Road,Unit 1, ,Limoges,K0A2M0, ,2.02E+13
-79.46743001,43.69212149,10742,127906019,10094,Pharmacy,RP,Westside Pharmacy, , , ,2404 Eglinton Avenue West,Unit D3, ,Toronto,M6M1S6, ,2.02E+13
-75.62476441,45.34786975,10743,127906020,10095,Pharmacy,RP,South Ottawa Pharmacy, , , ,Queensdale Avenue,3qa-1650, ,Ottawa,K1T1N8, ,2.02E+13
-79.62209295,43.57483466,10744,127906021,10096,Pharmacy,RP,Whole Health Pharmacy, , , ,250 Dundas Street,Unit 106, ,Mississauga,L5B1J2, ,2.02E+13
-79.26511237,43.90088523,10745,127906022,10098,Pharmacy,RP,Markham Clinic Pharmacy, , , ,50 Buroak Avenue,Unit 10C, ,Markham,L6C0A2, ,2.02E+13
-79.37485938,43.65171269,10746,127906023,10099,Pharmacy,RP,Wellth Pharmacy & Clinic, , , ,85 Church Street, , ,Toronto,M5C2G2, ,2.02E+13
-79.65356326,43.57840836,10747,127906024,10100,Pharmacy,RP,Jennas Pharmacy, , , ,769 Burnhamthorpe Road West,Unit 2, ,Mississauga,L5C2R9, ,2.02E+13
-79.4110374,43.70428599,10748,127906025,10101,Pharmacy,RP,Northern Rx Medical Pharmacy, , , ,418 Eglinton Avenue West,Unit 201, ,Toronto,M5N1A2, ,2.02E+13
-81.60688839,42.60401869,10749,127906026,10102,Pharmacy,RP,West Elgin Pharmacy, , , ,229 Graham Road, , ,West Lorne,N0L2P0, ,2.02E+13
-80.4497751,43.41951219,10750,127906027,10103,Pharmacy,RP,Food Basics Pharmacy #597, , , ,655 Fairway Road South, , ,Kitchener,N2C1X4, ,2.02E+13
-78.87786465,43.93366356,10751,127906028,10104,Pharmacy,RP,Taunton Pharmacy, , , ,30 Taunton Road East, , ,Oshawa,L1G3T7, ,2.02E+13
-79.67179967,43.59087096,10753,127906030,10106,Pharmacy,RP,Century City Pharmacy, , , ,5025 Heatherleigh Avenue,Unit 6, ,Mississauga,L5V2Y7, ,2.02E+13
-79.39489529,43.65870859,10754,127906031,10107,Pharmacy,RP,Ut Pharmacy and Print, , , ,193 College Street, , ,Toronto,M5T1P9, ,2.02E+13
-79.29319398,43.89270423,10755,127906032,10108,Pharmacy,RP,Sobeys Pharmacy #7208, , , ,9580 Mccowan Road, , ,Markham,L3P3J3, ,2.02E+13
-74.49957952,45.14025196,10831,127906111,2088,Pharmacy,RP,Lancaster Pharmacy, , , ,213 Military Road, , ,Lancaster,K0C1N0, ,2.02E+13
-74.73525699,45.02976603,10833,127906113,2090,Pharmacy,RP,Jean Coutu Pharmacy #64, , , ,5 9th Street East, , ,Cornwall,K6H6R3, ,2.02E+13
-79.55419754,43.61839587,10834,127906114,2098,Pharmacy,RP,Wal-Mart Pharmacy, , , ,165 North Queen Street, , ,Toronto,M9C1A7, ,2.02E+13
