,name,street,city,postal,X,Y,province,date,link
3646,RICHMOND SQUARE PHARMACY,142-3715 51 ST SW,CALGARY,,51.0212623,-114.1625934,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3647,RIDEAU PHARMACY,1711 4 ST SW,CALGARY,,51.0372431,-114.0719354,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3648,RIMBEY PHARMASAVE #375,4934 50 AVE,RIMBEY,,52.6398449,-114.2368831,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3649,RIMBEY VALUE DRUG MART,4917 50 AVE,RIMBEY,,52.6394873,-114.2369095,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3650,RITA'S APOTHECARY & HOME HEALTHCARE,5036A 50 ST,BARRHEAD,,54.1202129,-114.4043333,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3651,RITCHIE PHARMACY,9614 76 AVE NW,EDMONTON,,53.512608,-113.4773671,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3652,RITE CHOICE PHARMACY LTD.,3-4273 23 AVE NW,EDMONTON,,53.4548135,-113.4084588,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3653,RIVERSIDE REMEDY'S RX DISPENSARY,10-630 1 AVE NE,CALGARY,,51.0535244,-114.0498296,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3654,RIVERSIDE RXELLENCE,180 RIVERSIDE DR E,DRUMHELLER,,51.4659942,-112.7052253,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3655,RIVERSIDE VALUE DRUG MART,167 CENTRE ST,DRUMHELLER,,51.4658373,-112.7081155,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3656,RIVERVIEW SERVICES PHARMACY,135-3210 118 AVE NW,EDMONTON,,53.5714822,-113.3905525,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3657,ROCKY IDA PHARMACY,5033B 50 ST,ROCKY MOUNTAIN HOUSE,,52.3756297,-114.9190748,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3658,ROCKY RIDGE CO-OP PHARMACY #20,1000-11595 ROCKYVALLEY DR NW,CALGARY,,51.147684,-114.2552146,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3659,ROCKYVIEW PHARMACY,1106 RAILWAY ST,CROSSFIELD,,51.4269762,-114.0287889,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3660,ROD'S PHARMACY,5520B 50 AVE,WETASKIWIN,,52.971094,-113.3883811,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3661,ROOTS & BERRIES PHARMACY,HEALTH CENTRE,MASKWACIS,,52.8343573,-113.4487253,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3662,ROSEWOOD PHARMACY,120-201 FESTIVAL WAY,SHERWOOD PARK,,53.5270317,-113.2969307,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3663,ROSS ST IDA PHARMACY,4814A 50 ST,RED DEER,,52.2691592,-113.8099841,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3664,ROYAL CARE CLINIC PHARMACY,635 SHAWCLIFFE GATE SW,CALGARY,,50.9111983,-114.074792,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3665,ROYAL CARE COMPOUNDING PHARMACY,5119 50 ST,MUNDARE,,53.5936639,-112.3389519,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3666,ROYAL CARE DOUGLASDALE PHARMACY,6-20 DOUGLAS WOODS DR SE,CALGARY,,50.9432217,-114.0018911,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3667,ROYAL OAK PHARMACY,228-500 ROYAL OAK DR NW,CALGARY,,51.1394101,-114.2332545,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3668,ROYAL OAKS PHARMASAVE,101-11745 105 ST,GRANDE PRAIRIE,,55.1870915,-118.8082423,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3669,ROYAL PHARMACY,9711 108 AVE NW,EDMONTON,,53.5534947,-113.4908499,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3670,RUNDLE PHARMACY,11-3735 RUNDLEHORN DR NE,CALGARY,,51.071087,-113.980657,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3671,RUTHERFORD PHARMACY,11460 17 AVE SW,EDMONTON,,53.4151141,-113.5243032,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3672,RX DRUG MART #2014,5028 50 ST,BARRHEAD,,54.11985,-114.4048078,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3673,RX DRUG MART #2015,5109 49 ST,HIGH PRAIRIE,,55.4316225,-116.4913939,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3674,RX DRUG MART #2016,4923 50 ST,ATHABASCA,,54.7209718,-113.2862853,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3675,RX DRUG MART #2017,12749 20 AVE,BLAIRMORE,,49.6083943,-114.4401155,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3676,RX DRUG MART #2019,602 PATRICIA ST,JASPER,,52.875751,-118.081886,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3677,RX DRUG MART #2020,220 24 ST,FORT MACLEOD,,49.725294,-113.4080864,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3678,RX DRUG MART #2021,5004 53 AVE,HIGH PRAIRIE,,55.4334255,-116.4958563,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3679,RX DRUG MART #2022,4911 50 ST,CAMROSE,,53.020926,-112.824653,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3680,RX DRUG MART #2023,1-6601 48 AVE,CAMROSE,,53.0158515,-112.8560146,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3681,RX HEALTHMED CITY CENTRE PHARMACY,10125 157 ST NW,EDMONTON,,53.542248,-113.5915089,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3682,SAFEWAY PHARMACY #8801,139-3292 DUNMORE RD SE,MEDICINE HAT,,50.0039649,-110.6472393,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3683,SAFEWAY PHARMACY #8803,399 36 ST NE,CALGARY,,51.0542467,-113.9848652,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3684,SAFEWAY PHARMACY #8809,1200 37 ST SW,CALGARY,,51.0422583,-114.1403001,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3685,SAFEWAY PHARMACY #8812,813 11 AVE SW,CALGARY,,51.042329,-114.0800055,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3686,SAFEWAY PHARMACY #8816,32 AVE & SHAGANNAPI TR NW,CALGARY,,51.0814131,-114.1522903,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3687,SAFEWAY PHARMACY #8823,1818 CENTRE ST NE,CALGARY,,51.06854,-114.0622885,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3688,SAFEWAY PHARMACY #8824,410 10 ST NW,CALGARY,,51.0561028,-114.0850784,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3689,SAFEWAY PHARMACY #8826,7740 18 ST SE,CALGARY,,50.9838948,-114.0141747,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3690,SAFEWAY PHARMACY #8827,2525 WOODVIEW DR SW,CALGARY,,50.9402385,-114.1198679,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3691,SAFEWAY PHARMACY #8830,TOWER LANE MALL,AIRDRIE,,51.2887693,-114.0143195,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3692,SAFEWAY PHARMACY #8831,55 CASTLERIDGE BLVD NE,CALGARY,,51.0989321,-113.962374,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3693,SAFEWAY PHARMACY #8833,99 CROWFOOT CRES NW,CALGARY,,51.125242,-114.2006063,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3694,SAFEWAY PHARMACY #8842,1600 90 AVE SW,CALGARY,,50.9733867,-114.0975211,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3695,SAFEWAY PHARMACY #8844,100-5005 DALHOUSIE DR NW,CALGARY,,51.105406,-114.1616689,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3696,SAFEWAY PHARMACY #8849,8120 BEDDINGTON BLVD NW,CALGARY,,51.1272654,-114.0736186,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3697,SAFEWAY PHARMACY #8854,2750 FAIRWAY PLAZA RD S,LETHBRIDGE,,49.6663243,-112.7952586,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3698,SAFEWAY PHARMACY #8855,MEADOWLARK MALL,EDMONTON,,53.5206855,-113.5933513,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3699,SAFEWAY PHARMACY #8857,6112 50 ST,LEDUC,,53.2738025,-113.5489584,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3700,SAFEWAY PHARMACY #8858,576 RIVERBEND SQ NW,EDMONTON,,53.4683376,-113.588488,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3701,SAFEWAY PHARMACY #8859,300-2 HEBERT RD,ST ALBERT,,53.622473,-113.606556,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3702,SAFEWAY PHARMACY #8863,395 ST. ALBERT RD,ST ALBERT,,53.6451245,-113.6255977,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3703,SAFEWAY PHARMACY #8866,8118 118 AVE NW,EDMONTON,,53.5714157,-113.4666004,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3704,SAFEWAY PHARMACY #8871,9925 114 AVE,GRANDE PRAIRIE,,55.1835525,-118.7929614,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3705,SAFEWAY PHARMACY #8874,985 FIR ST,SHERWOOD PARK,,53.5134297,-113.3243891,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3706,SAFEWAY PHARMACY #8877,4408 50 AVE,RED DEER,,52.2632002,-113.8130888,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3707,SAFEWAY PHARMACY #8879,500 MANNING CROSS NW,EDMONTON,,53.60105,-113.4233792,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3708,SAFEWAY PHARMACY #8880,9710 170 ST NW,EDMONTON,,53.5341294,-113.6181615,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3709,SAFEWAY PHARMACY #8883,200 CORNERSTONE,CAMROSE,,53.017976,-112.873115,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3710,SAFEWAY PHARMACY #8885,4202 SOUTH PARK DR,STONY PLAIN,,53.5403901,-113.9800501,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3711,SAFEWAY PHARMACY #8888,8060 100 ST,GRANDE PRAIRIE,,55.1548862,-118.7992207,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3712,SAFEWAY PHARMACY #8891,WESTMOUNT SHOPPING CENTRE,EDMONTON,,53.5610552,-113.5530031,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3713,SAFEWAY PHARMACY #8892,200-9499 137 AVE NW,EDMONTON,,53.5983349,-113.490486,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3714,SAFEWAY PHARMACY #8894,9450 86 AVE,FORT SASKATCHEWAN,,53.6938457,-113.2121847,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3715,SAFEWAY PHARMACY #8895,10930 82 AVE NW,EDMONTON,,53.5187803,-113.5136245,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3716,SAFEWAY PHARMACY #8896,550 CASSILS RD W,BROOKS,,50.5726931,-111.9030956,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3717,SAFEWAY PHARMACY #8897,94 MCLEOD AVE,SPRUCE GROVE,,53.5419842,-113.9125312,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3718,SAFEWAY PHARMACY #8899,3901 56 ST,WETASKIWIN,,52.9585416,-113.3883764,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3719,SAFEWAY PHARMACY #8900,2534 GUARDIAN RD NW,EDMONTON,,53.5104495,-113.6744003,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3720,SAFEWAY PHARMACY #8904,SOUTHGATE SHOPPING CENTRE,EDMONTON,,53.4856393,-113.5136882,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3721,SAFEWAY PHARMACY #8905,15007 STONY PLAIN RD NW,EDMONTON,,53.5398122,-113.5808664,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3722,SAFEWAY PHARMACY #8906,5110 WINDERMERE BLVD NW,EDMONTON,,53.4350277,-113.5998833,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3723,SAFEWAY PHARMACY #8907,9601 FRANKLIN AVE,FORT MCMURRAY,,56.7230161,-111.3746746,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3724,SAFEWAY PHARMACY #8909,850 SADDLETOWNE CIR NE,CALGARY,,51.1236384,-113.9454516,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3725,SAFEWAY PHARMACY #8912,2425 34 AVE SW,CALGARY,,51.0227234,-114.1166457,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3726,SAFEWAY PHARMACY #8913,1846-1632 14 AVE NW,CALGARY,,51.0656788,-114.1030334,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3727,SAFEWAY PHARMACY #8914,304 5 AVE W,COCHRANE,,51.185429,-114.4759272,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3728,SAFEWAY PHARMACY #8915,615 DIVISION AVE SE,MEDICINE HAT,,50.0328524,-110.685758,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3729,SAFEWAY PHARMACY #8916,5048 16 AVE NW,CALGARY,,51.074898,-114.1661473,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3730,SAFEWAY PHARMACY #8917,610 BIG ROCK LANE,OKOTOKS,,50.7169203,-113.9798038,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3731,SAFEWAY PHARMACY #8918,5607 4 ST NW,CALGARY,,51.1017356,-114.0727318,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3732,SAFEWAY PHARMACY #8919,1200 RAILWAY AVE,CANMORE,,51.0935512,-115.3562512,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3733,SAFEWAY PHARMACY #8920,1-550 UNIVERSITY DR,LETHBRIDGE,,49.6918232,-112.8933841,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3734,SAFEWAY PHARMACY #8922,161-5211 44 ST,LLOYDMINSTER,,53.276755,-110.0126179,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3735,SAFEWAY PHARMACY #8924,110-2020 SHERWOOD DR,SHERWOOD PARK,,53.5290179,-113.2937266,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3736,SAFEWAY PHARMACY #8928,146-3210 118 AVE NW,EDMONTON,,53.5715282,-113.3905698,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3737,SAFEWAY PHARMACY #8989,100-4915 130 AVE SE,CALGARY,,50.930311,-113.9635709,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3738,SAFEWAY PHARMACY #8990,3737 37 ST SW,CALGARY,,51.0207701,-114.1421509,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3739,SAFEWAY PHARMACY #8991,100-135STN WAY,CHESTERMERE,,51.051155,-113.826044,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3740,SAGE MEADOWS PHARMACY,240-2971 136 AVE NW,CALGARY,,51.1752334,-114.1318943,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3741,SAGE PLUS CLINICAL PHARMACY,860 13 ST SE,CALGARY,,51.0403215,-114.0311774,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3742,SALVUS RXELLENCE PROFESSIONAL DISPENSARY,44-143 LIBERTON DR,ST ALBERT,,53.652271,-113.630366,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3743,SAMS DRUG MART,102-4620 48 ST,STONY PLAIN,,53.532964,-114.002934,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3744,SAM'S PHARMACY,5012 50 ST,STONY PLAIN,,53.528956,-114.007623,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3745,SANDSTONE PHARMACIES AIRDRIE,25-1301 8 ST SW,AIRDRIE,,51.2725396,-114.025604,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3746,SANDSTONE PHARMACIES BLACK DIAMOND,127 CENTRE AVE W,BLACK DIAMOND,,50.6882205,-114.2342076,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3747,SANDSTONE PHARMACIES BLACKFALDS,2-5013 PARKWOOD RD,BLACKFALDS,,52.3802215,-113.7886575,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3748,SANDSTONE PHARMACIES CARRY DRIVE,139-116 CARRY DR SE,MEDICINE HAT,,50.0082183,-110.642398,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3749,SANDSTONE PHARMACIES CITY CENTRE,200-400 5 AVE SW,CALGARY,,51.0487795,-114.0706351,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3750,SANDSTONE PHARMACIES CRESCENT HEIGHTS,25 8 ST NW,MEDICINE HAT,,50.0495061,-110.6878687,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3751,SANDSTONE PHARMACIES ENHANCED CARE SOLUTIONS,105/107-4405 9 ST SE,CALGARY,,51.014302,-114.0414061,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3752,SANDSTONE PHARMACIES FIFTH AVENUE,222-425 1 ST SW,CALGARY,,51.0492537,-114.06573,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3753,SANDSTONE PHARMACIES GLENMORE LANDING,167D-1600 90 AVE SW,CALGARY,,50.9733867,-114.0975211,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3754,SANDSTONE PHARMACIES HENDAY CENTRE,127 HENDAY CENTRE,INNISFAIL,,52.029372,-113.946087,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3755,SANDSTONE PHARMACIES INNISFAIL,4620A 50 AVE,INNISFAIL,,52.0244623,-113.9498289,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
3756,SANDSTONE PHARMACIES LANGDON,201-97 CENTRE ST SW,LANGDON,,50.9674772,-113.6816134,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
