name,street,city,province,postal,Public Health Unit,X,Y,date
Shoppers Drug Mart,441 Clark Avenue West,Thornhill,Ontario,L4J 6W8,York Region Public Health Services,43.804427,-79.4385667,2024-03-12
Shoppers Drug Mart,298 John Street,Thornhill,Ontario,L3T 6M8,York Region Public Health Services,43.8198026,-79.3982022,2024-03-13
Shoppers Drug Mart,8000 Bathurst Street,Thornhill,Ontario,L4J 0B8,York Region Public Health Services,43.8158977,-79.4520688,2024-03-14
Shoppers Drug Mart,901 Red River Road,Thunder Bay,Ontario,P7B 1K3,Thunder Bay,48.4468575,-89.2501186,2024-03-15
Shoppers Drug Mart,200 Broadway,Tillsonburg,Ontario,N4G 5A7,Southwestern Public Health,42.8620568,-80.7280248,2024-03-16
Shoppers Drug Mart,"681 Algonquin Boulevard East, Unit 5",Timmins,Ontario,P4N 8S6,Porcupine Health Unit,48.475925,-81.3157104,2024-03-17
Shoppers Drug Mart,1533 Jane Street,Toronto,Ontario,M9N 2R2,Toronto Public Health,43.6971001,-79.5014085,2024-03-18
Shoppers Drug Mart,1515 Steeles Avenue East,Toronto,Ontario,M2M 3Y7,Toronto Public Health,43.8046408,-79.3846555,2024-03-19
Shoppers Drug Mart,4865 Leslie Street,Toronto,Ontario,M2J 2K8,Toronto Public Health,43.7792498,-79.3645956,2024-03-20
Shoppers Drug Mart,70 Eglinton Square Boulevard,Toronto,Ontario,M1L 2K1,Toronto Public Health,43.723647,-79.30042,2024-03-21
Shoppers Drug Mart,1473 Queen Street West,Toronto,Ontario,M6R 1A1,Toronto Public Health,43.639897,-79.4390485,2024-03-22
Shoppers Drug Mart,"1033 Queen Street West, Unit A",Toronto,Ontario,M6J 0A6,Toronto Public Health,43.6438493,-79.419533,2024-03-23
Shoppers Drug Mart,18 Jarvis Street,Toronto,Ontario,M5E 1N1,Toronto Public Health,43.6507187,-79.372168,2024-03-24
Shoppers Drug Mart,333 Bay Street,Toronto,Ontario,M5H 2R2,Toronto Public Health,43.6503406,-79.3805207,2024-03-25
Shoppers Drug Mart,"235 Danforth Avenue, Unit 101",Toronto,Ontario,M4K 1N2,Toronto Public Health,43.6767537,-79.3553553,2024-03-26
Shoppers Drug Mart,260 Queen Street West,Toronto,Ontario,M5V 1Z8,Toronto Public Health,43.6498673,-79.3918351,2024-03-27
Shoppers Drug Mart,465 Yonge Street,Toronto,Ontario,M4Y 1X4,Toronto Public Health,43.6618227,-79.3830287,2024-03-28
Shoppers Drug Mart,181 Bay Street,Toronto,Ontario,M5J 2T3,Toronto Public Health,43.6469771,-79.379275,2024-03-29
Shoppers Drug Mart,55 Bloor Street West,Toronto,Ontario,M4W 1A5,Toronto Public Health,43.6695878,-79.3886243,2024-03-30
Shoppers Drug Mart,812 O'Connor Drive,Toronto,Ontario,M4B 2S9,Toronto Public Health,43.7058539,-79.3128279,2024-03-31
Shoppers Drug Mart,524 Queen Street West,Toronto,Ontario,M5V 2B5,Toronto Public Health,43.647818,-79.4023038,2024-04-01
Shoppers Drug Mart,2494 Danforth Avenue,Toronto,Ontario,M4C 1K9,Toronto Public Health,43.6882324,-79.3035346,2024-04-02
Shoppers Drug Mart,1840 Eglinton Avenue West,Toronto,Ontario,M6E 2J4,Toronto Public Health,43.6958261,-79.4509313,2024-04-03
Shoppers Drug Mart,2343 Eglinton Avenue West,Toronto,Ontario,M6E 2L6,Toronto Public Health,43.6926252,-79.4627417,2024-04-04
Shoppers Drug Mart,200 Bay Street,Toronto,Ontario,M5J 2J3,Toronto Public Health,43.6465177,-79.3800808,2024-04-05
Shoppers Drug Mart,4700 Keele Street,Toronto,Ontario,M3J 1P3,Toronto Public Health,43.7742707,-79.4931323,2024-04-06
Shoppers Drug Mart,"1860 Bayview Avenue, Unit 101",Toronto,Ontario,M4G 0C3,Toronto Public Health,43.7140566,-79.3778586,2024-04-07
Shoppers Drug Mart,3401 Dufferin Street,Toronto,Ontario,M6A 2T9,Toronto Public Health,43.7251083,-79.4528087,2024-04-08
Shoppers Drug Mart,2440 Dundas Street West,Toronto,Ontario,M6P 1W9,Toronto Public Health,43.6592201,-79.4530285,2024-04-09
Shoppers Drug Mart,45 Overlea Boulevard,Toronto,Ontario,M4H 1C3,Toronto Public Health,43.7057953,-79.3460276,2024-04-10
Shoppers Drug Mart,761 King Street West,Toronto,Ontario,M5V 1N4,Toronto Public Health,43.6431005,-79.4058916,2024-04-11
Shoppers Drug Mart,725 College Street,Toronto,Ontario,M6G 1C5,Toronto Public Health,43.654263,-79.4189143,2024-04-12
Shoppers Drug Mart,2528 Bayview Avenue,Toronto,Ontario,M2L 1A9,Toronto Public Health,43.7470647,-79.3849562,2024-04-13
Shoppers Drug Mart,2047 Avenue Road,Toronto,Ontario,M5M 4A7,Toronto Public Health,43.7362764,-79.4197057,2024-04-14
Shoppers Drug Mart,3366 Yonge Street,Toronto,Ontario,M4N 2M7,Toronto Public Health,43.7323488,-79.4045109,2024-04-15
Shoppers Drug Mart,69 Yonge Street,Toronto,Ontario,M5E 1K3,Toronto Public Health,43.649001,-79.3776402,2024-04-16
Shoppers Drug Mart,"565 Sherbourne Street, Unit 40",Toronto,Ontario,M4X 1W7,Toronto Public Health,43.6701586,-79.3756379,2024-04-17
Shoppers Drug Mart,20 Bloor Street East,Toronto,Ontario,M4W 3G7,Toronto Public Health,43.6709974,-79.3849884,2024-04-18
Shoppers Drug Mart,1859 Leslie Street,Toronto,Ontario,M3B 2M1,Toronto Public Health,43.754517,-79.359184,2024-04-19
Shoppers Drug Mart,236 Bloor Street West,Toronto,Ontario,M5S 1T8,Toronto Public Health,43.6683598,-79.3967611,2024-04-20
Shoppers Drug Mart,958 Bloor Street West,Toronto,Ontario,M6H 1L6,Toronto Public Health,43.6616319,-79.428763,2024-04-21
Shoppers Drug Mart,620 Keele Street,Toronto,Ontario,M6N 3E2,Toronto Public Health,43.6717349,-79.4676787,2024-04-22
Shoppers Drug Mart,292 Dupont Street,Toronto,Ontario,M5R 1V9,Toronto Public Health,43.6749503,-79.4080207,2024-04-23
Shoppers Drug Mart,1015 Lakeshore Boulevard East,Toronto,Ontario,M4M 1B4,Toronto Public Health,43.6582347,-79.3287763,2024-04-24
Shoppers Drug Mart,2000 Queen Street East,Toronto,Ontario,M4L 1J2,Toronto Public Health,43.6701805,-79.3002078,2024-04-25
Shoppers Drug Mart,1507 Yonge Street,Toronto,Ontario,M4T 1Z2,Toronto Public Health,43.6893843,-79.3941999,2024-04-26
Shoppers Drug Mart,759 Mount Pleasant Road,Toronto,Ontario,M4S 2N4,Toronto Public Health,43.7077315,-79.3895818,2024-04-27
Shoppers Drug Mart,755 Danforth Avenue,Toronto,Ontario,M4J 1L2,Toronto Public Health,43.6791604,-79.3422515,2024-04-28
Shoppers Drug Mart,180 Danforth Avenue,Toronto,Ontario,M4K 1N1,Toronto Public Health,43.6768251,-79.3570281,2024-04-29
Shoppers Drug Mart,"66 Wellington Street West, Unit 10",Toronto,Ontario,M5K 1A1,Toronto Public Health,43.6476696,-79.3810141,2024-04-30
Shoppers Drug Mart,1500 Woodbine Avenue,Toronto,Ontario,M4C 4G9,Toronto Public Health,43.6992126,-79.3193571,2024-05-01
Shoppers Drug Mart,523 St. Clair Avenue West,Toronto,Ontario,M6C 1A1,Toronto Public Health,43.6827442,-79.4191262,2024-05-02
Shoppers Drug Mart,2223 Bloor Street West,Toronto,Ontario,M6S 1N7,Toronto Public Health,43.6506064,-79.4764527,2024-05-03
Shoppers Drug Mart,1500 Avenue Road,Toronto,Ontario,M5M 3X2,Toronto Public Health,43.722525,-79.4161207,2024-05-04
Shoppers Drug Mart,1084 Wilson Avenue,Toronto,Ontario,M3K 1G6,Toronto Public Health,43.7282615,-79.4808439,2024-05-05
Shoppers Drug Mart,2345 Yonge Street,Toronto,Ontario,M4P 1E4,Toronto Public Health,43.7089492,-79.3978503,2024-05-06
Shoppers Drug Mart,970 Queen Street East,Toronto,Ontario,M4M 1J8,Toronto Public Health,43.6612056,-79.3406589,2024-05-07
Shoppers Drug Mart,279 Yonge Street,Toronto,Ontario,M5B 1N8,Toronto Public Health,43.6556497,-79.380301,2024-05-08
Shoppers Drug Mart,388 King Street West,Toronto,Ontario,M5V 1K2,Toronto Public Health,43.6462412,-79.3926619,2024-05-09
Shoppers Drug Mart,"390 Queen's Quay West, Unit 110",Toronto,Ontario,M5V 3A6,Toronto Public Health,43.638124,-79.390814,2024-05-10
Shoppers Drug Mart,1090 King Street West,Toronto,Ontario,M6K 0C7,Toronto Public Health,43.6401606,-79.422434,2024-05-11
Shoppers Drug Mart,360A Bloor Street West,Toronto,Ontario,M5S 1X1,Toronto Public Health,43.6665441,-79.4050565,2024-05-12
Shoppers Drug Mart,1400 Dupont Street,Toronto,Ontario,M6H 2B2,Toronto Public Health,43.6667712,-79.4473799,2024-05-13
Shoppers Drug Mart,3446 Dundas Street West,Toronto,Ontario,M6S 2S1,Toronto Public Health,43.6661678,-79.4867346,2024-05-14
Shoppers Drug Mart,1027 Yonge Street,Toronto,Ontario,M4W 2K9,Toronto Public Health,43.6776412,-79.3894544,2024-05-15
Shoppers Drug Mart,1630 Danforth Avenue,Toronto,Ontario,M4C 1H6,Toronto Public Health,43.683901,-79.3221898,2024-05-16
Shoppers Drug Mart,83 Dundas Street West,Trenton,Ontario,K8V 3P4,Hastings and Prince Edward Counties Health Unit,44.1004585,-77.5767181,2024-05-17
Shoppers Drug Mart,4630 Highway 7,Unionville,Ontario,L3R 1M5,York Region Public Health Services,43.8630533,-79.3046939,2024-05-18
Shoppers Drug Mart,232 Toronto Street South,Uxbridge,Ontario,L9P 0C4,York Region Public Health Services,44.0966515,-79.1293634,2024-05-19
Shoppers Drug Mart,"1 Bass Pro Mills Drive, Unit 341",Vaughan,Ontario,L4K 5W4,York Region Public Health Services,43.8262506,-79.5344382,2024-05-20
Shoppers Drug Mart,3737 Major MacKenzie Drive,Vaughan,Ontario,L4H 0A2,York Region Public Health Services,43.8447407,-79.5590708,2024-05-21
Shoppers Drug Mart,9306 Bathurst Street,Vaughan,Ontario,L6A 4N9,York Region Public Health Services,43.8477124,-79.4613989,2024-05-22
Shoppers Drug Mart,9200 Dufferin Street,Vaughan,Ontario,L4K 0C6,York Region Public Health Services,43.8419304,-79.4834832,2024-05-23
Shoppers Drug Mart,"1900 Mosley Street, Unit 4",Wasaga Beach,Ontario,L9Z 1Z3,Simcoe Muskoka District Health Unit,44.4751945,-80.07473,2024-05-24
Shoppers Drug Mart,25 Hamilton Street North,Waterdown,Ontario,L0R 2H6,Hamilton Public Health Services,43.3317334,-79.8974921,2024-05-25
Shoppers Drug Mart,190 Northfield Drive West,Waterloo,Ontario,N2L 0C7,"Region of Waterloo, Public Health",43.4966719,-80.5482723,2024-05-26
Shoppers Drug Mart,"75 King Street South, Suite 42-43",Waterloo,Ontario,N2J 1P2,"Region of Waterloo, Public Health",43.4636306,-80.5234326,2024-05-27
Shoppers Drug Mart,658 Erb Street West,Waterloo,Ontario,N2T 2Z7,"Region of Waterloo, Public Health",43.4459248,-80.5734083,2024-05-28
Shoppers Drug Mart,600 Laurelwood Drive,Waterloo,Ontario,N2V 0A2,"Region of Waterloo, Public Health",43.4722786,-80.5934358,2024-05-29
Shoppers Drug Mart,"550 King Street North, Major 4A",Waterloo,Ontario,N2L 5W6,"Region of Waterloo, Public Health",43.497886,-80.52565,2024-05-30
Shoppers Drug Mart,595 South Pelham Road,Welland,Ontario,L3C 3C7,Niagara Region Public Health Department,43.0033909,-79.2868229,2024-05-31
Shoppers Drug Mart,"800 Niagara Street North, Unit H2",Welland,Ontario,L3C 5Z4,Niagara Region Public Health Department,43.014907,-79.249869,2024-06-01
Shoppers Drug Mart,4081 Thickson Road North,Whitby,Ontario,L1R 2X3,Durham Region Health Department,43.923675,-78.92632,2024-06-02
Shoppers Drug Mart,3100 Garden Street,Whitby,Ontario,L1R 2G8,Durham Region Health Department,43.9021437,-78.9422855,2024-06-03
Shoppers Drug Mart,910 Dundas Street West,Whitby,Ontario,L1P 1P7,Durham Region Health Department,43.8761097,-78.9642646,2024-06-04
Shoppers Drug Mart,1801 Dundas Street East,Whitby,Ontario,L1N 7C5,Durham Region Health Department,43.8884987,-78.903958,2024-06-05
Shoppers Drug Mart,1800 Sheppard Avenue East,Willowdale,Ontario,M2J 5A7,Toronto Public Health,43.7779901,-79.3440914,2024-06-06
Shoppers Drug Mart,500 Tecumseh Road East,Windsor,Ontario,N8X 2S2,Windsor-Essex County Health Unit,42.2987116,-83.0160796,2024-06-07
Shoppers Drug Mart,1675 Wyandotte Street West,Windsor,Ontario,N9B 1H8,Windsor-Essex County Health Unit,42.3071046,-83.0555311,2024-06-08
Shoppers Drug Mart,5050 Tecumseh Road East,Windsor,Ontario,N8T 1C1,Windsor-Essex County Health Unit,42.3094775,-82.9654459,2024-06-09
Shoppers Drug Mart,2109 Ottawa Street,Windsor,Ontario,N8Y 1R8,Windsor-Essex County Health Unit,42.3127014,-83.003068,2024-06-10
Shoppers Drug Mart,3970 Seminole Street,Windsor,Ontario,N8Y 4T2,Windsor-Essex County Health Unit,42.3162421,-82.982706,2024-06-11
Shoppers Drug Mart,1270 Walker Road,Windsor,Ontario,N8Y 4T4,Windsor-Essex County Health Unit,42.314682,-83.0016408,2024-06-12
Shoppers Drug Mart,"1421 Grand Marais Road West, Unit 100",Windsor,Ontario,N9E 4V1,Windsor-Essex County Health Unit,42.2665457,-83.0277459,2024-06-13
Shoppers Drug Mart,4835 Wyandotte Street East,Windsor,Ontario,N8Y 1H9,Windsor-Essex County Health Unit,42.3262919,-82.9786328,2024-06-14
Shoppers Drug Mart,11500 Tecumseh Road East,Windsor,Ontario,N8N 1L7,Windsor-Essex County Health Unit,42.313369,-82.9005054,2024-06-15
Shoppers Drug Mart,7980 Menard Street,Windsor,Ontario,N8S 1V9,Windsor-Essex County Health Unit,42.3339249,-82.943351,2024-06-16
Shoppers Drug Mart,2670 Tecumseh Road West,Windsor,Ontario,N9B 3P9,Windsor-Essex County Health Unit,42.2918021,-83.0587061,2024-06-17
Shoppers Drug Mart,"3950 Dougall Avenue, Unit 2",Windsor,Ontario,N9G 1X2,Windsor-Essex County Health Unit,42.2543888,-83.0006333,2024-06-18
Shoppers Drug Mart,600 Ouellette Avenue,Windsor,Ontario,N9A 6Z3,Windsor-Essex County Health Unit,42.3140327,-83.0362215,2024-06-19
Shoppers Drug Mart,1760 Huron Church Road,Windsor,Ontario,N9C 2L4,Windsor-Essex County Health Unit,42.2843646,-83.0554765,2024-06-20
Shoppers Drug Mart,7720 Tecumseh Road East,Windsor,Ontario,N8T 1E9,Windsor-Essex County Health Unit,42.3149785,-82.9349425,2024-06-21
Shoppers Drug Mart,3100 Howard Avenue,Windsor,Ontario,N8X 3Y8,Windsor-Essex County Health Unit,42.2756598,-83.0037396,2024-06-22
Shoppers Drug Mart,5694 Highway 7,Woodbridge,Ontario,L4L 1T8,York Region Public Health Services,43.776116,-79.6112831,2024-06-23
Shoppers Drug Mart,4000 Highway 7,Woodbridge,Ontario,L4L 1A6,York Region Public Health Services,43.7875719,-79.5570386,2024-06-24
Shoppers Drug Mart,"9200 Weston Road, Building C",Woodbridge,Ontario,L4H 2P8,York Region Public Health Services,43.8265621,-79.5570154,2024-06-25
Shoppers Drug Mart,5100 Rutherford Road,Woodbridge,Ontario,L4H 2J2,York Region Public Health Services,43.8173234,-79.602129,2024-06-26
Shoppers Drug Mart,959 Dundas Street East,Woodstock,Ontario,N4S 1H2,Southwestern Public Health,43.1348419,-80.7326153,2024-06-27
Shoppers Drug Mart,333 Dundas Street,Woodstock,Ontario,N4S 1B5,Southwestern Public Health,43.1297934,-80.7629234,2024-06-28
Shoppers Simply Pharmacy,"380 Bovaird Drive East, Unit 26",Brampton,Ontario,L6Z 2S8,Peel Public Health,43.7140887,-79.7808132,2024-06-29
Shoppers Simply Pharmacy,3530 Derry Road East,Mississauga,Ontario,L4T 4E3,Peel Public Health,43.7141429,-79.6299018,2024-06-30
Simcoe North Pharmacy,"1053 Simcoe Street North, Unit 7A",Oshawa,Ontario,L1G 4X1,,43.9268667,-78.8755509,2024-07-01
Simcoe Square Pharmacy,"157 Holland Street East, Unit 9",Bradford,Ontario,L3Z 2B2,Simcoe Muskoka District Health Unit,44.1161931,-79.5590269,2024-07-02
Simpson's Apothecary,"233 King Street, Unit 2",Niagara On The Lake,Ontario,L0S 1J0,Niagara Region Public Health Department,43.2540434,-79.0719516,2024-07-03
Simpson's Pharmacy,1882 Niagara Stone Road,Virgil,Ontario,L0S 1T0,Niagara Region Public Health Department,43.2357129,-79.1055698,2024-07-04
Smallman Pharmacy,368 Main Street,Haileybury,Ontario,P0J 1K0,,47.4486836,-79.6337433,2024-07-05
Smiths Falls Family Pharmacy,"207 Brockville Street, Unit 2",Smiths Falls,Ontario,K7A 3Z3,"Leeds,Grenville, and Lanark District Health Unit",44.888392,-76.018961,2024-07-06
Snowden Pharmacy,264 Bloor Street West,Toronto,Ontario,M5S 1V8,Toronto Public Health,43.6675767,-79.4002614,2024-07-07
Sobeys Pharmacy,260 Kingston Road West,Ajax,Ontario,L1T 4E4,Durham Region Health Department,43.8595579,-79.0370714,2024-07-08
Sobeys Pharmacy,977 Golf Links Road,Ancaster,Ontario,L9K 1K1,Hamilton Public Health Services,43.2282066,-79.9436102,2024-07-09
Sobeys Pharmacy,15500 Bayview Avenue,Aurora,Ontario,L4G 7J1,York Region Public Health Services,44.0119922,-79.4463034,2024-07-10
Sobeys Pharmacy,40 Melbourne Drive,Bradford,Ontario,L3Z 2B1,Simcoe Muskoka District Health Unit,44.1096085,-79.5800977,2024-07-11
Sobeys Pharmacy,8975 Chinguacousy Road,Brampton,Ontario,L6Y 0J2,Peel Public Health,43.6667732,-79.7790614,2024-07-12
Sobeys Pharmacy,1250 Brant Street,Burlington,Ontario,L7P 1X8,Halton Region Health Department,43.3430212,-79.8289739,2024-07-13
Sobeys Pharmacy,840 March Road,Kanata,Ontario,K2K 1X7,Ottawa Public Health,45.3579397,-75.9337228,2024-07-14
Sobeys Pharmacy,700 Terry Fox Drive,Kanata,Ontario,K2L 4H4,Ottawa Public Health,45.2916794,-75.8936843,2024-07-15
Sobeys Pharmacy,1187 Fischer Hallman Road,Kitchener,Ontario,N2E 4H9,"Region of Waterloo, Public Health",43.4055824,-80.5012615,2024-07-16
Sobeys Pharmacy,1035 Bronte Street South,Milton,Ontario,L9T 8X3,Halton Region Health Department,43.4887727,-79.8586454,2024-07-17
Sobeys Pharmacy,5602 Tenth Line West,Mississauga,Ontario,L5M 7L9,Peel Public Health,43.5591152,-79.7447193,2024-07-18
Sobeys Pharmacy,511 Maple Grove Drive,Oakville,Ontario,L6J 4W3,Halton Region Health Department,43.4803486,-79.655076,2024-07-19
Sobeys Pharmacy,1500 Upper Middle Road,Oakville,Ontario,L6J 4L3,Halton Region Health Department,43.4380565,-79.741039,2024-07-20
Sobeys Pharmacy,5150 Innes Road,Orleans,Ontario,K4A 0G4,Ottawa Public Health,45.469773,-75.4553161,2024-07-21
Sobeys Pharmacy,1377 Wilson Road North,Oshawa,Ontario,L1K 2Z5,Durham Region Health Department,43.938853,-78.8585238,2024-07-22
Sobeys Pharmacy,307 Grand River Street North,Paris,Ontario,N3L 2N9,Brant County Health Unit,43.21261,-80.388815,2024-07-23
Sobeys Pharmacy,11700 Yonge Street,Richmond Hill,Ontario,L4E 3N6,York Region Public Health Services,43.9120398,-79.4491166,2024-07-24
Sobeys Pharmacy,343 Glendale Avenue,St. Catharines,Ontario,L2T 0A1,Niagara Region Public Health Department,43.1376689,-79.2163887,2024-07-25
Sobeys Pharmacy,9200 Bathurst Street,Vaughan,Ontario,L4J 8W1,York Region Public Health Services,43.8465781,-79.4600501,2024-07-26
Sobeys Pharmacy,640 Parkside Drive,Waterloo,Ontario,N2L 0C7,"Region of Waterloo, Public Health",43.4987928,-80.5495743,2024-07-27
Sobeys Pharmacy,450 Columbia Street West,Waterloo,Ontario,N2T 2W1,"Region of Waterloo, Public Health",43.4680008,-80.5684957,2024-07-28
Sobeys Pharmacy Lakeshore,19 Amy Croft Drive,Lakeshore,Ontario,N9K 1C7,Windsor-Essex County Health Unit,42.3064882,-82.8675957,2024-07-29
Sobeys Pharmacy Rosebury,145 Marlee Avenue,Toronto,Ontario,M6B 3H3,Toronto Public Health,43.7028027,-79.4412533,2024-07-30
Southfields Pharmasave Pharm,12531 Kennedy Road,Caledon,Ontario,L7C 3T6,Peel Public Health,43.7565486,-79.8282651,2024-07-31
Southkeys Pharmacy,1883 Bank Street,Ottawa,Ontario,K1V 7Z9,Ottawa Public Health,45.3697997,-75.6626275,2024-08-01
Springdale Pharmacy,630 Peter Robertson Boulevard,Brampton,Ontario,L6R 1T4,Peel Public Health,43.7405475,-79.7599989,2024-08-02
Springwater Pharmacy,1017 Carson Road,Barrie,Ontario,L4M 0K1,Simcoe Muskoka District Health Unit,44.4278359,-79.7243663,2024-08-03
St Mary Pharmacy,"95 Times Avenue, Unit C2",Thornhill,Ontario,L3T 0A2,,43.8415785,-79.3905054,2024-08-04
Stirling Pharmacy,"9 Tuftsville Road, Unit D",Stirling,Ontario,K0K 3E0,Hastings and Prince Edward Counties Health Unit,44.2976921,-77.5430435,2024-08-05
Stittsville Drug Mart,"1250 Main Street, Unit 4",Stittsville,Ontario,K2S 1S9,Ottawa Public Health,45.2683291,-75.9311232,2024-08-06
Stittsville Whole Health Pharmacy,"1609 Stittsville Main Street, Unit C",Ottawa,Ontario,K2S 1B8,Ottawa Public Health,45.2554602,-75.9162265,2024-08-07
Stone Road Pharmacy,1630 Niagara Stone Road,Virgil,Ontario,L0S 1T0,Niagara Region Public Health Department,43.2269103,-79.116716,2024-08-08
Stonechurch Pharmacy,"25 Redmond Drive, Unit 3",Hamilton,Ontario,L8W 3K7,Hamilton Public Health Services,43.2057906,-79.8648585,2024-08-09
Stouffville IDA Pharmacy,"6212 Main Street, Suite 102",Stouffville,Ontario,L4A 2S5,York Region Public Health Services,43.9711553,-79.2487128,2024-08-10
Stouffville Pharmasave,"5892 Main Street, Unit 208",Stouffville,Ontario,L4A 2S8,York Region Public Health Services,43.9693994,-79.2593867,2024-08-11
Summeridge Guardian Pharmacy,"8707 Dufferin Street, Building D Unit 11-12A",Vaughan,Ontario,L4J 0A2,York Region Public Health Services,43.8288152,-79.4782983,2024-08-12
Sunderland Pharmacy,103 River Street,Sunderland,Ontario,L0C 1H0,Durham Region Health Department,44.2624031,-79.0674626,2024-08-13
Super Rx Pharmacy,"1725 Kingston Road, Unit 9",Pickering,Ontario,L1V 4L9,,43.8487844,-79.071542,2024-08-14
Supercare Pharmacy,410 Highway 8,Stoney Creek,Ontario,L8G 1G2,Hamilton Public Health Services,43.2181555,-79.7229733,2024-08-15
Superseven Pharmacy,"2200 Brock Road, Unit 15",Pickering,Ontario,L1X 2R2,Durham Region Health Department,43.8575678,-79.0802379,2024-08-16
Surecare Pharmacy,"2575 Dundas Street West, Unit 15",Mississauga,Ontario,L5K 2M6,Peel Public Health,43.5262111,-79.6805618,2024-08-17
Sutherland's Pharmacy Limited,180 James Street South,Hamilton,Ontario,L8P 4V1,Hamilton Public Health Services,43.2512422,-79.8717143,2024-08-18
Sutton Apothecary,121 High Street,Sutton,Ontario,L0E 1R0,York Region Public Health Services,44.304173,-79.358766,2024-08-19
Swan Lake Pharmacy,5 Swan Lake Boulevard,Markham,Ontario,L6E 0K7,York Region Public Health Services,43.8957623,-79.2502474,2024-08-20
Symington Pharmacy,333 Symington Avenue,Toronto,Ontario,M6P 3X1,Toronto Public Health,43.6664699,-79.4512356,2024-08-21
Tay Guardian Pharmacy,115 William Street,Victoria Harbour,Ontario,L0K 2A0,Simcoe Muskoka District Health Unit,44.7519632,-79.7737497,2024-08-22
The Drug Store Pharmacy,295 Queen Street East,Brampton,Ontario,L6W 3R1,Peel Public Health,43.7027877,-79.7378724,2024-08-23
The Drug Store Pharmacy,1619 Orleans Boulevard,Gloucester,Ontario,K1C 7E2,Ottawa Public Health,45.459603,-75.5241281,2024-08-24
The Drug Store Pharmacy,59A Robertson Road,Nepean,Ontario,K2H 5Y9,Ottawa Public Health,45.3245571,-75.8330591,2024-08-25
The Drug Store Pharmacy,173 Lakeshore Road West,Oakville,Ontario,L6K 1E7,Halton Region Health Department,43.4380766,-79.677055,2024-08-26
The Drug Store Pharmacy,3201 Greenbank Road,Ottawa,Ontario,K2J 4H9,Ottawa Public Health,45.2680519,-75.7434605,2024-08-27
The Drugstore Pharmacy,8601 Warden Avenue,Markham,Ontario,L3R 0B5,,43.8584218,-79.3328095,2024-08-28
The Drugstore Pharmacy,2681 Alta Vista Drive,Ottawa,Ontario,K1V 7T5,Ottawa Public Health,45.3722133,-75.6630484,2024-08-29
The Drugstore Pharmacy,9325 Yonge Street,Richmond Hill,Ontario,L4C 1V4,York Region Public Health Services,43.8556555,-79.4317086,2024-08-30
The Drugstore Pharmacy,25 Ferrara Drive,Smiths Falls,Ontario,K7A 5K6,"Leeds,Grenville, and Lanark District Health Unit",44.8924731,-76.0267593,2024-08-31
The Drugstore Pharmcy,220 Royal York Road,Etobicoke,Ontario,M8V 2V7,Toronto Public Health,43.6122327,-79.4978941,2024-09-01
The Medicine Shoppe Pharmacy,794 Sheppard Avenue East,Toronto,Ontario,M2K 1C3,,43.7701502,-79.3748452,2024-09-02
The Medicine Shoppe Pharmacy,2600 Eglinton Avenue West,Toronto,Ontario,M6M 1T5,Toronto Public Health,43.6908356,-79.4729896,2024-09-03
The Prescription Shoppe,261 Main Street West,Palmerston,Ontario,N0G 2P0,Wellington-Dufferin-Guelph Health Unit,43.8342841,-80.8504498,2024-09-04
Thornbury Pharmacy,45 Arthur Street West,Thornbury,Ontario,N0H 2P0,Grey-Bruce Health Unit,44.563073,-80.4559889,2024-09-05
Tillsonburg Care Pharmacy,"594 Broadway Street, Unit 1",Tillsonburg,Ontario,N4G 3S8,Southwestern Public Health,42.878194,-80.7450938,2024-09-06
Tillsonburg Remedy's Rx,400 Simcoe Street,Tillsonburg,Ontario,N4G 4X1,,42.855743,-80.6912372,2024-09-07
Times Pharmacy,"550 Highway 7 East, Unit 95D",Richmond Hill,Ontario,L4B 3Z4,,43.8449491,-79.3835118,2024-09-08
TMC Pharmacy,990 Gainsborough Road,London,Ontario,N6H 5L4,Middlesex-London Health Unit,42.9990109,-81.3292167,2024-09-09
Tobia's Guardian Pharmacy,12357 Highway 41,Northbrook,Ontario,K0H 2G0,"Kingston, Frontenac and Lennox & Addington Health Unit",44.7383505,-77.1610168,2024-09-10
Total Health Pharmacy,470 Bronte Street South,Milton,Ontario,L9T 2J4,Halton Region Health Department,43.498798,-79.8763432,2024-09-11
Total Health Pharmacy,"17725 Yonge Street, Unit 8",Newmarket,Ontario,L3Y 7C1,,44.0598663,-79.479979,2024-09-12
Total Health Pharmacy,997 Gerrard Street East,Toronto,Ontario,M4M 1Z4,Toronto Public Health,43.6685011,-79.3380405,2024-09-13
Tottenham Pharmacy,55 Queen Street South,Tottenham,Ontario,L0G 1W0,,44.0199707,-79.8039336,2024-09-14
Trail Capital Pharmacy,"2 Douglas Road, Unit A35",Uxbridge,Ontario,L9P 1S9,Durham Region Health Department,44.0916813,-79.1312297,2024-09-15
Trailside Pharmacy,"6420 Beatty Line North, Suite 101",Fergus,Ontario,N1M 2W3,Wellington-Dufferin-Guelph Health Unit,43.6990215,-80.3893792,2024-09-16
Truscott Pharmacy,2425 Truscott Drive,Mississauga,Ontario,L5J 2B4,Peel Public Health,43.5124491,-79.6484562,2024-09-17
Tuscany Guardian Pharmacy,"9100 Jane Street, Unit 16",Vaughan,Ontario,L4K 0A4,York Region Public Health Services,43.8292716,-79.5351408,2024-09-18
