CFSAUID,PRUID,PRNAME,ices-covid-data_Public Health Unit,ices-covid-data_Start date of week,ices-covid-data_End date of week,ices-covid-data_Overall - % positivity,"ices-covid-data_Overall - number tested per 100,000 population",ices-covid-data_NON-LTC - % positivity,"ices-covid-data_NON-LTC - number tested per 100,000 population",data-pharmacy-counts_PRUID,data-pharmacy-counts_PRNAME,data-pharmacy-counts_all_pharmacies,data-pharmacy-counts_covid_vaccine_pharmacies,data-pharmacy-counts_covid_pharms,chosen%
K7K,"35",Ontario,"2241 Kingston, Frontenac and Lennox & Addington Health Unit",21-Mar-21,27-Mar-21,0,2221,0,2213,"35",Ontario,"22","13",13.000,0.590909090909091
K7L,"35",Ontario,"2241 Kingston, Frontenac and Lennox & Addington Health Unit",21-Mar-21,27-Mar-21,0.03,2414,0.03,2414,"35",Ontario,"12","4",4.000,0.333333333333333
K7M,"35",Ontario,"2241 Kingston, Frontenac and Lennox & Addington Health Unit",21-Mar-21,27-Mar-21,0.01,2667,0.01,2661,"35",Ontario,"22","12",12.000,0.545454545454545
K7N,"35",Ontario,"2241 Kingston, Frontenac and Lennox & Addington Health Unit",21-Mar-21,27-Mar-21,0,2961,0,2971,"35",Ontario,"5","3",3.000,0.6
K7P,"35",Ontario,"2241 Kingston, Frontenac and Lennox & Addington Health Unit",21-Mar-21,27-Mar-21,0,2920,0,2920,"35",Ontario,"6","5",5.000,0.833333333333333
K7R,"35",Ontario,"2241 Kingston, Frontenac and Lennox & Addington Health Unit",21-Mar-21,27-Mar-21,0,3526,0,2643,"35",Ontario,"13","4",4.000,0.307692307692308
K7S,"35",Ontario,SHARED FSA,21-Mar-21,27-Mar-21,0,1793,0,1793,"35",Ontario,"5","1",1.000,0.2
K7V,"35",Ontario,2257 Renfrew County and District Health Unit,21-Mar-21,27-Mar-21,0.03,2157,0.04,2135,"35",Ontario,"6","1",1.000,0.166666666666667
K8A,"35",Ontario,2257 Renfrew County and District Health Unit,21-Mar-21,27-Mar-21,0.01,2591,0.01,2522,"35",Ontario,"12","1",1.000,0.0833333333333333
K8B,"35",Ontario,2257 Renfrew County and District Health Unit,21-Mar-21,27-Mar-21,0,2012,0,2012,"35",Ontario,"0","0",0.000,
K8H,"35",Ontario,2257 Renfrew County and District Health Unit,21-Mar-21,27-Mar-21,0,1478,0,1478,"35",Ontario,"5","0",0.000,0
K8N,"35",Ontario,2238 Hastings and Prince Edward Counties Health Unit,21-Mar-21,27-Mar-21,0.01,1969,0.01,1967,"35",Ontario,"16","1",1.000,0.0625
K8P,"35",Ontario,2238 Hastings and Prince Edward Counties Health Unit,21-Mar-21,27-Mar-21,0,1945,0,1941,"35",Ontario,"10","0",0.000,0
V9A,"59",British Columbia / Colombie-Britannique,,,,,,,,"59",British Columbia / Colombie-Britannique,"0","0",0.000,
V9Y,"59",British Columbia / Colombie-Britannique,,,,,,,,"59",British Columbia / Colombie-Britannique,"0","0",0.000,
X0A,"62",Nunavut,,,,,,,,"62",Nunavut,"0","0",0.000,
V9M,"59",British Columbia / Colombie-Britannique,,,,,,,,"59",British Columbia / Colombie-Britannique,"0","0",0.000,
L2T,"35",Ontario,2246 Niagara Region Public Health Department,21-Mar-21,27-Mar-21,0.06,1872,0.06,1872,"35",Ontario,"7","1",1.000,0.142857142857143
L6X,"35",Ontario,2253 Peel Public Health,21-Mar-21,27-Mar-21,0.13,1924,0.14,1765,"35",Ontario,"17","0",0.000,0
L6Y,"35",Ontario,2253 Peel Public Health,21-Mar-21,27-Mar-21,0.11,1729,0.11,1729,"35",Ontario,"36","2",2.000,0.0555555555555556
L4E,"35",Ontario,2270 York Region Public Health Services,21-Mar-21,27-Mar-21,0.08,1542,0.08,1542,"35",Ontario,"14","2",2.000,0.142857142857143
L4G,"35",Ontario,2270 York Region Public Health Services,21-Mar-21,27-Mar-21,0.03,1919,0.03,1921,"35",Ontario,"23","4",4.000,0.173913043478261
L4N,"35",Ontario,2260 Simcoe Muskoka District Health Unit,21-Mar-21,27-Mar-21,0.02,2215,0.02,2106,"35",Ontario,"51","6",6.000,0.117647058823529
L4S,"35",Ontario,2270 York Region Public Health Services,21-Mar-21,27-Mar-21,0.07,1562,0.08,1315,"35",Ontario,"10","1",1.000,0.1
V9R,"59",British Columbia / Colombie-Britannique,,,,,,,,"59",British Columbia / Colombie-Britannique,"0","0",0.000,
V9S,"59",British Columbia / Colombie-Britannique,,,,,,,,"59",British Columbia / Colombie-Britannique,"0","0",0.000,
L6Z,"35",Ontario,2253 Peel Public Health,21-Mar-21,27-Mar-21,0.08,1779,0.08,1774,"35",Ontario,"12","2",2.000,0.166666666666667
M1S,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.08,1207,0.08,1193,"35",Ontario,"18","2",2.000,0.111111111111111
M1T,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.08,1578,0.09,1443,"35",Ontario,"16","6",6.000,0.375
L7T,"35",Ontario,2236 Halton Region Health Department,21-Mar-21,27-Mar-21,0.03,1726,0.03,1718,"35",Ontario,"8","0",0.000,0
L8E,"35",Ontario,2237 City of Hamilton - Public Health & Social Services,21-Mar-21,27-Mar-21,0.08,1841,0.08,1842,"35",Ontario,"19","3",3.000,0.157894736842105
L8G,"35",Ontario,2237 City of Hamilton - Public Health & Social Services,21-Mar-21,27-Mar-21,0.07,1908,0.07,1906,"35",Ontario,"18","1",1.000,0.0555555555555556
L8H,"35",Ontario,2237 City of Hamilton - Public Health & Social Services,21-Mar-21,27-Mar-21,0.07,1958,0.07,1958,"35",Ontario,"11","0",0.000,0
L8J,"35",Ontario,2237 City of Hamilton - Public Health & Social Services,21-Mar-21,27-Mar-21,0.05,2138,0.05,2147,"35",Ontario,"12","1",1.000,0.0833333333333333
L8K,"35",Ontario,2237 City of Hamilton - Public Health & Social Services,21-Mar-21,27-Mar-21,0.07,2425,0.07,2425,"35",Ontario,"10","0",0.000,0
L8L,"35",Ontario,2237 City of Hamilton - Public Health & Social Services,21-Mar-21,27-Mar-21,0.04,1914,0.04,1909,"35",Ontario,"17","0",0.000,0
L8M,"35",Ontario,2237 City of Hamilton - Public Health & Social Services,21-Mar-21,27-Mar-21,0.03,2357,0.03,2357,"35",Ontario,"11","0",0.000,0
V9T,"59",British Columbia / Colombie-Britannique,,,,,,,,"59",British Columbia / Colombie-Britannique,"0","0",0.000,
V9V,"59",British Columbia / Colombie-Britannique,,,,,,,,"59",British Columbia / Colombie-Britannique,"0","0",0.000,
M1V,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.1,946,0.1,936,"35",Ontario,"28","5",5.000,0.178571428571429
K2S,"35",Ontario,2251 Ottawa Public Health,21-Mar-21,27-Mar-21,0.03,1767,0.03,1765,"35",Ontario,"7","1",1.000,0.142857142857143
K2T,"35",Ontario,2251 Ottawa Public Health,21-Mar-21,27-Mar-21,0.04,1707,0.04,1707,"35",Ontario,"2","2",2.000,1
K2V,"35",Ontario,2251 Ottawa Public Health,21-Mar-21,27-Mar-21,0,1598,0,1598,"35",Ontario,"1","1",1.000,1
R8N,"46",Manitoba,,,,,,,,"46",Manitoba,"0","0",0.000,
L9J,"35",Ontario,2260 Simcoe Muskoka District Health Unit,21-Mar-21,27-Mar-21,0,1709,0,1709,"35",Ontario,"0","0",0.000,
L9K,"35",Ontario,2237 City of Hamilton - Public Health & Social Services,21-Mar-21,27-Mar-21,0.08,1875,0.08,1879,"35",Ontario,"2","0",0.000,0
M3B,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.03,1843,0.03,1843,"35",Ontario,"4","0",0.000,0
M3C,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.06,2172,0.06,2172,"35",Ontario,"12","3",3.000,0.25
M3H,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.06,3036,0.06,3036,"35",Ontario,"19","4",4.000,0.210526315789474
M3J,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.12,1970,0.12,1971,"35",Ontario,"21","4",4.000,0.19047619047619
M3K,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.12,2062,0.12,2062,"35",Ontario,"2","2",2.000,1
K8R,"35",Ontario,2238 Hastings and Prince Edward Counties Health Unit,21-Mar-21,27-Mar-21,0,1789,0,1789,"35",Ontario,"0","0",0.000,
K8V,"35",Ontario,2238 Hastings and Prince Edward Counties Health Unit,21-Mar-21,27-Mar-21,0.01,1787,0.01,1790,"35",Ontario,"12","0",0.000,0
K9A,"35",Ontario,"2235 Haliburton, Kawartha, Pine Ridge District Health Unit",21-Mar-21,27-Mar-21,0.01,1675,0.01,1672,"35",Ontario,"12","1",1.000,0.0833333333333333
K9J,"35",Ontario,SHARED FSA,21-Mar-21,27-Mar-21,0.03,1601,0.03,1599,"35",Ontario,"20","2",2.000,0.1
K9V,"35",Ontario,"2235 Haliburton, Kawartha, Pine Ridge District Health Unit",21-Mar-21,27-Mar-21,0,2306,0,2331,"35",Ontario,"17","2",2.000,0.117647058823529
L0A,"35",Ontario,SHARED FSA,21-Mar-21,27-Mar-21,0.02,2015,0.02,2030,"35",Ontario,"3","0",0.000,0
L0B,"35",Ontario,SHARED FSA,21-Mar-21,27-Mar-21,0,1617,0,1617,"35",Ontario,"3","0",0.000,0
L0C,"35",Ontario,SHARED FSA,21-Mar-21,27-Mar-21,0,1523,0,1523,"35",Ontario,"1","0",0.000,0
L0E,"35",Ontario,SHARED FSA,21-Mar-21,27-Mar-21,0.02,2365,0.02,2365,"35",Ontario,"10","1",1.000,0.1
L0G,"35",Ontario,SHARED FSA,21-Mar-21,27-Mar-21,0.04,1849,0.04,1853,"35",Ontario,"17","0",0.000,0
L0H,"35",Ontario,SHARED FSA,21-Mar-21,27-Mar-21,0,1282,0,1282,"35",Ontario,"0","0",0.000,
K1W,"35",Ontario,2251 Ottawa Public Health,21-Mar-21,27-Mar-21,0.04,2542,0.04,2542,"35",Ontario,"3","0",0.000,0
K1X,"35",Ontario,2251 Ottawa Public Health,21-Mar-21,27-Mar-21,0,2104,0,2104,"35",Ontario,"0","0",0.000,
K1Y,"35",Ontario,2251 Ottawa Public Health,21-Mar-21,27-Mar-21,0.03,1916,0.03,1919,"35",Ontario,"10","0",0.000,0
K1Z,"35",Ontario,2251 Ottawa Public Health,21-Mar-21,27-Mar-21,0.03,1808,0.03,1804,"35",Ontario,"7","0",0.000,0
K2A,"35",Ontario,2251 Ottawa Public Health,21-Mar-21,27-Mar-21,0.03,1846,0.03,1841,"35",Ontario,"8","1",1.000,0.125
K2W,"35",Ontario,2251 Ottawa Public Health,21-Mar-21,27-Mar-21,0,1752,0,1752,"35",Ontario,"2","1",1.000,0.5
L2V,"35",Ontario,2246 Niagara Region Public Health Department,21-Mar-21,27-Mar-21,0.07,2082,0.07,2082,"35",Ontario,"6","0",0.000,0
L2W,"35",Ontario,2246 Niagara Region Public Health Department,21-Mar-21,27-Mar-21,0,1484,0,1484,"35",Ontario,"0","0",0.000,
L3B,"35",Ontario,2246 Niagara Region Public Health Department,21-Mar-21,27-Mar-21,0.07,1538,0.07,1526,"35",Ontario,"12","1",1.000,0.0833333333333333
L3C,"35",Ontario,2246 Niagara Region Public Health Department,21-Mar-21,27-Mar-21,0.06,1867,0.06,1864,"35",Ontario,"11","3",3.000,0.272727272727273
L3K,"35",Ontario,2246 Niagara Region Public Health Department,21-Mar-21,27-Mar-21,0.02,1519,0.02,1520,"35",Ontario,"5","1",1.000,0.2
L3M,"35",Ontario,2246 Niagara Region Public Health Department,21-Mar-21,27-Mar-21,0.04,1741,0.04,1730,"35",Ontario,"10","1",1.000,0.1
M4G,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.03,2077,0.03,2081,"35",Ontario,"11","4",4.000,0.363636363636364
M4H,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.07,2809,0.07,2809,"35",Ontario,"5","1",1.000,0.2
M4J,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.04,2673,0.04,2673,"35",Ontario,"15","2",2.000,0.133333333333333
K9H,"35",Ontario,2255 Peterborough County-City Health Unit,21-Mar-21,27-Mar-21,0.02,1443,0.02,1435,"35",Ontario,"16","1",1.000,0.0625
K9K,"35",Ontario,2255 Peterborough County-City Health Unit,21-Mar-21,27-Mar-21,0,1264,0,1246,"35",Ontario,"2","0",0.000,0
L1Y,"35",Ontario,2230 Durham Region Health Department,21-Mar-21,27-Mar-21,0,2015,0,2015,"35",Ontario,"1","0",0.000,0
L1Z,"35",Ontario,2230 Durham Region Health Department,21-Mar-21,27-Mar-21,0.13,1677,0.13,1677,"35",Ontario,"7","1",1.000,0.142857142857143
L6G,"35",Ontario,2270 York Region Public Health Services,21-Mar-21,27-Mar-21,0.08,1040,0.08,1040,"35",Ontario,"18","0",0.000,0
L3P,"35",Ontario,2270 York Region Public Health Services,21-Mar-21,27-Mar-21,0.05,1583,0.05,1579,"35",Ontario,"13","0",0.000,0
L3R,"35",Ontario,2270 York Region Public Health Services,21-Mar-21,27-Mar-21,0.06,1267,0.07,1108,"35",Ontario,"22","1",1.000,0.0454545454545455
L3V,"35",Ontario,SHARED FSA,21-Mar-21,27-Mar-21,0.01,1807,0.01,1765,"35",Ontario,"25","2",2.000,0.08
L3Y,"35",Ontario,2270 York Region Public Health Services,21-Mar-21,27-Mar-21,0.03,2699,0.03,2325,"35",Ontario,"35","2",2.000,0.0571428571428571
L3Z,"35",Ontario,SHARED FSA,21-Mar-21,27-Mar-21,0.06,2541,0.06,2534,"35",Ontario,"15","2",2.000,0.133333333333333
L4A,"35",Ontario,SHARED FSA,21-Mar-21,27-Mar-21,0.04,1613,0.04,1618,"35",Ontario,"14","2",2.000,0.142857142857143
L4H,"35",Ontario,2270 York Region Public Health Services,21-Mar-21,27-Mar-21,0.12,2040,0.12,2040,"35",Ontario,"24","2",2.000,0.0833333333333333
L4J,"35",Ontario,2270 York Region Public Health Services,21-Mar-21,27-Mar-21,0.05,2546,0.05,2546,"35",Ontario,"28","2",2.000,0.0714285714285714
L4K,"35",Ontario,2270 York Region Public Health Services,21-Mar-21,27-Mar-21,0.15,1786,0.15,1786,"35",Ontario,"14","1",1.000,0.0714285714285714
L4L,"35",Ontario,2270 York Region Public Health Services,21-Mar-21,27-Mar-21,0.11,1924,0.11,1921,"35",Ontario,"25","1",1.000,0.04
L4M,"35",Ontario,2260 Simcoe Muskoka District Health Unit,21-Mar-21,27-Mar-21,0.03,2182,0.03,2186,"35",Ontario,"20","2",2.000,0.1
L4P,"35",Ontario,2270 York Region Public Health Services,21-Mar-21,27-Mar-21,0.03,2411,0.03,2412,"35",Ontario,"12","1",1.000,0.0833333333333333
L4R,"35",Ontario,2260 Simcoe Muskoka District Health Unit,21-Mar-21,27-Mar-21,0.02,1836,0.02,1789,"35",Ontario,"10","2",2.000,0.2
L7A,"35",Ontario,2253 Peel Public Health,21-Mar-21,27-Mar-21,0.11,1714,0.11,1714,"35",Ontario,"17","1",1.000,0.0588235294117647
L7B,"35",Ontario,2270 York Region Public Health Services,21-Mar-21,27-Mar-21,0.05,2145,0.05,2143,"35",Ontario,"5","1",1.000,0.2
L7C,"35",Ontario,2253 Peel Public Health,21-Mar-21,27-Mar-21,0.08,2003,0.08,2003,"35",Ontario,"3","1",1.000,0.333333333333333
L7E,"35",Ontario,SHARED FSA,21-Mar-21,27-Mar-21,0.06,2321,0.06,2304,"35",Ontario,"14","1",1.000,0.0714285714285714
L7G,"35",Ontario,2236 Halton Region Health Department,21-Mar-21,27-Mar-21,0.04,1874,0.04,1873,"35",Ontario,"18","2",2.000,0.111111111111111
K4A,"35",Ontario,2251 Ottawa Public Health,21-Mar-21,27-Mar-21,0.04,2044,0.04,2044,"35",Ontario,"12","5",5.000,0.416666666666667
K4C,"35",Ontario,2251 Ottawa Public Health,21-Mar-21,27-Mar-21,0.09,3093,0.09,3093,"35",Ontario,"0","0",0.000,
L7K,"35",Ontario,2253 Peel Public Health,21-Mar-21,27-Mar-21,0,2134,0,2134,"35",Ontario,"0","0",0.000,
L1M,"35",Ontario,2230 Durham Region Health Department,21-Mar-21,27-Mar-21,0.04,1942,0.04,1942,"35",Ontario,"2","0",0.000,0
L1N,"35",Ontario,2230 Durham Region Health Department,21-Mar-21,27-Mar-21,0.03,2147,0.03,1963,"35",Ontario,"20","3",3.000,0.15
L1P,"35",Ontario,2230 Durham Region Health Department,21-Mar-21,27-Mar-21,0.08,1760,0.08,1760,"35",Ontario,"1","1",1.000,1
L4T,"35",Ontario,2253 Peel Public Health,21-Mar-21,27-Mar-21,0.15,1567,0.15,1559,"35",Ontario,"15","1",1.000,0.0666666666666667
L4V,"35",Ontario,,,,,,,,"35",Ontario,"1","0",0.000,0
L4W,"35",Ontario,2253 Peel Public Health,21-Mar-21,27-Mar-21,0.06,1796,0.06,1804,"35",Ontario,"12","1",1.000,0.0833333333333333
L6H,"35",Ontario,2236 Halton Region Health Department,21-Mar-21,27-Mar-21,0.03,1545,0.03,1523,"35",Ontario,"28","2",2.000,0.0714285714285714
L6J,"35",Ontario,2236 Halton Region Health Department,21-Mar-21,27-Mar-21,0.02,1447,0.02,1449,"35",Ontario,"14","1",1.000,0.0714285714285714
L9Z,"35",Ontario,2260 Simcoe Muskoka District Health Unit,21-Mar-21,27-Mar-21,0.02,1174,0.02,1174,"35",Ontario,"7","1",1.000,0.142857142857143
M1B,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.09,1610,0.09,1611,"35",Ontario,"22","8",8.000,0.363636363636364
M1E,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.09,2043,0.1,2034,"35",Ontario,"17","2",2.000,0.117647058823529
M1G,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.11,1802,0.11,1808,"35",Ontario,"18","4",4.000,0.222222222222222
M1J,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.1,2120,0.1,2121,"35",Ontario,"20","2",2.000,0.1
M1W,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.12,1262,0.12,1265,"35",Ontario,"15","2",2.000,0.133333333333333
M1X,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.12,1408,0.12,1408,"35",Ontario,"3","0",0.000,0
M2H,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.07,1307,0.07,1253,"35",Ontario,"6","1",1.000,0.166666666666667
L5M,"35",Ontario,2253 Peel Public Health,21-Mar-21,27-Mar-21,0.05,1867,0.06,1693,"35",Ontario,"29","2",2.000,0.0689655172413793
L5N,"35",Ontario,2253 Peel Public Health,21-Mar-21,27-Mar-21,0.07,1744,0.07,1744,"35",Ontario,"28","1",1.000,0.0357142857142857
L5R,"35",Ontario,2253 Peel Public Health,21-Mar-21,27-Mar-21,0.08,1649,0.08,1649,"35",Ontario,"14","2",2.000,0.142857142857143
L5V,"35",Ontario,2253 Peel Public Health,21-Mar-21,27-Mar-21,0.06,1576,0.06,1569,"35",Ontario,"15","2",2.000,0.133333333333333
L8N,"35",Ontario,2237 City of Hamilton - Public Health & Social Services,21-Mar-21,27-Mar-21,0.05,2237,0.05,2254,"35",Ontario,"16","0",0.000,0
L8P,"35",Ontario,2237 City of Hamilton - Public Health & Social Services,21-Mar-21,27-Mar-21,0.05,2164,0.05,2149,"35",Ontario,"11","0",0.000,0
M1C,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.06,1867,0.06,1873,"35",Ontario,"7","1",1.000,0.142857142857143
M1H,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.1,1894,0.1,1894,"35",Ontario,"9","3",3.000,0.333333333333333
K2B,"35",Ontario,2251 Ottawa Public Health,21-Mar-21,27-Mar-21,0.07,1752,0.07,1716,"35",Ontario,"11","1",1.000,0.0909090909090909
K4B,"35",Ontario,2251 Ottawa Public Health,21-Mar-21,27-Mar-21,0,1889,0,1889,"35",Ontario,"1","0",0.000,0
K4K,"35",Ontario,2258 Eastern Ontario Health Unit,21-Mar-21,27-Mar-21,0.02,2271,0.02,2271,"35",Ontario,"5","0",0.000,0
L9L,"35",Ontario,2230 Durham Region Health Department,21-Mar-21,27-Mar-21,0.03,1421,0.03,1429,"35",Ontario,"7","2",2.000,0.285714285714286
L9M,"35",Ontario,2260 Simcoe Muskoka District Health Unit,21-Mar-21,27-Mar-21,0.03,1649,0.03,1645,"35",Ontario,"6","0",0.000,0
M4K,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.03,2222,0.03,2225,"35",Ontario,"16","5",5.000,0.3125
M3L,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.18,2328,0.18,2328,"35",Ontario,"8","3",3.000,0.375
M3M,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.16,2346,0.16,2346,"35",Ontario,"10","3",3.000,0.3
K2C,"35",Ontario,2251 Ottawa Public Health,21-Mar-21,27-Mar-21,0.04,2319,0.05,1709,"35",Ontario,"11","1",1.000,0.0909090909090909
K2E,"35",Ontario,2251 Ottawa Public Health,21-Mar-21,27-Mar-21,0.04,1559,0.04,1559,"35",Ontario,"9","1",1.000,0.111111111111111
L3S,"35",Ontario,2270 York Region Public Health Services,21-Mar-21,27-Mar-21,0.11,1066,0.11,1066,"35",Ontario,"12","2",2.000,0.166666666666667
L3T,"35",Ontario,2270 York Region Public Health Services,21-Mar-21,27-Mar-21,0.07,1793,0.07,1793,"35",Ontario,"11","1",1.000,0.0909090909090909
L3X,"35",Ontario,2270 York Region Public Health Services,21-Mar-21,27-Mar-21,0.08,1921,0.08,1921,"35",Ontario,"8","1",1.000,0.125
M4L,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.02,2347,0.02,2347,"35",Ontario,"10","3",3.000,0.3
M4M,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.05,1989,0.05,1988,"35",Ontario,"12","4",4.000,0.333333333333333
L1R,"35",Ontario,2230 Durham Region Health Department,21-Mar-21,27-Mar-21,0.06,1984,0.06,1980,"35",Ontario,"14","1",1.000,0.0714285714285714
L1S,"35",Ontario,2230 Durham Region Health Department,21-Mar-21,27-Mar-21,0.12,1797,0.12,1800,"35",Ontario,"12","2",2.000,0.166666666666667
K9L,"35",Ontario,2255 Peterborough County-City Health Unit,21-Mar-21,27-Mar-21,0,1466,0,1466,"35",Ontario,"1","0",0.000,0
L0J,"35",Ontario,2270 York Region Public Health Services,21-Mar-21,27-Mar-21,0.16,1555,0.16,1520,"35",Ontario,"3","0",0.000,0
L0K,"35",Ontario,SHARED FSA,21-Mar-21,27-Mar-21,0.01,1661,0.01,1664,,,,,,
L0L,"35",Ontario,2260 Simcoe Muskoka District Health Unit,21-Mar-21,27-Mar-21,0.01,1842,0.01,1836,"35",Ontario,"7","2",2.000,0.285714285714286
L0M,"35",Ontario,SHARED FSA,21-Mar-21,27-Mar-21,0.03,1551,0.03,1548,"35",Ontario,"10","1",1.000,0.1
L0N,"35",Ontario,SHARED FSA,21-Mar-21,27-Mar-21,0,1554,0,1525,"35",Ontario,"1","0",0.000,0
L0P,"35",Ontario,SHARED FSA,21-Mar-21,27-Mar-21,0.04,1760,0.04,1760,"35",Ontario,"3","1",1.000,0.333333333333333
L0R,"35",Ontario,SHARED FSA,21-Mar-21,27-Mar-21,0.05,2148,0.05,2110,"35",Ontario,"30","6",6.000,0.2
L0S,"35",Ontario,2246 Niagara Region Public Health Department,21-Mar-21,27-Mar-21,0.03,1627,0.03,1626,"35",Ontario,"12","3",3.000,0.25
L1B,"35",Ontario,SHARED FSA,21-Mar-21,27-Mar-21,0.04,1930,0.04,1933,"35",Ontario,"4","1",1.000,0.25
L1C,"35",Ontario,2230 Durham Region Health Department,21-Mar-21,27-Mar-21,0.04,2120,0.04,2115,"35",Ontario,"19","0",0.000,0
L1G,"35",Ontario,2230 Durham Region Health Department,21-Mar-21,27-Mar-21,0.05,1806,0.05,1804,"35",Ontario,"20","0",0.000,0
L1H,"35",Ontario,2230 Durham Region Health Department,21-Mar-21,27-Mar-21,0.07,1619,0.07,1619,"35",Ontario,"18","2",2.000,0.111111111111111
L2A,"35",Ontario,2246 Niagara Region Public Health Department,21-Mar-21,27-Mar-21,0.02,1514,0.02,1482,"35",Ontario,"11","2",2.000,0.181818181818182
L2E,"35",Ontario,2246 Niagara Region Public Health Department,21-Mar-21,27-Mar-21,0.04,1332,0.04,1306,"35",Ontario,"18","0",0.000,0
L2G,"35",Ontario,2246 Niagara Region Public Health Department,21-Mar-21,27-Mar-21,0.04,1468,0.04,1461,"35",Ontario,"14","2",2.000,0.142857142857143
L6K,"35",Ontario,2236 Halton Region Health Department,21-Mar-21,27-Mar-21,0.05,1524,0.05,1524,"35",Ontario,"10","0",0.000,0
L7J,"35",Ontario,SHARED FSA,21-Mar-21,27-Mar-21,0.02,1822,0.02,1822,"35",Ontario,"4","0",0.000,0
L7L,"35",Ontario,2236 Halton Region Health Department,21-Mar-21,27-Mar-21,0.03,1923,0.03,1927,"35",Ontario,"19","2",2.000,0.105263157894737
L1T,"35",Ontario,2230 Durham Region Health Department,21-Mar-21,27-Mar-21,0.13,1718,0.13,1716,"35",Ontario,"12","2",2.000,0.166666666666667
L5W,"35",Ontario,2253 Peel Public Health,21-Mar-21,27-Mar-21,0.08,1431,0.08,1437,"35",Ontario,"6","1",1.000,0.166666666666667
L6A,"35",Ontario,2270 York Region Public Health Services,21-Mar-21,27-Mar-21,0.09,2164,0.09,2105,"35",Ontario,"23","3",3.000,0.130434782608696
L4X,"35",Ontario,2253 Peel Public Health,21-Mar-21,27-Mar-21,0.05,1332,0.05,1332,"35",Ontario,"8","1",1.000,0.125
L4Y,"35",Ontario,2253 Peel Public Health,21-Mar-21,27-Mar-21,0.06,1749,0.06,1749,"35",Ontario,"10","2",2.000,0.2
L4Z,"35",Ontario,2253 Peel Public Health,21-Mar-21,27-Mar-21,0.05,1478,0.05,1473,"35",Ontario,"9","2",2.000,0.222222222222222
L5A,"35",Ontario,2253 Peel Public Health,21-Mar-21,27-Mar-21,0.07,1686,0.07,1680,"35",Ontario,"21","1",1.000,0.0476190476190476
L6L,"35",Ontario,2236 Halton Region Health Department,21-Mar-21,27-Mar-21,0.03,1374,0.03,1374,"35",Ontario,"11","1",1.000,0.0909090909090909
L6M,"35",Ontario,2236 Halton Region Health Department,21-Mar-21,27-Mar-21,0.04,1554,0.04,1521,"35",Ontario,"22","1",1.000,0.0454545454545455
L6P,"35",Ontario,2253 Peel Public Health,21-Mar-21,27-Mar-21,0.15,1763,0.15,1765,"35",Ontario,"20","2",2.000,0.1
L6R,"35",Ontario,2253 Peel Public Health,21-Mar-21,27-Mar-21,0.15,1606,0.15,1600,"35",Ontario,"29","2",2.000,0.0689655172413793
M1K,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.1,2058,0.1,2058,"35",Ontario,"18","2",2.000,0.111111111111111
M2J,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.07,1582,0.07,1578,"35",Ontario,"16","2",2.000,0.125
M2K,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.07,1357,0.07,1359,"35",Ontario,"10","2",2.000,0.2
M2L,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.07,1529,0.07,1529,"35",Ontario,"5","2",2.000,0.4
M2M,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.09,1491,0.09,1482,"35",Ontario,"15","5",5.000,0.333333333333333
