name,street,city,postal,province,date,link
SHOPPERS DRUG MART #331 ,180 CORNERSTONE,CAMROSE,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #332 ,400-6655 178 ST NW,EDMONTON,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #333 ,500-2020 SHERWOOD DR,SHERWOOD PARK,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #335 ,200-5211 44 ST,LLOYDMINSTER,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #336 ,100-302 53 ST,EDSON,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #337 ,190-121 SIGNAL RD,FORT MCMURRAY,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #340 ,2-5700 HWY 2A,LACOMBE,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #341 ,WESTLAND MALL,SPRUCE GROVE,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #343 ,1 GATEWAY CROSSING,ROCKY MOUNTAIN HOUSE,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #344 ,CITY CENTRE WEST,EDMONTON,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #345 ,3939 17 AVE SW,CALGARY,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #346 ,417-2331 66 ST NW,EDMONTON,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #347 ,11-200 52 ST NE,CALGARY,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #349 ,7606 ELBOW DRIVE SW,CALGARY,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #350 ,5500 FALSBRIDGE DR NE,CALGARY,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #352 ,584 RIVERBEND SQ NW,EDMONTON,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #353 ,1000-150 MILLRISE BLVD SW,CALGARY,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #354 ,1231-3800 MEMORIAL DR NE,CALGARY,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #355 ,1790-1632 14 AVE NW,CALGARY,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #356 ,3625 SHAGANAPPI TRAIL NW,CALGARY,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #357 ,5015 50 ST,PONOKA,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #358 ,24-6455 MACLEOD TR S,CALGARY,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #359 ,135-2525 36 ST NE,CALGARY,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #360 ,5-9701 84 AVE,GRANDE PRAIRIE,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #361 ,7740 18 ST SE,CALGARY,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #362 ,102-2045 MAYOR MAGRATH DR S,LETHBRIDGE,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #363 ,162-8330 82 AVE NW,EDMONTON,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #364 ,110 COLUMBIA BLVD W,LETHBRIDGE,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #365 ,11720 JASPER AVE NW,EDMONTON,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #366 ,3812 118 AVE NW,EDMONTON,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #368 ,100-131 CENTURY CROSSING RD,SPRUCE GROVE,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #370 ,8121 118 AVE,EDMONTON,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #371 ,3945 34 ST NW,EDMONTON,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #373 ,725-500 COUNTRY HILLS BLVD NE,CALGARY,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #375 ,16504 95 ST NW,EDMONTON,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #376 ,300-85 SHAWVILLE BLVD SE,CALGARY,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #379 ,570-140 ST. ALBERT TR,ST ALBERT,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #380 ,120-550 BASELINE RD,SHERWOOD PARK,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #381 ,7469 101 AVE NW,EDMONTON,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #383 ,212 WESTMOUNT CENTRE,EDMONTON,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #384 ,100-1323 CENTRE ST NW,CALGARY,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #385 ,1436 KENSINGTON RD NW,CALGARY,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #386 ,9570 170 ST NW,EDMONTON,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #387 ,9980 137 AVE NW,EDMONTON,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #397 ,13040 137 AVE NW,EDMONTON,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #6029 ,10225 106 ST NW,EDMONTON,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #6072 ,1645 32 AVE NE,CALGARY,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #8869 ,500-8600 FRANKLIN AVE,FORT MCMURRAY,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS SIMPLY PHARMACY #3085 ,10839 23 AVE NW,EDMONTON,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS SIMPLY PHARMACY #3895 ,5014 51 ST,ST PAUL,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SIROCCO REMEDY'S RX PHARMACY ,220-1919 SIROCCO DR SW,CALGARY,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SKELTON'S PHARMACY (1983) ,424 MAYOR MAGRATH DR,LETHBRIDGE,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SLAVE LAKE APPLE DRUGS ,108 6 AVE NW,SLAVE LAKE,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SLOANE GUARDIAN PHARMACY ,280-5920 1A ST SW,CALGARY,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SMART PHARMACY ,11123 95 ST NW,EDMONTON,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SMOKY LAKE PHARMACHOICE ,134 WHITE EARTH ST,SMOKY LAKE,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SNOW'S PHARMACY INC. ,53A BROADWAY N,RAYMOND,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SOBEYS PHARMACY #1104 ,327 BLUEFOX BLVD N,LETHBRIDGE,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SOBEYS PHARMACY #1110 ,2020-11300 TUSCANY BLVD NW,CALGARY,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SOBEYS PHARMACY #1117 ,100-2335 162 AVE SW,CALGARY,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SOBEYS PHARMACY #1129 ,125-8888 COUNTRY HILLS BLVD NW,CALGARY,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SOBEYS PHARMACY #1130 ,700 CORNERSTONE,OKOTOKS,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SOBEYS PHARMACY #1139 ,200-500 COUNTRY HILLS BLVD NE,CALGARY,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SOBEYS PHARMACY #1145 ,2000-150 MILLRISE BLVD SW,CALGARY,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SOBEYS PHARMACY #1147 ,200-6380 50 AVE,RED DEER,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SOBEYS PHARMACY #1713 ,5101 17 AVE SE,CALGARY,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SOBEYS PHARMACY #3035 ,9611 167 AVE NW,EDMONTON,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SOBEYS PHARMACY #3101 ,392 ST. ALBERT RD,ST ALBERT,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SOBEYS PHARMACY #3105 ,2110 50 AVE,RED DEER,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SOBEYS PHARMACY #3143 ,5011 23 AVE NW,EDMONTON,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SOBEYS PHARMACY #3153 ,688 WYE RD,SHERWOOD PARK,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SOBEYS PHARMACY #3184 ,5802 50 ST,BEAUMONT,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SOBEYS PHARMACY #3194 ,1030 WEBBER GREENS DR NW,EDMONTON,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SOBEYS PHARMACY #5020 ,3000-356 CRANSTON RD SE,CALGARY,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SOBEYS PHARMACY #5028 ,704-19369 SHERIFF KING ST SW,CALGARY,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SOBEYS PHARMACY #5172 ,100-65 MACKENZIE WAY SW,AIRDRIE,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SOBEY'S PHARMACY #5173 ,5119 167 AVE NW,EDMONTON,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SOBEYS PHARMACY #5190 ,5309 ELLERSLIE RD SW,EDMONTON,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SOBEYS PHARMACY #5191 ,700-8 NOLAN HILLS BLVD NW,CALGARY,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SOBEYS PHARMACY #5386 ,1200-7 MAHOGANY PLAZA SE,CALGARY,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SOLUTIONS CLINICAL PHARMACY INC. ,1-2020 STRACHAN ROAD SE,MEDICINE HAT,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SOUTH BLVD PHARMACY ,4220 GATEWAY BLVD NW,EDMONTON,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SOUTH COUNTRY CO-OP LIMITED @ NORTHLANDS PHARMACY ,10 NORTHLANDS WAY NE,MEDICINE HAT,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SOUTH COUNTRY CO-OP LTD @13 AVE PHARMACY ,109-3030 13 AVE SE,MEDICINE HAT,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SOUTH COUNTRY CO-OP LTD. @TABER PHARMACY ,4926 46 AVE,TABER,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SOUTH TRAIL PHARMACY ,78-4307 130 AVE SE,CALGARY,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SOUTHBANK REMEDY'S RX ,120-158 SOUTHBANK ST,OKOTOKS,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SOUTHPORT PHARMACY ,106-10333 SOUTHPORT RD SW,CALGARY,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SOUTHVIEW PHARMACY ,109-1424 SOUTHVIEW DR SE,MEDICINE HAT,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SPRINGBOROUGH PHARMASAVE #398 ,104-30 SPRINGBOROUGH BLVD SW,CALGARY,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SPRUCE GROVE PHARMACY ,113-187 HWY 16A,SPRUCE GROVE,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SPRUCE PRO PHARMACY ,50-172 HWY 16A,SPRUCE GROVE,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SRX PHARMACY ,260-4525 MONTEREY AVE NW,CALGARY,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SRX PHARMACY #2 ,B01-8625 112 ST,EDMONTON,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
ST. ALBERT PHARMACHOICE ,102-24 INGLEWOOD DR,ST ALBERT,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
STAFFORD PHARMACY & HOME HEALTHCARE ,5-1475 ST. EDWARD BLVD N,LETHBRIDGE,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
STETTLER IDA PHARMACY ,4934 50 ST,STETTLER,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
STOKES PHARMACY ,408 4 AVE S,LETHBRIDGE,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
STONY PHARMACY ,15506 STONY PLAIN RD,EDMONTON,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
STONY PLAIN WELLNESS & COMPOUNDING PHARMACY ,106-5013 48 ST,STONY PLAIN,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
STRATHCONA PRESCRIPTION CENTRE ,8225 105 ST NW,EDMONTON,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
STRATHMORE REMEDY'S RX PHARMACY ,216 FOURTH AVE,STRATHMORE,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
STRATHMORE VALUE DRUG MART ,132 2 AVE,STRATHMORE,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
STUBBS PHARMACY ,1506 9 AVE S,LETHBRIDGE,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SUMMERSIDE PHARMACY ,3-1109 SUMMERSIDE DR SW,EDMONTON,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SUMMIT DRUG MART ,101-200 BOUDREAU RD,ST ALBERT,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SUNDRE COMMUNITY DRUG MART ,403 MAIN AVE W,SUNDRE,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SUNDRE FAMILY PHARMACY ,12-200 MAIN AVE W,SUNDRE,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SUNRIDGE PHARMACY ,93-3131 27 ST NE,CALGARY,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SUNRISE PHARMACY ,102-5001 18 ST,LLOYDMINSTER,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SUNSET RIDGE PHARMACY ,9117-101 SUNSET DR,COCHRANE,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SUPER M DRUGS (2018) ,216 CENTRE ST SE,CALGARY,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SUPER MARK DRUGS ,130-8930 JASPER AVE NW,EDMONTON,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SWITZER'S DRUGS ,224 50 ST,EDSON,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SYLVAN LAKE PHARMACY ,102-5007 46 ST,SYLVAN LAKE,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SYNERGY PHARMACY ,153-501 BETHEL DR,SHERWOOD PARK,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
TAMARACK PHARMACY & TRAVEL CLINIC ,308-9612 FRANKLIN AVE,FORT MCMURRAY,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
TARADALE PHARMACY ,525-6520 FALCONRIDGE DR NE,CALGARY,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
TAWA PHARMASAVE ,3013 66 ST NW,EDMONTON,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
TAYLOR PHARMASAVE 310 ,150-6900 TAYLOR DR,RED DEER,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
TELLIER PHARMACY ,5015 50 AVE,BONNYVILLE,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
TEMPLE MEDICAL CLINIC PHARMACY ,108-5401 TEMPLE DR NE,CALGARY,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
TERRALOSA PHARMACY ,17314 99 AVE,EDMONTON,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
THE BOYLAN PHARMASAVE #303 ,407 7 ST SW,MEDICINE HAT,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
THE CORNER DRUG STORE INC ,602 8 AVE SE,CALGARY,,Alberta,2021-04-06T04:00:00.000Z,https://web.archive.org/web/20210406182112/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
