location_code,name,city,street,X,Y,postal,fsa,type
-80.5068567343.4835025Loblaw,Drugstore Pharmacy #525,Waterloo,315 Lincoln Rd,-80.50685673,43.4835025,N2J4H7,N2J,Loblaw
-80.5084701243.4634918Pharmasave,Central Pharmasave Pharmacy,Waterloo,149 Union St E,-80.50847012,43.4634918,N2J1C4,N2J,Pharmasave
-80.5091951243.4398667Sobeys,Sobeys Pharmacy #7212,Kitchener,274 Highland Rd W,-80.50919512,43.4398667,N2M3C5,N2M,Sobeys
-80.5093087343.50451391Other/Independent,East Bridge Pharmacy,Waterloo,370 E Bridge Blvd,-80.50930873,43.50451391,N2K4P1,N2K,Other/Independent
-80.5097302243.43930699Rexall,Rexall #2477,Kitchener,324 Highland Rd W,-80.50973022,43.43930699,N2M5G2,N2M,Rexall
-80.5106027243.42520629Other/Independent,Greenbrook Pharmacy,Kitchener,421 Greenbrook Dr,-80.51060272,43.42520629,N2M4K1,N2M,Other/Independent
-80.5109021243.41574399Other/Independent,Ottawa South Compounding Pharm,Kitchener,685 Fischer-Hallman Rd,-80.51090212,43.41574399,N2E4E9,N2E,Other/Independent
-80.5114147343.4578438Other/Independent,Medical Centre Dispensary,Kitchener,18 Pine St,-80.51141473,43.4578438,N2H5Z8,N2H,Other/Independent
-80.5120790243.43781499Other/Independent,Food Basics Pharmacy #559,Kitchener,370 Highland Rd W,-80.51207902,43.43781499,N2M3C7,N2M,Other/Independent
-80.5124351343.4550753Other/Independent,Apothecare Pharmacy,Kitchener,439 Park St,-80.51243513,43.4550753,N2G1N4,N2G,Other/Independent
-80.5125002343.4708759Shoppers Drug Mart,Shoppers Drug Mart #1193,Waterloo,50 Weber St N,-80.51250023,43.4708759,N2J3G7,N2J,Shoppers Drug Mart
-80.5133190343.471737Other/Independent,Phamily Pharmacy,Waterloo,98 Weber St N,-80.51331903,43.471737,N2J3G8,N2J,Other/Independent
-80.5136075343.4580454Other/Independent,Pharmacare Pharmacy,Kitchener,944 King St W,-80.51360753,43.4580454,N2G1G4,N2G,Other/Independent
-80.5147582343.4477894Other/Independent,Belgage Pharmacy,Kitchener,525 Belmont Ave W,-80.51475823,43.4477894,N2M5E2,N2M,Other/Independent
-80.5148667343.4560242Other/Independent,Canadian Add. Treatm. Phcy. Lp,Kitchener,509 Park St,-80.51486673,43.4560242,N2G1N9,N2G,Other/Independent
-80.5152480343.4698791Sobeys,Sobeys Pharmacy # 7239,Waterloo,94 Bridgeport Rd E,-80.51524803,43.4698791,N2J2J4,N2J,Sobeys
-80.5154529343.450235Other/Independent,Belmont Drugs Pharmacy,Kitchener,564 Belmont Ave W,-80.51545293,43.450235,N2M5N6,N2M,Other/Independent
-80.5156700343.4487235Other/Independent,Belmont Park Pharmacy,Kitchener,535 Belmont Ave W,-80.51567003,43.4487235,N2M5E9,N2M,Other/Independent
-80.5156700343.4563337Other/Independent,Spark Pharmacy,Kitchener,535 Park St,-80.51567003,43.4563337,N2G1N8,N2G,Other/Independent
-80.5158871343.4703381Walmart,Wal-Mart Pharmacy,Waterloo,70 Bridgeport Rd,-80.51588713,43.4703381,N2J2J9,N2J,Walmart
-80.5163735243.41580669Shoppers Drug Mart,Shoppers Drug Mart #992,Kitchener,1400 Ottawa St S,-80.51637352,43.41580669,N2E4E2,N2E,Shoppers Drug Mart
-80.5163735243.41580669Walmart,Wal-Mart Pharmacy,Kitchener,1400 Ottawa St S,-80.51637352,43.41580669,N2E4E2,N2E,Walmart
-80.5166363243.43420439Shoppers Drug Mart,Shoppers Drug Mart #731,Kitchener,563 Highland Rd W,-80.51663632,43.43420439,N2M5K2,N2M,Shoppers Drug Mart
-80.5167386243.43552939Other/Independent,Queens Pharmacy,Kitchener,552 Highland Rd W,-80.51673862,43.43552939,N2M5G3,N2M,Other/Independent
-80.5177541343.4536725Rexall,Rexall,Kitchener,696 Belmont St W,-80.51775413,43.4536725,N2M1P2,N2M,Rexall
-80.5185791343.4652669Other/Independent,Spurline Crossing Pharmacy,Waterloo,55 Erb St E,-80.51857913,43.4652669,N2J4K8,N2J,Other/Independent
-80.5211260343.477147Other/Independent,The K-W Pharmacy,Waterloo,65 University Ave E,-80.52112603,43.477147,N2J2V9,N2J,Other/Independent
-80.5212760343.43895199Other/Independent,Medical Pharmacy,Kitchener,751 Victoria St S,-80.52127603,43.43895199,N2M5N4,N2M,Other/Independent
-80.5234326343.4636306Shoppers Drug Mart,Shoppers Drug Mart # 727,Waterloo,75 King St S,-80.52343263,43.4636306,N2J1P2,N2J,Shoppers Drug Mart
-80.5245010343.475588Other/Independent,University Pharmacy,Waterloo,240 King St N,-80.52450103,43.475588,N2J2Y7,N2J,Other/Independent
-80.5250600343.4968549Loblaw,Drugstore Pharmacy #528,Waterloo,555 Davenport Rd,-80.52506003,43.4968549,N2L6L2,N2L,Loblaw
-80.5256995343.4964333Shoppers Drug Mart,Shoppers Drug Mart #728,Waterloo,550 King St N,-80.52569953,43.4964333,N2L5W6,N2L,Shoppers Drug Mart
-80.5262185343.42933469Loblaw,Drugstore Pharmacy #2822,Kitchener,875 Highland Rd W,-80.52621853,43.42933469,N2N2Y2,N2N,Loblaw
-80.5264592343.4791059Other/Independent,Cure Plus Pharmacy,Waterloo,318 Spruce St,-80.52645923,43.4791059,N2L3M7,N2L,Other/Independent
-80.5270888343.43986249Other/Independent,Victoria Hills Pharmacy,Kitchener,101 Hazelglen Dr,-80.52708883,43.43986249,N2M5A2,N2M,Other/Independent
-80.5309525343.42939909Other/Independent,Westheights Pharmacy Inc,Kitchener,10 Wheights Dr,-80.53095253,43.42939909,N2N2A8,N2N,Other/Independent
-80.5357278343.4756084Other/Independent,Lester Street Pharmacy,Waterloo,280 Lester St,-80.53572783,43.4756084,N2L3W6,N2L,Other/Independent
-80.5361185343.41777229Pharmasave,Driftwood Pharmasave Pharmacy,Kitchener,450 Wheights Dr,-80.53611853,43.41777229,N2N2B9,N2N,Pharmasave
-80.5368532743.83205336Other/Independent,Walsh's Ida Pharmacy Ltd,Arthur,147 George St,-80.53685327,43.83205336,N0G1A0,N0G,Other/Independent
-80.5370735343.4616605Other/Independent,Westmount Place Pharmacy,Waterloo,50 Wmount Rd N,-80.53707353,43.4616605,N2L2R5,N2L,Other/Independent
-80.5387664443.4717593Pharmasave,Pharmasave,Waterloo,170 University Ave W,-80.53876644,43.4717593,N2L3E9,N2L,Pharmasave
-80.5403074443.4857768Other/Independent,Alphamed Pharmacy,Waterloo,460 Albert St,-80.54030744,43.4857768,N2L6J8,N2L,Other/Independent
-80.5410133443.4847637Other/Independent,Northfield Pharmacy,Waterloo,465 Phillip St,-80.54101334,43.4847637,N2L6C7,N2L,Other/Independent
-80.5419843443.4984985Other/Independent,North Park Pharmacy,Waterloo,99 Nfield Dr,-80.54198434,43.4984985,N2K3P9,N2K,Other/Independent
-80.5431071343.44250179Other/Independent,Beechwood Forest Pharmacy,Kitchener,890 Glasgow St,-80.54310713,43.44250179,N2N3G6,N2N,Other/Independent
-80.5447688343.44252349Rexall,Rexall,Kitchener,851 Fischer-Hallman Rd,-80.54476883,43.44252349,N2M5J8,N2M,Rexall
-80.5459129443.4717512Other/Independent,Student Health Pharmacy,Waterloo,200 University Ave W,-80.54591294,43.4717512,N2L3G1,N2L,Other/Independent
-80.5459719443.4546567Other/Independent,Erb St Ida Pharmacy,Waterloo,347 Erb St W,-80.54597194,43.4546567,N2L1W4,N2L,Other/Independent
-80.5481710443.50818171Walmart,Wal-Mart Pharmacy,Waterloo,335 Farmers Market Rd,-80.54817104,43.50818171,N2V0A4,N2V,Walmart
-80.5482723443.4966719Shoppers Drug Mart,Shoppers Drug Mart #1090,Waterloo,190 Nfield Dr W,-80.54827234,43.4966719,N2L0C7,N2L,Shoppers Drug Mart
-80.5495743443.4987928Other/Independent,Sobey's Pharmacy #7273,Waterloo,640 Parkside Dr,-80.54957434,43.4987928,N2L0C7,N2L,Other/Independent
-80.5508070144.26132724Other/Independent,Flesherton Pharmacy,Flesherton,7 Durham St,-80.55080701,44.26132724,N0C1E0,N0C,Other/Independent
-80.5509198543.54416991Other/Independent,Martin's Pharmacy St Jacobs,St. Jacobs,10 Parkside Dr,-80.55091985,43.54416991,N0B2N0,N0B,Other/Independent
-80.5509441443.4964275Rexall,Rexall #2469,Waterloo,585 Weber St,-80.55094414,43.4964275,N2V1V8,N2V,Rexall
-80.5525653243.23695196Other/Independent,Drumbo Pharmacy,Drumbo,4 Wilmot St N,-80.55256532,43.23695196,N0J1G0,N0J,Other/Independent
-80.5532170443.51342401Other/Independent,Waterloo St Jacob's Pharmacy,St. Jacobs,820 King St N,-80.55321704,43.51342401,N2J4G8,N2J,Other/Independent
-80.5532755443.42431109Shoppers Drug Mart,Shoppers Drug Mart #1438,Kitchener,235 Ira Needles Blvd,-80.55327554,43.42431109,N2N0B2,N2N,Shoppers Drug Mart
-80.5532755443.42431109Sobeys,Sobeys Pharmacy #7259,Kitchener,235 Ira Needles Blvd,-80.55327554,43.42431109,N2N0A6,N2N,Sobeys
-80.5534805443.4534005Other/Independent,Beechwood Wellness Pharmacy,Waterloo,420 Erb St W,-80.55348054,43.4534005,N2L1W8,N2L,Other/Independent
-80.5553403443.4529967Loblaw,Loblaw Pharmacy #524,Waterloo,450 Erb St W,-80.55534034,43.4529967,N2T1H4,N2T,Loblaw
-80.5572995543.60019122Shoppers Drug Mart,Shoppers Drug Mart #1088,Elmira,11 Arthur St N,-80.55729955,43.60019122,N3B1Z4,N3B,Shoppers Drug Mart
-80.5582049443.43301249Walmart,Wal-Mart Pharmacy,Kitchener,100 The Boardwalk,-80.55820494,43.43301249,N2N0B1,N2N,Walmart
-80.5583845543.60024412Other/Independent,Woolwich Total Health Pharmacy,Elmira,10 Church St W,-80.55838455,43.60024412,N3B1M3,N3B,Other/Independent
-80.5592741543.59758402Other/Independent,Elmira Remedy's Rx Pharmacy,Elmira,75 Arthur St S,-80.55927415,43.59758402,N3B2M8,N3B,Other/Independent
-80.5600337443.43786289Other/Independent,Cooks Pharmacy,Waterloo,520 University Ave,-80.56003374,43.43786289,N2T2Z6,N2T,Other/Independent
-80.5621600543.58973222Other/Independent,Food Basics Pharmacy #510,Elmira,232 Arthur St S,-80.56216005,43.58973222,N3B2P2,N3B,Other/Independent
-80.5640846443.43877509Other/Independent,The Boardwalk Pharmacy,Waterloo,430 The Boardwalk,-80.56408464,43.43877509,N2J3Z4,N2J,Other/Independent
-80.5680142443.4679668Sobeys,Sobeys Pharmacy #7218,Waterloo,450 Columbia St W,-80.56801424,43.4679668,N2T2W1,N2T,Sobeys
-80.5703181543.4767294Other/Independent,Remedy's Rx 517,Waterloo,250 Laurelwood Dr,-80.57031815,43.4767294,N2J0E2,N2J,Other/Independent
-80.5734083443.44592479Shoppers Drug Mart,Shoppers Drugmart #730,Waterloo,658 Erb St W,-80.57340834,43.44592479,N2T2Z7,N2T,Shoppers Drug Mart
-80.5815667543.44407749Costco,Costco Pharmacy #1248,Waterloo,930 Erb St W,-80.58156675,43.44407749,N2J3Z4,N2J,Costco
-80.5863686544.59753919Other/Independent,Meaford Ida Pharmacy,Meaford,334 Sykes St,-80.58636865,44.59753919,N4L1X1,N4L,Other/Independent
-80.5923363644.60770259Rexall,Rexall #8196,Meaford,54 Sykes St N,-80.59233636,44.60770259,N4L1R2,N4L,Rexall
-80.5929649651.26248601Other/Independent,Moose Factory Pharmacy,Moose Factory,107 Jonathon Cheechoo Dr,-80.59296496,51.26248601,P0L1W0,P0L,Other/Independent
-80.5931955543.4707272Pharmasave,Laurelwood Pharmasave,Waterloo,645 Laurelwood Dr,-80.59319555,43.4707272,N2V2W9,N2V,Pharmasave
-80.5934357543.4722786Shoppers Drug Mart,Shoppers Drug Mart #1440,Waterloo,600 Laurelwood Dr,-80.59343575,43.4722786,N2V0A2,N2V,Shoppers Drug Mart
-80.5981275142.98846971Shoppers Drug Mart,Shoppers Drug Mart #1175,Norwich,19 Stover St N,-80.59812751,42.98846971,N0J1P0,N0J,Shoppers Drug Mart
-80.5983839142.98761571Pharmasave,Norwich Pharmacy Pharmasave,Norwich,24 Main St W,-80.59838391,42.98761571,N0J1P0,N0J,Pharmasave
-80.6231009543.30320917Guardian,Plattsville Guardian Pharmacy,Plattsville,47 Albert St W,-80.62310095,43.30320917,N0J1S0,N0J,Guardian
-80.6261759246.10620844Other/Independent,Pharmacie Alban Pharmacy,French River,24 Delamere Rd,-80.62617592,46.10620844,P0M1A0,P0M,Other/Independent
-80.6434011851.2731854Other/Independent,Northern Pharmacy,Moosonee,20 First St,-80.64340118,51.2731854,P0L1Y0,P0L,Other/Independent
-80.6487110544.31944344Other/Independent,Markdale Pharmacy,Markdale,29 Toronto St N,-80.64871105,44.31944344,N0C1H0,N0C,Other/Independent
-80.6697522743.40438108Other/Independent,Baden Village Pharmacy,Baden,18 Sniders Rd,-80.66975227,43.40438108,N3A0A7,N3A,Other/Independent
-80.6834681548.75938535Other/Independent,Iroquois Falls Pharmacy,Iroquois Falls,125 Ambridge Dr,-80.68346815,48.75938535,P0K1G0,P0K,Other/Independent
-80.6846110548.75945225Other/Independent,R.X Drug Mart,Iroquois Falls,201 Ambridge Dr,-80.68461105,48.75945225,P0K1G0,P0K,Other/Independent
-80.6848346548.75840245Other/Independent,Family Care Pharmacy,Iroquois Falls,190 Main St,-80.68483465,48.75840245,P0K1G0,P0K,Other/Independent
-80.6910313342.85487648Other/Independent,Tillsonburg Remedy's Rx,Tillsonburg,400 Simcoe St,-80.69103133,42.85487648,N4G4X1,N4G,Other/Independent
-80.7035087843.37046277Loblaw,Loblaw Pharmacy # 4334,New Hamburg,1540 Haysville Rd,-80.70350878,43.37046277,N3A0A2,N3A,Loblaw
-80.7111077843.37815337Other/Independent,Cook's Pharmacy,New Hamburg,75 Huron St,-80.71110778,43.37815337,N3A1K1,N3A,Other/Independent
-80.7111328843.37975667Other/Independent,Town Square Pharmacy,New Hamburg,100 Mill St,-80.71113288,43.37975667,N3A1R1,N3A,Other/Independent
-80.7279676442.86150068Walmart,Wal-Mart Pharmacy,Tillsonburg,170 Broadway,-80.72796764,42.86150068,N4G5A8,N4G,Walmart
-80.7281543442.86217878Shoppers Drug Mart,Shoppers Drug Mart 1176,Tillsonburg,200 Broadway St,-80.72815434,42.86217878,N4G5A7,N4G,Shoppers Drug Mart
-80.7287340442.86122398Other/Independent,Coward Pharmacy Ltd.,Tillsonburg,165 Broadway St,-80.72873404,42.86122398,N4G3P9,N4G,Other/Independent
-80.7298003743.13487563Other/Independent,Springbank Dspnsry Phmsve 924,Woodstock,35 Springbank Ave,-80.72980037,43.13487563,N4S7P6,N4S,Other/Independent
-80.7313160743.13541213Loblaw,Loblaw Pharmacy #579,Woodstock,969 Dundas St,-80.73131607,43.13541213,N4S1H2,N4S,Loblaw
-80.7326152743.13484193Shoppers Drug Mart,Shoppers Drug Mart #1172,Woodstock,959 Dundas St E,-80.73261527,43.13484193,N4S1H2,N4S,Shoppers Drug Mart
-80.7337938743.13388103Other/Independent,Trusty Care Pharmacy,Woodstock,925 Dundas St,-80.73379387,43.13388103,N4S8V3,N4S,Other/Independent
-80.7343206643.11548363Walmart,Wal-Mart Pharmacy,Woodstock,499 Norwich Ave,-80.73432066,43.11548363,N4S9A2,N4S,Walmart
-80.7352128443.98121138Other/Independent,Walsh's Ida Pharmacy MT.FOREST,Mount Forest,129 Main St S,-80.73521284,43.98121138,N0G2L0,N0G,Other/Independent
-80.7361879443.98246858Other/Independent,Mount Forest Pharmacy,Mount Forest,154 Main St N,-80.73618794,43.98246858,N0G2L0,N0G,Other/Independent
-80.7376450743.14622853Rexall,Rexall #6901,Woodstock,379 Springbank Ave N,-80.73764507,43.14622853,N4T1H3,N4T,Rexall
-80.7398902743.12070973Other/Independent,All About Health,Woodstock,360 Norwich Ave,-80.73989027,43.12070973,N4S3W2,N4S,Other/Independent
-80.7432719543.98760558Loblaw,Drugstore Pharmacy # 4198,Mount Forest,504 Main St N,-80.74327195,43.98760558,N0G2L1,N0G,Loblaw
-80.7454137542.87773878Other/Independent,Tillsonburg Care Pharmacy,Tillsonburg,594 Broadway St,-80.74541375,42.87773878,N4G3S8,N4G,Other/Independent
-80.7462985743.13084713Rexall,Rexall #6912,Woodstock,706 Dundas St,-80.74629857,43.13084713,N4S1E7,N4S,Rexall
-80.7485933743.13490223Other/Independent,Huron Str Dspnsry Phrmsve 937,Woodstock,95 Huron St,-80.74859337,43.13490223,N4S6Z5,N4S,Other/Independent
-80.7500654743.14418503Other/Independent,Medical Pharmacy,Woodstock,729 Devonshire Ave,-80.75006547,43.14418503,N4S5R3,N4S,Other/Independent
-80.7522301743.13211793Other/Independent,Princess Pharmacy,Woodstock,600 Princess St,-80.75223017,43.13211793,N4S4H4,N4S,Other/Independent
-80.7538991743.10656502Pharmasave,Pharmasave (At Woodstock G.H.),Woodstock,310 Juliana Dr,-80.75389917,43.10656502,N4V0A1,N4V,Pharmasave
-80.7564125743.12876713Other/Independent,Access Care Pharmacy,Woodstock,35 Metcalf St,-80.75641257,43.12876713,N4S3E6,N4S,Other/Independent
-80.7575985743.13653513Other/Independent,The Dispensary,Woodstock,510 Ingersoll Ave,-80.75759857,43.13653513,N4S4X9,N4S,Other/Independent
-80.7576202743.13020813Other/Independent,Woodstock Medical Pharmacy,Woodstock,461 Dundas St,-80.75762027,43.13020813,N4S1C2,N4S,Other/Independent
-80.7629233843.12979343Shoppers Drug Mart,Shoppers Drug Mart #1171,Woodstock,333 Dundas St,-80.76292338,43.12979343,N4S1B5,N4S,Shoppers Drug Mart
-80.7639189843.12585493Other/Independent,Pharmacy Corner-Woodstock,Woodstock,300 Main St,-80.76391898,43.12585493,N4S1T3,N4S,Other/Independent
-80.7646290143.47759749Other/Independent,Cook's Pharmacy,Wellesley,1201 Queens Bush Rd,-80.76462901,43.47759749,N0B2T0,N0B,Other/Independent
-80.8068410542.64711974Other/Independent,Port Burwell Pharmacy,Port Burwell,41 Robinson St,-80.80684105,42.64711974,N0J1T0,N0J,Other/Independent
-80.8184225944.17724521Other/Independent,Rx Drug Mart #5003,Durham,207 Garafraxa St,-80.81842259,44.17724521,N0G1R0,N0G,Other/Independent
-80.8285849944.17986591Other/Independent,Whole Health Durham Apothecary,Durham,320 College St N,-80.82858499,44.17986591,N0G1G0,N0G,Other/Independent
-80.8363516243.32053496Other/Independent,Tavistock Pharmacy,Tavistock,17 Woodstock St S,-80.83635162,43.32053496,N0B2R0,N0B,Other/Independent
-80.8460057346.49422759Other/Independent,Coniston Pharmacy,Greater Sudbury,24 Amanda St,-80.84600573,46.49422759,P0M1M0,P0M,Other/Independent
-80.8502119743.83428355Other/Independent,The Prescription Shoppe,Palmerston,237 Main St W,-80.85021197,43.83428355,N0G2P0,N0G,Other/Independent
-80.8713857843.91300486Other/Independent,Acheson Pharmacy,Minto,16 Elora St S,-80.87138578,43.91300486,N0G1Z0,N0G,Other/Independent
-80.8755435546.549225Other/Independent,Nickel Centre Pharmacy,Greater Sudbury,3098 Falconbridge Hwy,-80.87554355,46.549225,P3L1P5,P3L,Other/Independent
-80.882748243.03743401Pharmasave,Ingersoll Pharmasave,Ingersoll,19 King St,-80.8827482,43.03743401,N5C1G3,N5C,Pharmasave
-80.88286243.03826601Other/Independent,Youngs Pharmacy,Ingersoll,136 Thames St S,-80.882862,43.03826601,N5C2T4,N5C,Other/Independent
-80.8852089143.04095001Other/Independent,Ingersoll Medical Pharmacy,Ingersoll,17 Thames St S,-80.88520891,43.04095001,N5C2S8,N5C,Other/Independent
-80.8872457143.04278761Shoppers Drug Mart,Shoppers Drug Mart #1174,Ingersoll,120 Thames St N,-80.88724571,43.04278761,N5C4B1,N5C,Shoppers Drug Mart
-80.8932912143.0317725Other/Independent,Ingersoll Remedy's Rx,Ingersoll,273 King St W,-80.89329121,43.0317725,N5C2K9,N5C,Other/Independent
-80.9032601546.43239328Loblaw,Loblaw Pharmacy#4086,Greater Sudbury,5200 Ontario 69,-80.90326015,46.43239328,P3P1Z3,P3P,Loblaw
-80.9034028546.43257808Shoppers Drug Mart,Shoppers Drug Mart#1181,Greater Sudbury,5118 Ontario 69,-80.90340285,46.43257808,P3P1B9,P3P,Shoppers Drug Mart
-80.9034676546.43245248Other/Independent,Valley Plaza Pharmacy,Greater Sudbury,5085 Ontario 69,-80.90346765,46.43245248,P3P1J6,P3P,Other/Independent
-80.9034676546.43245248Pharmasave,Valley Plaza Phcy Pharmasave,Greater Sudbury,5085 Ontario 69,-80.90346765,46.43245248,P3P1P7,P3P,Pharmasave
-80.9112265644.57346837Walmart,Wal-Mart Pharmacy,Owen Sound,1555 18th Ave E,-80.91122656,44.57346837,N4K6Y3,N4K,Walmart
-80.9171012644.57418777Pharmasave,Pharmasave Sally's Pharmacy,Owen Sound,1565 16th St E,-80.91710126,44.57418777,N4K5N3,N4K,Pharmasave
-80.9222209643.5661249Other/Independent,Village Pharmacy,Milverton,8 Main St N,-80.92222096,43.5661249,N0K1M0,N0K,Other/Independent
-80.9235818644.57331947Shoppers Drug Mart,Shoppers Drug Mart,Owen Sound,1183 16th St E,-80.92358186,44.57331947,N4K1Z4,N4K,Shoppers Drug Mart
-80.9245755644.57467547Loblaw,Loblaw Pharmacy #563,Owen Sound,1150 16th St E,-80.92457556,44.57467547,N4K1Z3,N4K,Loblaw
-80.9272077946.70981162Other/Independent,Lalonde's Pharmacy,Capreol,23 Young St,-80.92720779,46.70981162,P0M1H0,P0M,Other/Independent
-80.9275996644.57017497Rexall,Rexall Pharma Plus #2312,Owen Sound,1507 9th Ave E,-80.92759966,44.57017497,N4K3E9,N4K,Rexall
-80.9281392646.52131119Other/Independent,Medisystem Pharmacy #6031,Greater Sudbury,1899 Lasalle Blvd,-80.92813926,46.52131119,P3A2A3,P3A,Other/Independent
-80.9312367646.52180179Other/Independent,Lasalle Clinic Pharmacy,Greater Sudbury,1813 Lasalle Blvd,-80.93123676,46.52180179,P3A2A3,P3A,Other/Independent
-80.9353648646.49025588Rexall,Rexall #6927,Greater Sudbury,1975 Bancroft Dr,-80.93536486,46.49025588,P3B1T1,P3B,Rexall
-80.9395729746.52168469Loblaw,Drugstore Pharmacy #2803,Greater Sudbury,1485 Lasalle Blvd,-80.93957297,46.52168469,P3A5H7,P3A,Loblaw
-80.9396947744.56398947Other/Independent,Medical Pharmacy,Owen Sound,345 8th St E,-80.93969477,44.56398947,N4K1L3,N4K,Other/Independent
-80.9405601744.56903047Pharmasave,Turbitt Pharmacy Pharmasave,Owen Sound,104 Grey Rd,-80.94056017,44.56903047,N4K5R7,N4K,Pharmasave
-80.9410434746.52234059Other/Independent,Good Guys Pharmacy,Greater Sudbury,1536 Lasalle Blvd,-80.94104347,46.52234059,P3A1Y7,P3A,Other/Independent
-80.9426750744.56703627Other/Independent,Pharma Plus #2311,Owen Sound,963 Second Ave E,-80.94267507,44.56703627,N4K2H5,N4K,Other/Independent
-80.9434555746.52088159Other/Independent,Vitaheal Pharmacy,Greater Sudbury,1100 Barrydowne Rd,-80.94345557,46.52088159,P3A3V3,P3A,Other/Independent
-80.9444459744.57319657Rexall,Rexall #8187,Owen Sound,1415 1st Ave W,-80.94444597,44.57319657,N4K4K8,N4K,Rexall
-80.9448778744.56834277Shoppers Drug Mart,Shoppers Drug Mart #1002,Owen Sound,100 10th St W,-80.94487787,44.56834277,N4K3P9,N4K,Shoppers Drug Mart
-80.9454659746.50815509Rexall,Rexall,Greater Sudbury,555 Barrydowne Rd,-80.94546597,46.50815509,P3A3T4,P3A,Rexall
-80.9455274543.36995286Pharmasave,Stratford Pharmasave,Stratford,1067 Ontario St,-80.94552745,43.36995286,N5A6W6,N5A,Pharmasave
-80.9459367646.43348827Other/Independent,Val-Est Pharmacy,Greater Sudbury,3179 Hwy 69,-80.94593676,46.43348827,P3N1S5,P3N,Other/Independent
-80.9459663646.43349147Rexall,Rexall #6950,Greater Sudbury,3080 Hwy 69,-80.94596636,46.43349147,P3N1N7,P3N,Rexall
-80.9459812646.43349307Other/Independent,Valley Prescription Centre Ltd,Greater Sudbury,2956 Hwy 69,-80.94598126,46.43349307,P3N1E3,P3N,Other/Independent
-80.9462337746.50325869Costco,Costco Pharmacy #257,Greater Sudbury,1465 Kingsway,-80.94623377,46.50325869,P3B0A5,P3B,Costco
-80.9462427746.51997469Shoppers Drug Mart,Shoppers Drug Mart # 670,Greater Sudbury,1349 Lasalle Blvd,-80.94624277,46.51997469,P3A1Z2,P3A,Shoppers Drug Mart
-80.9462427746.51997469Walmart,Wal-Mart Pharmacy,Greater Sudbury,1349 Lasalle Blvd,-80.94624277,46.51997469,P3A1Z2,P3A,Walmart
-80.9489376643.37207876Walmart,Wal-Mart Pharmacy,Stratford,920 Ontario St,-80.94893766,43.37207876,N5A3K1,N5A,Walmart
-80.9491261746.52234149Other/Independent,Health Care Pharmacy,Greater Sudbury,1276 Lasalle Blvd,-80.94912617,46.52234149,P3A1Y8,P3A,Other/Independent
-80.9493145543.36944336Other/Independent,Food Basics Pharmacy #508,Stratford,925 Ontario St,-80.94931455,43.36944336,N5A6W5,N5A,Other/Independent
-80.9512982746.49124528Other/Independent,Lakeside Pharmacy,Greater Sudbury,1485 Bancroft Dr,-80.95129827,46.49124528,P3B1R6,P3B,Other/Independent
-80.9514894643.36985516Loblaw,Drugstore Pharmacy #557,Stratford,865 Ontario St,-80.95148946,43.36985516,N5A7Y2,N5A,Loblaw
-80.9515405943.73251872Shoppers Drug Mart,Shoppers Drug Mart #1007,Listowel,210 Wallace Ave N,-80.95154059,43.73251872,N4W1K9,N4W,Shoppers Drug Mart
-80.9538518943.73239262Other/Independent,Listowel Pharmacy,Listowel,130 Argyle Ave N,-80.95385189,43.73239262,N4W1M8,N4W,Other/Independent
-80.9539069746.52237629Other/Independent,Remedy's Rx,Greater Sudbury,1122 Lasalle Blvd,-80.95390697,46.52237629,P3A1Y4,P3A,Other/Independent
-80.9597225744.56674417Other/Independent,Owen Sound Ida Pharmacy,Owen Sound,810 10th St W,-80.95972257,44.56674417,N4K3S1,N4K,Other/Independent
-80.9601915846.52297709Metro,Metro Pharmacy #539,Greater Sudbury,900 Lasalle Blvd,-80.96019158,46.52297709,P3A5W8,P3A,Metro
-80.9611159643.36758666Other/Independent,Stratford Medical Pharmacy,Gads Hill,444 Douro St,-80.96111596,43.36758666,N5A0E6,N5A,Other/Independent
-80.9627205846.52265559Rexall,Rexall #6939,Greater Sudbury,848 Lasalle Blvd,-80.96272058,46.52265559,P3A1X5,P3A,Rexall
-80.9676793744.56329817Loblaw,Drugstore Pharmacy 4277,Owen Sound,1020 10th St W,-80.96767937,44.56329817,N4K5S1,N4K,Loblaw
-80.9684721943.73057412Other/Independent,Listowel Remedy's Rx,Listowel,600 Mitchell Rd,-80.96847219,43.73057412,N4W3T1,N4W,Other/Independent
-80.9684721943.73057412Walmart,Wal-Mart Pharmacy,Listowel,600 Mitchell Rd S,-80.96847219,43.73057412,N4W3T1,N4W,Walmart
-80.9775234643.37083306Shoppers Drug Mart,Shoppers Drug Mart #1097,Stratford,211 Ontario St,-80.97752346,43.37083306,N5A3H3,N5A,Shoppers Drug Mart
-80.9821054142.78542356Loblaw,Drug Store Pharmacy #4132,Aylmer,657 John St,-80.98210541,42.78542356,N5H3J1,N5H,Loblaw
-80.9821597142.77310235Other/Independent,Hills Pharmacy,Aylmer,35 Talbot St E,-80.98215971,42.77310235,N5H1H3,N5H,Other/Independent
-80.9826668743.37044506Other/Independent,Sinclair Pharmacy,Stratford,12 Wellington St,-80.98266687,43.37044506,N5A7V4,N5A,Other/Independent
-80.9827041142.77280315Other/Independent,Aylmer Ida Pharmacy,Aylmer,6 Talbot St E,-80.98270411,42.77280315,N5H1H4,N5H,Other/Independent
