location_code,name,city,province,covid_site,street,date,X,Y,postal,fsa,type
53.5132382-113.320982Other/Independent,LONDON DRUGS #20,SHERWOOD PARK,Alberta,Yes,999 FIR ST,2021-04-06,53.5132382,-113.320982,,,Other/Independent
53.513302-113.3163351Other/Independent,SAVE-ON-FOODS PHARMACY #6663,SHERWOOD PARK,Alberta,Yes,81 FIR ST,2021-04-06,53.513302,-113.3163351,,,Other/Independent
53.5134193-113.4079613Other/Independent,MEDICAL PHARMACY #61,EDMONTON,Alberta,Yes,4326 76 AVE NW,2021-04-06,53.5134193,-113.4079613,,,Other/Independent
53.5134297-113.3243891Other/Independent,SAFEWAY PHARMACY #8874,SHERWOOD PARK,Alberta,Yes,985 FIR ST,2021-04-06,53.5134297,-113.3243891,,,Other/Independent
53.5138535-113.4579477Other/Independent,PATIENT CARE PHARMACY,EDMONTON,Alberta,Yes,7707 85 ST NW,2021-04-06,53.5138535,-113.4579477,,,Other/Independent
53.5144504-113.2947282Other/Independent,BRENTWOOD PHARMASAVE,SHERWOOD PARK,Alberta,Yes,101-50 BRENTWOOD BLVD,2021-04-06,53.5144504,-113.2947282,,,Other/Independent
53.515842-113.498676Other/Independent,SCONA PHARMACY,EDMONTON,Alberta,Yes,10429 80 AVE NW,2021-04-06,53.515842,-113.498676,,,Other/Independent
53.5166471-113.4963442Other/Independent,SHOPPERS DRUG MART #2418,EDMONTON,Alberta,Yes,8065 104 ST NW,2021-04-06,53.5166471,-113.4963442,,,Other/Independent
53.5175994-113.4939177IDA,HEALTH PLUS IDA PHARMACY,EDMONTON,Alberta,Yes,8132 102 ST NW,2021-04-06,53.5175994,-113.4939177,,,IDA
53.5176725-113.6373716IDA,PRIMROSE IDA PHARMACY,EDMONTON,Alberta,Yes,8462 182 ST,2021-04-06,53.5176725,-113.6373716,,,IDA
53.5177839-113.4682583Other/Independent,MEDI-DRUGS MILLCREEK,EDMONTON,Alberta,Yes,9117 82 AVE NW,2021-04-06,53.5177839,-113.4682583,,,Other/Independent
53.5178033-113.5125142Other/Independent,SHOPPERS DRUG MART #312,EDMONTON,Alberta,Yes,10907 82 AVE NW,2021-04-06,53.5178033,-113.5125142,,,Other/Independent
53.5178719-113.566759Other/Independent,BETTER LIFE HOME MEDICAL,EDMONTON,Alberta,Yes,14250 85 AVE,2021-04-06,53.5178719,-113.566759,,,Other/Independent
53.5183744-113.4542028Other/Independent,BONNIE DOON PHARMACY,EDMONTON,Alberta,Yes,8130 82 AVE NW,2021-04-06,53.5183744,-113.4542028,,,Other/Independent
53.5183918-113.4685695Other/Independent,MEDICINE SHOPPE PHARMACY 328,EDMONTON,Alberta,Yes,9122 82 AVE NW,2021-04-06,53.5183918,-113.4685695,,,Other/Independent
53.5184161-113.5173537Other/Independent,GARNEAU PHARMASAVE,EDMONTON,Alberta,Yes,102-11044 82 AVE NW,2021-04-06,53.5184161,-113.5173537,,,Other/Independent
53.518452-113.4905271Other/Independent,PHARMACY ON WHYTE,EDMONTON,Alberta,Yes,10050 82 AVE NW,2021-04-06,53.518452,-113.4905271,,,Other/Independent
53.518656-113.52034Other/Independent,MEDICINE SHOPPE PHARMACY 185,EDMONTON,Alberta,Yes,8219 112 ST NW,2021-04-06,53.518656,-113.52034,,,Other/Independent
53.5187118-113.6888187Other/Independent,COSTCO PHARMACY #1112,EDMONTON,Alberta,Yes,7259 WINTERBURN RD NW,2021-04-06,53.5187118,-113.6888187,,,Other/Independent
53.5187803-113.5136245Other/Independent,SAFEWAY PHARMACY #8895,EDMONTON,Alberta,Yes,10930 82 AVE NW,2021-04-06,53.5187803,-113.5136245,,,Other/Independent
53.5187961-113.4999946Other/Independent,STRATHCONA PRESCRIPTION CENTRE,EDMONTON,Alberta,Yes,8225 105 ST NW,2021-04-06,53.5187961,-113.4999946,,,Other/Independent
53.5190509-113.5960073Other/Independent,MEDICINE SHOPPE PHARMACY 115,EDMONTON,Alberta,Yes,15819 87 AVE NW,2021-04-06,53.5190509,-113.5960073,,,Other/Independent
53.51914-113.456692Other/Independent,SHOPPERS DRUG MART #363,EDMONTON,Alberta,Yes,162-8330 82 AVE NW,2021-02-25,53.51914,-113.456692,,,Other/Independent
53.5192283-113.4573064Other/Independent,SAFEWAY PHARMACY #8898,EDMONTON,Alberta,Yes,185-8330 82 AVE NW,2021-04-11,53.5192283,-113.4573064,,,Other/Independent
53.5195067-113.5903231Other/Independent,WAL-MART PHARMACY #1149,EDMONTON,Alberta,Yes,156 ST & 87 AVE NW,2021-04-11,53.5195067,-113.5903231,,,Other/Independent
53.5199336-113.5969485Other/Independent,MEADOWLARK PHARMACY,EDMONTON,Alberta,Yes,8704A MEADOWLARK RD,2021-04-06,53.5199336,-113.5969485,,,Other/Independent
53.5206855-113.5933513Other/Independent,SAFEWAY PHARMACY #8855,EDMONTON,Alberta,Yes,254 MEADOWLARK HEALTH CTR,2021-02-25,53.5206855,-113.5933513,,,Other/Independent
53.5208824-113.5785637Other/Independent,LYNNWOOD PHARMASAVE,EDMONTON,Alberta,Yes,8764 149 ST NW,2021-04-06,53.5208824,-113.5785637,,,Other/Independent
53.5219146-113.6242319Other/Independent,CRESTWOOD APOTHECARY (PHARMACY),EDMONTON,Alberta,Yes,9648142 ST NW,2021-04-06,53.5219146,-113.6242319,,,Other/Independent
53.522142-113.6240943Other/Independent,WEST EDMONTON MALL PHARMASAVE #331,EDMONTON,Alberta,Yes,2031-8882 170 ST NW,2021-04-11,53.522142,-113.6240943,,,Other/Independent
53.5226169-113.520446Other/Independent,SRX PHARMACY #2,EDMONTON,Alberta,Yes,B01-8625 112 ST,2021-04-06,53.5226169,-113.520446,,,Other/Independent
53.5235495-113.6263698Other/Independent,LONDON DRUGS #26,EDMONTON,Alberta,Yes,1494-8882 170 ST NW,2021-04-06,53.5235495,-113.6263698,,,Other/Independent
53.5241243-113.6393518Other/Independent,SHOPPERS DRUG MART #2470,EDMONTON,Alberta,Yes,18224 89 AVE,2021-04-06,53.5241243,-113.6393518,,,Other/Independent
53.5242823-113.6698969Other/Independent,SOBEYS PHARMACY #3194,EDMONTON,Alberta,Yes,1030 WEBBER GREENS DR NW,2021-04-06,53.5242823,-113.6698969,,,Other/Independent
53.5248878-113.4266618Other/Independent,REXALL #7296,EDMONTON,Alberta,Yes,6104 90 AVE NW,2021-02-25,53.5248878,-113.4266618,,,Other/Independent
53.5250385-113.6697327Other/Independent,SHOPPERS DRUG MART #2385,EDMONTON,Alberta,Yes,1024 WEBBER GREENS DR NW,2021-02-25,53.5250385,-113.6697327,,,Other/Independent
53.5253367-113.5273898Other/Independent,UNIVERSITY HEALTH CENTRE PHARMACY,EDMONTON,Alberta,Yes,1-10 STUDENTS UNION BLDG,2021-04-06,53.5253367,-113.5273898,,,Other/Independent
53.5257136-113.4434892Other/Independent,PHARMASAVE HOLYROOD,EDMONTON,Alberta,Yes,9020 75 ST NW,2021-04-06,53.5257136,-113.4434892,,,Other/Independent
53.5263223-113.6174142Other/Independent,EDMONTON PHARMACY,EDMONTON,Alberta,Yes,168-17010 90 AVE NW,2021-04-06,53.5263223,-113.6174142,,,Other/Independent
53.5269157-113.5782722Other/Independent,VIC'S SUPER DRUGS,EDMONTON,Alberta,Yes,9202 149 ST NW,2021-04-06,53.5269157,-113.5782722,,,Other/Independent
53.5270317-113.2969307Other/Independent,ROSEWOOD PHARMACY,SHERWOOD PARK,Alberta,Yes,120-201 FESTIVAL WAY,2021-04-06,53.5270317,-113.2969307,,,Other/Independent
53.5276265-113.2983392Other/Independent,MINT HEALTH + DRUGS: FESTIVAL PLACE,SHERWOOD PARK,Alberta,Yes,165-161 FESTIVAL WAY,2021-04-06,53.5276265,-113.2983392,,,Other/Independent
53.5283295-114.0074323Other/Independent,MINT HEALTH + DRUGS MAIN STREET,STONY PLAIN,Alberta,Yes,5106 50 ST,2021-03-13,53.5283295,-114.0074323,,,Other/Independent
53.528786-114.0012831Other/Independent,MY DAY PHARMACY,STONY PLAIN,Alberta,Yes,105-5101 48 ST,2021-04-06,53.528786,-114.0012831,,,Other/Independent
53.528956-114.007623Other/Independent,SAM'S PHARMACY,STONY PLAIN,Alberta,Yes,5012 50 ST,2021-04-06,53.528956,-114.007623,,,Other/Independent
53.5290179-113.2937266Other/Independent,SAFEWAY PHARMACY #8924,SHERWOOD PARK,Alberta,Yes,110-2020 SHERWOOD DR,2021-03-13,53.5290179,-113.2937266,,,Other/Independent
53.5291989-114.0011195Other/Independent,STONY PLAIN WELLNESS & COMPOUNDING PHARMACY,STONY PLAIN,Alberta,Yes,106-5013 48 ST,2021-04-06,53.5291989,-114.0011195,,,Other/Independent
53.5296993-113.6863939Other/Independent,SAVE-ON-FOODS PHARMACY #6672-LEWIS ESTATES,EDMONTON,Alberta,Yes,1264 WEBBER GREENS DR NW,2021-04-11,53.5296993,-113.6863939,,,Other/Independent
53.5301789-114.005791Other/Independent,CO-OP PHARMACY STONY PLAIN,STONY PLAIN,Alberta,Yes,4917A 50 AVE,2021-04-06,53.5301789,-114.005791,,,Other/Independent
53.5302633-114.0029841Other/Independent,REXALL #7241,STONY PLAIN,Alberta,Yes,4801 50 AVE,2021-03-13,53.5302633,-114.0029841,,,Other/Independent
53.5317953-113.2935439Other/Independent,SHOPPERS DRUG MART #333,SHERWOOD PARK,Alberta,Yes,500-2020 SHERWOOD DR,2021-03-13,53.5317953,-113.2935439,,,Other/Independent
53.5318519-113.5898434Other/Independent,CARERX COMPOUNDING EDMONTON,EDMONTON,Alberta,Yes,M5-9509 156 ST NW,2021-04-06,53.5318519,-113.5898434,,,Other/Independent
53.5325517-113.6038579Other/Independent,REXALL #7294,EDMONTON,Alberta,Yes,9540 163 ST NW,2021-04-06,53.5325517,-113.6038579,,,Other/Independent
53.532964-114.002934Other/Independent,SAMS DRUG MART,STONY PLAIN,Alberta,Yes,102-4620 48 ST,2021-04-06,53.532964,-114.002934,,,Other/Independent
53.5332279-113.6170592Other/Independent,SHOPPERS DRUG MART #386,EDMONTON,Alberta,Yes,9570 170 ST NW,2021-02-25,53.5332279,-113.6170592,,,Other/Independent
53.5339232-113.6272327Other/Independent,MEDICINE SHOPPE PHARMACY 189,EDMONTON,Alberta,Yes,17715 98A AVE NW,2021-04-06,53.5339232,-113.6272327,,,Other/Independent
53.5341294-113.6181615Other/Independent,SAFEWAY PHARMACY #8880,EDMONTON,Alberta,Yes,9710 170 ST NW,2021-04-06,53.5341294,-113.6181615,,,Other/Independent
53.5355398-113.325884Other/Independent,NOTTINGHAM PHARMASAVE,SHERWOOD PARK,Alberta,Yes,140-80 CHIPPEWA RD,2021-04-06,53.5355398,-113.325884,,,Other/Independent
53.5355981-113.3252654Other/Independent,REXALL #7244,SHERWOOD PARK,Alberta,Yes,80 CHIPPEWA RD,2021-04-06,53.5355981,-113.3252654,,,Other/Independent
53.536083-113.323844Other/Independent,MINT HEALTH + DRUGS SHERWOOD,SHERWOOD PARK,Alberta,Yes,109-65 CHIPPEWA RD,2021-04-06,53.536083,-113.323844,,,Other/Independent
53.5361005-113.6194787Other/Independent,TERRALOSA PHARMACY,EDMONTON,Alberta,Yes,17314 99 AVE,2021-04-06,53.5361005,-113.6194787,,,Other/Independent
53.5378852-113.4363465Other/Independent,VILLAGE PHARMACY,EDMONTON,Alberta,Yes,9805 71 ST NW,2021-04-06,53.5378852,-113.4363465,,,Other/Independent
53.537931-113.9697261Other/Independent,MEDICINE SHOPPE PHARMACY 404,STONY PLAIN,Alberta,Yes,103-4807 44 AVE,2021-04-06,53.537931,-113.9697261,,,Other/Independent
53.5380164-113.9822013Other/Independent,MINT HEALTH + DRUGS MERIDIAN,STONY PLAIN,Alberta,Yes,2-4402 37 ST,2021-04-06,53.5380164,-113.9822013,,,Other/Independent
53.538572-113.98012Other/Independent,SHOPPERS DRUG MART #2402,STONY PLAIN,Alberta,Yes,400-4300 SOUTH PARK DR,2021-04-06,53.538572,-113.98012,,,Other/Independent
53.5385727-113.5207964Other/Independent,LEMARCHAND DISPENSARY PHARMACY & COMPOUNDING LAB,EDMONTON,Alberta,Yes,105-11523 100 AVE,2021-04-06,53.5385727,-113.5207964,,,Other/Independent
53.5387057-113.6442396Other/Independent,WAL-MART PHARMACY #3027,EDMONTON,Alberta,Yes,18521 STONY PLAIN RD NW,2021-04-06,53.5387057,-113.6442396,,,Other/Independent
53.538775-113.977728Other/Independent,APOLLO DRUG STORE,STONY PLAIN,Alberta,Yes,800-4305 SOUTH PARK DR,2021-04-06,53.538775,-113.977728,,,Other/Independent
53.5389277-113.4251685Other/Independent,SAFEWAY PHARMACY #8893,EDMONTON,Alberta,Yes,5821 TERRACE RD NW,2021-04-11,53.5389277,-113.4251685,,,Other/Independent
53.539511-113.4217641Other/Independent,WAL-MART PHARMACY #3026,EDMONTON,Alberta,Yes,CAPILANO SHOPPING CENTRE,2021-04-06,53.539511,-113.4217641,,,Other/Independent
53.5397052-113.5005712Other/Independent,DISPENSARIES (1991) LIMITED,EDMONTON,Alberta,Yes,FIRSTPL,2021-04-11,53.5397052,-113.5005712,,,Other/Independent
53.5397515-113.930234Other/Independent,SPRUCE GROVE PHARMACY,SPRUCE GROVE,Alberta,Yes,113-187 HWY 16A,2021-04-06,53.5397515,-113.930234,,,Other/Independent
53.5397819-113.9323599Other/Independent,WAL-MART PHARMACY #3637,SPRUCE GROVE,Alberta,Yes,90 CAMPSITE RD,2021-04-06,53.5397819,-113.9323599,,,Other/Independent
53.5398122-113.5808664Other/Independent,SAFEWAY PHARMACY #8905,EDMONTON,Alberta,Yes,15007 STONY PLAIN RD NW,2021-02-25,53.5398122,-113.5808664,,,Other/Independent
53.5399567-113.6211273Other/Independent,LOBLAW PHARMACY #1573,EDMONTON,Alberta,Yes,17303 STONY PLAIN RD NW,2021-04-06,53.5399567,-113.6211273,,,Other/Independent
53.5400492-113.5944459Other/Independent,CANORA PHARMACY,EDMONTON,Alberta,Yes,15803 100A AVE NW,2021-04-06,53.5400492,-113.5944459,,,Other/Independent
53.5401545-113.578586Other/Independent,LONDON DRUGS #22,EDMONTON,Alberta,Yes,14951 STONY PLAIN RD NW,2021-04-06,53.5401545,-113.578586,,,Other/Independent
53.5403901-113.9800501Other/Independent,SAFEWAY PHARMACY #8885,STONY PLAIN,Alberta,Yes,4202 SOUTH PARK DR,2021-04-06,53.5403901,-113.9800501,,,Other/Independent
53.5405641-113.5001375Other/Independent,SHOPPERS DRUG MART #2379,EDMONTON,Alberta,Yes,10405 JASPER AVE NW,2021-04-06,53.5405641,-113.5001375,,,Other/Independent
53.5405718-113.4420636Other/Independent,SHOPPERS DRUG MART #381,EDMONTON,Alberta,Yes,7469 101 AVE NW,2021-04-06,53.5405718,-113.4420636,,,Other/Independent
53.5406637-113.5256538Other/Independent,REXALL #7220,EDMONTON,Alberta,Yes,11811 JASPER AVE NW,2021-02-25,53.5406637,-113.5256538,,,Other/Independent
53.5406692-113.5144943Other/Independent,JASPER PHARMACY,EDMONTON,Alberta,Yes,11217 JASPER AVE NW,2021-04-06,53.5406692,-113.5144943,,,Other/Independent
53.5407285-113.5040599Other/Independent,DISPENSARIES (1991) LIMITED,EDMONTON,Alberta,Yes,FIRSTPL,2021-04-06,53.5407285,-113.5040599,,,Other/Independent
53.5408293-113.4253815Other/Independent,KAI HEALTH (CAPILANO PHARMACY),EDMONTON,Alberta,Yes,5818 TERRACE RD NW,2021-04-06,53.5408293,-113.4253815,,,Other/Independent
53.5410223-113.5986668Other/Independent,MEDICINE SHOPPE PHARMACY 320,EDMONTON,Alberta,Yes,102-16028 100A AVE NW,2021-04-06,53.5410223,-113.5986668,,,Other/Independent
53.5411088-113.5069013Other/Independent,REXALL #7265,EDMONTON,Alberta,Yes,10818 JASPER AVE NW,2021-04-11,53.5411088,-113.5069013,,,Other/Independent
53.5411116-113.5273448Other/Independent,WE CARE PHARMACY,EDMONTON,Alberta,Yes,11912 JASPER AVE,2021-04-06,53.5411116,-113.5273448,,,Other/Independent
53.5411723-113.519216Other/Independent,MEDICINE SHOPPE PHARMACY 107,EDMONTON,Alberta,Yes,11464 JASPER AVE NW,2021-04-06,53.5411723,-113.519216,,,Other/Independent
53.5412298-113.5238014Other/Independent,SHOPPERS DRUG MART #365,EDMONTON,Alberta,Yes,11720 JASPER AVE NW,2021-02-25,53.5412298,-113.5238014,,,Other/Independent
53.5416284-113.5888455Other/Independent,STONY PHARMACY,EDMONTON,Alberta,Yes,15506 STONY PLAIN RD,2021-04-06,53.5416284,-113.5888455,,,Other/Independent
53.5416721-113.9108296Other/Independent,HIGHWAY 16A IPHARMACY,SPRUCE GROVE,Alberta,Yes,10 98 MCLEOD AVE,2021-04-06,53.5416721,-113.9108296,,,Other/Independent
53.5417285-113.3067089Other/Independent,REXALL #7233,SHERWOOD PARK,Alberta,Yes,5-101 BREMNER DR,2021-04-06,53.5417285,-113.3067089,,,Other/Independent
53.541908-113.904462Other/Independent,PROGRESSIVE HEALTH PHARMACY,SPRUCE GROVE,Alberta,Yes,100-210 MCLEOD AVE,2021-04-06,53.541908,-113.904462,,,Other/Independent
53.541953-113.5809834Other/Independent,SHOPPERS DRUG MART #2443,EDMONTON,Alberta,Yes,10116 150 ST NW,2021-02-25,53.541953,-113.5809834,,,Other/Independent
53.5419622-113.5906177Other/Independent,CORNER PHARMACY,EDMONTON,Alberta,Yes,10118 156 ST NW,2021-04-06,53.5419622,-113.5906177,,,Other/Independent
53.5419842-113.9125312Other/Independent,SAFEWAY PHARMACY #8897,SPRUCE GROVE,Alberta,Yes,94 MCLEOD AVE,2021-04-06,53.5419842,-113.9125312,,,Other/Independent
53.5421203-113.6115125Other/Independent,SAVE-ON-FOODS PHARMACY #6609,EDMONTON,Alberta,Yes,360 MAYFIELD COMMON NW,2021-04-11,53.5421203,-113.6115125,,,Other/Independent
53.5421221-113.3120931Other/Independent,MEDICINE SHOPPE PHARMACY 365,SHERWOOD PARK,Alberta,Yes,172-270 BASELINE RD,2021-04-06,53.5421221,-113.3120931,,,Other/Independent
53.5421504-113.8806115Other/Independent,SAVE-ON-FOODS PHARMACY #6608,SPRUCE GROVE,Alberta,Yes,100-121 CENTURY CROSS,2021-04-06,53.5421504,-113.8806115,,,Other/Independent
53.5422277-113.4177506Other/Independent,REXALL #7251,EDMONTON,Alberta,Yes,10155 50 ST NW,2021-02-25,53.5422277,-113.4177506,,,Other/Independent
53.542248-113.5915089Other/Independent,RX HEALTHMED CITY CENTRE PHARMACY,EDMONTON,Alberta,Yes,10125 157 ST NW,2021-04-06,53.542248,-113.5915089,,,Other/Independent
53.5422962-113.2676165Other/Independent,SHOPPERS DRUG MART #380,SHERWOOD PARK,Alberta,Yes,120-550 BASELINE RD,2021-04-06,53.5422962,-113.2676165,,,Other/Independent
53.5422974-113.927066Other/Independent,SPRUCE PRO PHARMACY,SPRUCE GROVE,Alberta,Yes,50-172 HWY 16A,2021-04-06,53.5422974,-113.927066,,,Other/Independent
53.5424218-113.5786614Other/Independent,BEHEALTHY PHARMACY,EDMONTON,Alberta,Yes,10120 149 ST NW,2021-04-06,53.5424218,-113.5786614,,,Other/Independent
53.5424458-113.916158Other/Independent,SHOPPERS DRUG MART #341,SPRUCE GROVE,Alberta,Yes,WESTLAND MALL,2021-03-13,53.5424458,-113.916158,,,Other/Independent
53.5425111-113.292934Other/Independent,LOBLAW PHARMACY #1567,SHERWOOD PARK,Alberta,Yes,100-410 BASELINE RD,2021-03-13,53.5425111,-113.292934,,,Other/Independent
53.5426694-113.5092279Other/Independent,SAVE-ON-FOODS PHARMACY #6613,EDMONTON,Alberta,Yes,10180 109 ST NW,2021-04-06,53.5426694,-113.5092279,,,Other/Independent
53.543413-113.5644935Other/Independent,DISPENSARIES (1991) LIMITED,EDMONTON,Alberta,Yes,202-14101 W Block Dr Nw,2021-04-06,53.543413,-113.5644935,,,Other/Independent
53.5437125-113.3165583Other/Independent,SAVE-ON-FOODS PHARMACY #6678,SHERWOOD PARK,Alberta,Yes,60 BROADWAY BLVD,2021-03-13,53.5437125,-113.3165583,,,Other/Independent
53.5437264-113.5023114Other/Independent,SHOPPERS DRUG MART #6029,EDMONTON,Alberta,Yes,10225 106 ST NW,2021-04-06,53.5437264,-113.5023114,,,Other/Independent
53.5437504-113.5662794Other/Independent,REXALL #7257,EDMONTON,Alberta,Yes,10228 142 ST NW,2021-04-11,53.5437504,-113.5662794,,,Other/Independent
53.543925-113.4922762Other/Independent,SHOPPERS DRUG MART #344,EDMONTON,Alberta,Yes,CITY CENTRE WEST,2021-04-06,53.543925,-113.4922762,,,Other/Independent
53.5439715-113.4933857Other/Independent,SHOPPERS DRUG MART #2434,EDMONTON,Alberta,Yes,102-10255 101 ST NW,2021-04-06,53.5439715,-113.4933857,,,Other/Independent
53.5440227-113.9335328Other/Independent,LOBLAW PHARMACY #1565,SPRUCE GROVE,Alberta,Yes,10-110 JENNIFER HEIL WAY,2021-04-06,53.5440227,-113.9335328,,,Other/Independent
53.5442384-113.4860766Other/Independent,MARKET DRUGS MEDICAL LTD,EDMONTON,Alberta,Yes,10203 97 ST NW,2021-02-25,53.5442384,-113.4860766,,,Other/Independent
53.5445659-113.4914999Other/Independent,SHOPPERS DRUG MART #3034,EDMONTON,Alberta,Yes,10010 102A AVE NW,2021-04-06,53.5445659,-113.4914999,,,Other/Independent
53.544827-113.4860001Other/Independent,FAMILY DRUGS,EDMONTON,Alberta,Yes,10233 97 ST NW,2021-04-06,53.544827,-113.4860001,,,Other/Independent
53.5449044-113.9072144Other/Independent,REXALL #7227,SPRUCE GROVE,Alberta,Yes,108-505 QUEEN ST,2021-03-13,53.5449044,-113.9072144,,,Other/Independent
53.5449934-113.3034986Other/Independent,SYNERGY PHARMACY,SHERWOOD PARK,Alberta,Yes,153-501 BETHEL DR,2021-03-13,53.5449934,-113.3034986,,,Other/Independent
53.5457431-113.5013092Other/Independent,CENTRAL POINT PHARMACY,EDMONTON,Alberta,Yes,10382 105 ST NW,2021-04-06,53.5457431,-113.5013092,,,Other/Independent
53.5461833-113.8994833Other/Independent,MEDICINE SHOPPE PHARMACY 380,SPRUCE GROVE,Alberta,Yes,4A-420 KING ST,2021-04-06,53.5461833,-113.8994833,,,Other/Independent
53.546859-113.3179142Other/Independent,COSTCO PHARMACY #544,SHERWOOD PARK,Alberta,Yes,2201 BROADMOOR BLVD,2021-04-06,53.546859,-113.3179142,,,Other/Independent
53.5471619-113.4800828Other/Independent,BOYLE STREET MEDX DRUGS,EDMONTON,Alberta,Yes,10306 95 ST NW,2021-04-06,53.5471619,-113.4800828,,,Other/Independent
53.5473793-113.5181124Other/Independent,SAFEWAY PHARMACY #8867,EDMONTON,Alberta,Yes,11410 104 AVE NW,2021-04-11,53.5473793,-113.5181124,,,Other/Independent
53.5474962-113.5270754Other/Independent,SHOPPERS DRUG MART #2315,EDMONTON,Alberta,Yes,102-11962 104 AVE NW,2021-04-06,53.5474962,-113.5270754,,,Other/Independent
53.5475032-113.5235411Other/Independent,LONDON DRUGS #45,EDMONTON,Alberta,Yes,11704 104 AVE NW,2021-04-11,53.5475032,-113.5235411,,,Other/Independent
53.548124-113.5032612Other/Independent,AQUA RX PHARMACY,EDMONTON,Alberta,Yes,10608 105 AVE NW,2021-04-06,53.548124,-113.5032612,,,Other/Independent
53.548555-113.494235Other/Independent,TRINITY PHARMACY,EDMONTON,Alberta,Yes,10530 101 ST NW,2021-04-06,53.548555,-113.494235,,,Other/Independent
53.5490011-113.4811217Other/Independent,RENAISSANCE DISPENSARY LTD.,EDMONTON,Alberta,Yes,102-10416 95 ST NW,2021-04-06,53.5490011,-113.4811217,,,Other/Independent
53.5490104-113.4502926Other/Independent,MEDICINE SHOPPE PHARMACY 103,EDMONTON,Alberta,Yes,7915 106 AVE NW,2021-04-06,53.5490104,-113.4502926,,,Other/Independent
53.5496098-113.6288565Other/Independent,CARERX EDMONTON,EDMONTON,Alberta,Yes,100-17969 106 AVE NW,2021-04-06,53.5496098,-113.6288565,,,Other/Independent
53.5496435-113.9368092Other/Independent,TRI WELLNESS MD PHARMACY,SPRUCE GROVE,Alberta,Yes,104-7 TRI LEISURE WAY,2021-04-06,53.5496435,-113.9368092,,,Other/Independent
53.5497502-113.4921203Other/Independent,PHARMACY ONE,EDMONTON,Alberta,Yes,10003 106 AVE NW,2021-04-06,53.5497502,-113.4921203,,,Other/Independent
53.5501335-113.4933368Other/Independent,MINT HEALTH + DRUGS: CMP,EDMONTON,Alberta,Yes,10611 101 ST NW,2021-04-06,53.5501335,-113.4933368,,,Other/Independent
53.550203-113.4898812Other/Independent,HOPE PHARMACY,EDMONTON,Alberta,Yes,9722 106 AVE NW,2021-04-06,53.550203,-113.4898812,,,Other/Independent
53.5505246-113.4891436Other/Independent,BOYLE PHARMACY,EDMONTON,Alberta,Yes,10608 97 ST NW,2021-04-06,53.5505246,-113.4891436,,,Other/Independent
53.55053-113.5907614Other/Independent,WEST HEALTH PHARMACY,EDMONTON,Alberta,Yes,10660 156 ST NW,2021-04-06,53.55053,-113.5907614,,,Other/Independent
53.5508353-113.4940572Other/Independent,REXALL MYROS,EDMONTON,Alberta,Yes,10646 101 ST NW,2021-04-06,53.5508353,-113.4940572,,,Other/Independent
53.5512137-113.5013628Other/Independent,MEDICINE PLACE PHARMACY,EDMONTON,Alberta,Yes,10660 105 ST NW,2021-04-06,53.5512137,-113.5013628,,,Other/Independent
53.551216-113.521828Other/Independent,FAMILY CARE MEDICAL PHARMACY,EDMONTON,Alberta,Yes,101-11611 107 AVE NW,2021-04-06,53.551216,-113.521828,,,Other/Independent
53.55122-113.533656Other/Independent,MEDISENSE PHARMACY,EDMONTON,Alberta,Yes,12246 107 AVE NW,2021-04-06,53.55122,-113.533656,,,Other/Independent
53.5514117-113.689781Other/Independent,PHARMASAVE #3011,EDMONTON,Alberta,Yes,10652 WINTERBURN RD NW,2021-04-06,53.5514117,-113.689781,,,Other/Independent
53.5515306-113.4855384Other/Independent,MINT HEALTH + DRUGS-CHURCH STREET,EDMONTON,Alberta,Yes,10631 96 ST NW,2021-04-06,53.5515306,-113.4855384,,,Other/Independent
53.551619-113.5098171Other/Independent,DOAN PHARMACY LTD,EDMONTON,Alberta,Yes,10920 107 AVE NW,2021-04-06,53.551619,-113.5098171,,,Other/Independent
53.5516346-113.4736676Other/Independent,MEDICINE SHOPPE PHARMACY 244,EDMONTON,Alberta,Yes,9002 JASPER AVE NW,2021-04-06,53.5516346,-113.4736676,,,Other/Independent
53.551658-113.567115Other/Independent,MEDICINE SHOPPE PHARMACY 393,EDMONTON,Alberta,Yes,10714 142 ST NW,2021-04-06,53.551658,-113.567115,,,Other/Independent
53.55173-113.4940591Other/Independent,DD PHARMACY,EDMONTON,Alberta,Yes,10706 101 ST NW,2021-04-06,53.55173,-113.4940591,,,Other/Independent
53.5517656-113.4198558Other/Independent,ALL CARE PHARMACY,EDMONTON,Alberta,Yes,5016 106 AVE NW,2021-04-11,53.5517656,-113.4198558,,,Other/Independent
53.552731-113.4738275Other/Independent,SUPER MARK DRUGS,EDMONTON,Alberta,Yes,130-8930 JASPER AVE NW,2021-04-06,53.552731,-113.4738275,,,Other/Independent
53.5530721-113.4896291Other/Independent,CHINATOWN IPHARMACY,EDMONTON,Alberta,Yes,9662 107A AVE NW,2021-04-06,53.5530721,-113.4896291,,,Other/Independent
53.5533822-113.9335748Other/Independent,MEDICINE SHOPPE PHARMACY 410,SPRUCE GROVE,Alberta,Yes,108-1 HAWTHORNE GATE,2021-04-06,53.5533822,-113.9335748,,,Other/Independent
53.5534947-113.4908499Other/Independent,ROYAL PHARMACY,EDMONTON,Alberta,Yes,9711 108 AVE NW,2021-04-06,53.5534947,-113.4908499,,,Other/Independent
