,location_code,name,city,province,covid_site,street,date,X,Y,postal,fsa,type
906,43.8576717-79.5028396Walmart,Wal-Mart Pharmacy,Vaughan,Ontario,Yes,1900 Major Mackenzie Dr,2024-12-20,43.8576717,-79.5028396,L6A4R9,L6A,Walmart
909,43.8585144-78.9453087Other/Independent,Lovell Drugs,Whitby,Ontario,Yes,617 Victoria St W Unit 9,2022-05-03,43.8585144,-78.9453087,L1N0E4,L1N,Other/Independent
910,43.858914-79.0401394Shoppers Drug Mart,Shoppers Drug Mart,Ajax,Ontario,Yes,15 Wney Rd N,2023-05-11,43.858914,-79.0401394,L1T1P4,L1T,Shoppers Drug Mart
911,43.8595579-79.0370714Sobeys,Sobeys Pharmacy,Ajax,Ontario,Yes,260 Kingston Rd W,2024-07-08,43.8595579,-79.0370714,L1T4E4,L1T,Sobeys
913,43.8607198-79.5541097Pharmasave,Pharmasave Cityview Pharmacy,Woodbridge,Ontario,Yes,551 Cityview Blvd Unit 15-16,2022-09-15,43.8607198,-79.5541097,L4H0Z4,L4H,Pharmasave
915,43.8612788-79.3899336Other/Independent,Atlas Pharmacy,Richmond Hill,Ontario,Yes,1383 16th Ave Unit 1A,2021-05-01,43.8612788,-79.3899336,L4B0E2,L4B,Other/Independent
917,43.8630533-79.3046939Shoppers Drug Mart,Shoppers Drug Mart,Unionville,Ontario,Yes,4630 Hwy 7,2024-05-18,43.8630533,-79.3046939,L3R1M5,L3R,Shoppers Drug Mart
919,43.8645341-79.0189464Costco,Costco Pharmacy,Ajax,Ontario,Yes,150 Kingston Rd E,2021-07-10,43.8645341,-79.0189464,L1Z1E5,L1Z,Costco
924,43.8684579-79.0390134Rexall,Rexall,Ajax,Ontario,Yes,475 Wney Rd N Unit 17,2022-11-05,43.8684579,-79.0390134,L1T3H4,L1T,Rexall
926,43.8692929-79.8657338Pharmasave,Pharmasave,Caledon,Ontario,Yes,15955 Airport Rd Unit 102,2022-09-06,43.8692929,-79.8657338,L7C1H9,L7C,Pharmasave
928,43.8695391-79.287043Shoppers Drug Mart,Shoppers Drug Mart,Markham,Ontario,Yes,5000 Hwy 7 E Unit 2015,2023-10-06,43.8695391,-79.287043,L3R4M9,L3R,Shoppers Drug Mart
929,43.8695391-79.287043Walmart,Wal-Mart Pharmacy,Markham,Ontario,Yes,5000 Hwy 7,2024-11-03,43.8695391,-79.287043,L3R4M9,L3R,Walmart
930,43.8698517-78.8499428Shoppers Drug Mart,Shoppers Drug Mart,Oshawa,Ontario,Yes,199 Wentworth St W,2023-12-27,43.8698517,-78.8499428,L1J6P4,L1J,Shoppers Drug Mart
934,43.8724111-79.2666979Shoppers Drug Mart,Shoppers Drug Mart,Markham,Ontario,Yes,5762 Hwy 7 Unit 1,2023-10-05,43.8724111,-79.2666979,L3P1A8,L3P,Shoppers Drug Mart
935,43.8741893-78.8633005Other/Independent,Oshawa Lakeview Pharmacy,Oshawa,Ontario,Yes,799 Park Rd S Unit 5,2022-08-06,43.8741893,-78.8633005,L1J4K1,L1J,Other/Independent
937,43.874603-79.2603721Other/Independent,Safa Pharmacy,Markham,Ontario,Yes,16A Main St N,2023-04-28,43.874603,-79.2603721,L3P1X2,L3P,Other/Independent
938,43.8761097-78.9642646Shoppers Drug Mart,Shoppers Drug Mart,Whitby,Ontario,Yes,910 Dundas St W,2024-06-04,43.8761097,-78.9642646,L1P1P7,L1P,Shoppers Drug Mart
939,43.8768077-78.9425026Other/Independent,Medical Pharmacy,Whitby,Ontario,Yes,320 Byron St S,2022-05-24,43.8768077,-78.9425026,L1N4P8,L1N,Other/Independent
943,43.8783587-79.0256895Other/Independent,Ajax Pharmachoice,Ajax,Ontario,Yes,901 Harwood Ave N Unit 101,2021-04-20,43.8783587,-79.0256895,L1Z0T4,L1Z,Other/Independent
944,43.8792134-79.3135639Guardian,Unionville Guardian Pharmacy,Unionville,Ontario,Yes,9249 Kennedy Rd Unit 101,2024-09-21,43.8792134,-79.3135639,L3R6H9,L3R,Guardian
948,43.8844932-79.2324101Other/Independent,Dales Pharmacy,Markham,Ontario,Yes,377 Church St,2021-08-22,43.8844932,-79.2324101,L6B1A1,L6B,Other/Independent
952,43.8858241-79.369875Shoppers Drug Mart,Shoppers Drug Mart,Markham,Ontario,Yes,2920 Major MacKenzie Dr E,2023-10-13,43.8858241,-79.369875,L6C0G6,L6C,Shoppers Drug Mart
954,43.8900162-78.8608237Other/Independent,Prescription Pharmacy,Oshawa,Ontario,Yes,11 Gibb St,2022-10-05,43.8900162,-78.8608237,L1H2J9,L1H,Other/Independent
955,43.8906919-78.8153458Other/Independent,Lovell Drugs Whitby,Oshawa,Ontario,Yes,600 Grandview St S,2022-05-05,43.8906919,-78.8153458,L1H8P4,L1H,Other/Independent
960,43.8950722-78.8778872Other/Independent,Intrepid Pharmacy,Oshawa,Ontario,Yes,379 Bond St W Unit 500,2022-01-17,43.8950722,-78.8778872,L1J8R7,L1J,Other/Independent
961,43.8955939-79.2639349Loblaw,Drug Store Pharmacy,Markham,Ontario,Yes,9305 Hwy 48,2021-09-09,43.8955939,-79.2639349,L6E0E6,L6E,Loblaw
962,43.8957623-79.2502474Other/Independent,Swan Lake Pharmacy,Markham,Ontario,Yes,5 Swan Lake Blvd,2024-08-20,43.8957623,-79.2502474,L6E0K7,L6E,Other/Independent
964,43.8962212-79.0331639Other/Independent,Wynplus Pharmacy,Ajax,Ontario,Yes,81 Middlecote Dr Unit A7,2025-02-06,43.8962212,-79.0331639,L1T0K3,L1T,Other/Independent
966,43.897857-78.863319Other/Independent,Lovell Drugs,Oshawa,Ontario,Yes,8 King St E,2022-05-02,43.897857,-78.863319,L1H1A9,L1H,Other/Independent
968,43.8987322-78.8643993Other/Independent,Oshawa Discount Pharmacy,Oshawa,Ontario,Yes,44 Simcoe St N Unit 2,2022-08-05,43.8987322,-78.8643993,L1G4S1,L1G,Other/Independent
969,43.8992024-78.6163789Other/Independent,Wilmot Creek Pharmacy,Newcastle,Ontario,Yes,1 Wheelhouse Dr Unit 2,2025-02-03,43.8992024,-78.6163789,L1B1B9,L1B,Other/Independent
975,43.9029808-78.85702Costco,Costco Pharmacy,Oshawa,Ontario,Yes,130 Ritson Rd,2021-08-01,43.9029808,-78.85702,L1G0A6,L1G,Costco
976,43.9030369-79.2498305Other/Independent,Pharmagreen Pharmacy,Markham,Ontario,Yes,10 Greensborough Village Circle Unit 11,2022-09-03,43.9030369,-79.2498305,L6E1M4,L6E,Other/Independent
977,43.9067641-79.2666656Guardian,Rexall Guardian Markhamack Pharnacy,Markham,Ontario,Yes,9889 Hwy 48 Unit 7,2023-04-07,43.9067641,-79.2666656,L6E0B7,L6E,Guardian
979,43.9074265-78.8076018Other/Independent,Health Centre Pharmacy,Courtice,Ontario,Yes,1450 Hwy 2,2021-12-25,43.9074265,-78.8076018,L1E3C3,L1E,Other/Independent
981,43.908138-78.706173Shoppers Drug Mart,Shoppers Drug Mart,Bowmanville,Ontario,Yes,2401 Hwy 2 Unit 3,2023-06-02,43.908138,-78.706173,L1C4V4,L1C,Shoppers Drug Mart
982,43.9083996-78.7109503Loblaw,Loblaw Pharmacy,Bowmanville,Ontario,Yes,2375 Hwy 2,2022-02-28,43.9083996,-78.7109503,L1C5A3,L1C,Loblaw
983,43.9109605-78.6772351Pharmasave,Pharmasave Medicine Chest Pharmacy,Bowmanville,Ontario,Yes,221 King St E Unit 2,2022-09-23,43.9109605,-78.6772351,L1C1P7,L1C,Pharmasave
985,43.9114887-78.8903642Other/Independent,Lovell Drugs Ltd.,Oshawa,Ontario,Yes,500 Rossland Rd W,2022-05-04,43.9114887,-78.8903642,L1J3H2,L1J,Other/Independent
986,43.9117005-78.7766422Pharmasave,Courtice Pharmasave,Courtice,Ontario,Yes,2727 Courtice Rd,2021-08-15,43.9117005,-78.7766422,L1E3A2,L1E,Pharmasave
988,43.9142609-79.449601Shoppers Drug Mart,Shoppers Drug Mart,Richmond Hill,Ontario,Yes,118 Tower Rd Building C1,2024-02-03,43.9142609,-79.449601,L4E0K6,L4E,Shoppers Drug Mart
991,43.9178112-78.9602882Walmart,Wal-Mart Pharmacy,Whitby,Ontario,Yes,4100 Baldwin St S,2024-12-23,43.9178112,-78.9602882,L1R3H8,L1R,Walmart
993,43.9222105-80.0864045Shoppers Drug Mart,Shoppers Drug Mart,Orangeville,Ontario,Yes,25 Broadway Ave,2023-12-20,43.9222105,-80.0864045,L9W1J6,L9W,Shoppers Drug Mart
995,43.9262629-80.0913795Loblaw,Zehrs Pharmacy,Orangeville,Ontario,Yes,50 Fourth Ave,2025-02-21,43.9262629,-80.0913795,L9W3W8,L9W,Loblaw
996,43.9268667-78.8755509Other/Independent,Simcoe North Pharmacy,Oshawa,Ontario,Yes,1053 Simcoe St N Unit 7A,2024-07-01,43.9268667,-78.8755509,L1G4X1,L1G,Other/Independent
997,43.9300722-79.5232188Shoppers Drug Mart,Shoppers Drug Mart,King City,Ontario,Yes,2140 King Rd,2023-08-27,43.9300722,-79.5232188,L7B1L5,L7B,Shoppers Drug Mart
998,43.9304291-78.6896858Shoppers Drug Mart,Shoppers Drug Mart,Bowmanville,Ontario,Yes,570 Longworth Ave,2023-06-03,43.9304291,-78.6896858,L1C0H4,L1C,Shoppers Drug Mart
999,43.9316653-80.1022412Shoppers Drug Mart,Shoppers Drug Mart,Orangeville,Ontario,Yes,150 First St,2023-12-19,43.9316653,-80.1022412,L9W3T7,L9W,Shoppers Drug Mart
1000,43.9319396-79.513571Guardian,King City Guardian Drugs,King City,Ontario,Yes,1700 King Rd Unit 27,2022-02-05,43.9319396,-79.513571,L7B0N1,L7B,Guardian
1002,43.9399235-78.8514467Shoppers Drug Mart,Shoppers Drug Mart,Oshawa,Ontario,Yes,784 Taunton Rd E,2023-12-29,43.9399235,-78.8514467,L1K1B7,L1K,Shoppers Drug Mart
1004,43.9468763-78.8937246Shoppers Drug Mart,Shoppers Drug Mart,Oshawa,Ontario,Yes,2045 Simcoe St N,2023-12-26,43.9468763,-78.8937246,L1H7K4,L1H,Shoppers Drug Mart
1006,43.9523231-79.4553422Other/Independent,Pharmacare Medical Group,Richmond Hill,Ontario,Yes,13311 Yonge St Unit 107,2022-08-29,43.9523231,-79.4553422,L4E3L6,L4E,Other/Independent
1007,43.9528565-78.9609067Shoppers Drug Mart,Shoppers Drug Mart,Brooklin,Ontario,Yes,5979 Baldwin St S,2023-06-24,43.9528565,-78.9609067,L1M2J7,L1M,Shoppers Drug Mart
1008,43.953895-78.2942336Pharmasave,Port Hope Pharmasave,Port Hope,Ontario,Yes,60 Ontario St,2022-10-01,43.953895,-78.2942336,L1A2T8,L1A,Pharmasave
1010,43.9602051-78.1704267Shoppers Drug Mart,Shoppers Drug Mart,Cobourg,Ontario,Yes,270 Spring St,2023-07-09,43.9602051,-78.1704267,K9A3K2,K9A,Shoppers Drug Mart
1011,43.9605369-78.3206547Loblaw,Loblaw Pharmacy,Port Hope,Ontario,Yes,20 Jocelyn St,2022-04-04,43.9605369,-78.3206547,L1A3V7,L1A,Loblaw
1014,43.9638294-79.2628962Other/Independent,Great North Pharmacy,Stouffville,Ontario,Yes,155 Mostar St Unit 4,2021-12-15,43.9638294,-79.2628962,L4A0Y2,L4A,Other/Independent
1016,43.966886-79.2631745Rexall,Rexall,Stouffville,Ontario,Yes,5779 Main St Unit 101,2023-02-21,43.966886,-79.2631745,L4A4R2,L4A,Rexall
1019,43.9693994-79.2593867Pharmasave,Stouffville Pharmasave,Stouffville,Ontario,Yes,5892 Main St Unit 208,2024-08-11,43.9693994,-79.2593867,L4A2S8,L4A,Pharmasave
1020,43.9711553-79.2487128IDA,Stouffville IDA Pharmacy,Stouffville,Ontario,Yes,6212 Main St Suite 102,2024-08-10,43.9711553,-79.2487128,L4A2S5,L4A,IDA
1021,43.975614-79.229996Shoppers Drug Mart,Shoppers Drug Mart,Stouffville,Ontario,Yes,12277 10th Line,2024-03-06,43.975614,-79.229996,L4A7W6,L4A,Shoppers Drug Mart
1023,43.9811559-80.7352569IDA,Walsh's IDA Pharmacy Mount Forest,Mount Forest,Ontario,Yes,129 Main St S,2025-01-04,43.9811559,-80.7352569,N0G2L0,N0G,IDA
1025,43.9988029-79.474695Pharmasave,Pharmasave Aurora,Aurora,Ontario,Yes,126 Wellington St W Unit 105,2022-09-12,43.9988029,-79.474695,L4G2N9,L4G,Pharmasave
1026,43.999226-77.1610985Other/Independent,NoFrills Pharmacy,Picton,Ontario,Yes,13311 Loyalist Parkway,2022-07-23,43.999226,-77.1610985,K0K2T0,K0K,Other/Independent
1027,44.0033464-79.4526769Other/Independent,Wellington Pharmacy,Aurora,Ontario,Yes,300 Wellington St E Unit 2,2025-01-11,44.0033464,-79.4526769,L4G1J5,L4G,Other/Independent
1028,44.0047172-79.4690816Other/Independent,Wellness Clinical Pharmacy,Aurora,Ontario,Yes,15450 Yonge St Unit 2,2025-01-12,44.0047172,-79.4690816,L4G0K1,L4G,Other/Independent
1030,44.0059883-79.6780313Other/Independent,Schomberg Village Pharmacy,Schomberg,Ontario,Yes,50 Dr Kay Dr Units 11A & 11B,2023-05-03,44.0059883,-79.6780313,L0G1T0,L0G,Other/Independent
1031,44.0093493-79.4732479Other/Independent,Care Drugs,Aurora,Ontario,Yes,24 Orchard Heights Blvd Unit 103,2021-06-17,44.0093493,-79.4732479,L4G3W3,L4G,Other/Independent
1032,44.0119922-79.4463034Sobeys,Sobeys Pharmacy,Aurora,Ontario,Yes,15500 Bayview Ave,2024-07-10,44.0119922,-79.4463034,L4G7J1,L4G,Sobeys
1033,44.0123574-79.4448283Other/Independent,Family Drug Mart,Aurora,Ontario,Yes,9 Borealis Ave Unit 5,2021-10-31,44.0123574,-79.4448283,L4G0R5,L4G,Other/Independent
1035,44.0153537-79.4128902Walmart,Wal-Mart Pharmacy,Aurora,Ontario,Yes,135 First Commerce Dr,2024-10-04,44.0153537,-79.4128902,L4G0G2,L4G,Walmart
1038,44.0265193-79.4302004IDA,Aurora IDA Pharmacy,Aurora,Ontario,Yes,25 William Graham Dr Unit B1,2021-05-02,44.0265193,-79.4302004,L4G3G3,L4G,IDA
1039,44.0344096-79.4497334Shoppers Drug Mart,Shoppers Drug Mart,Newmarket,Ontario,Yes,665 Stone Haven Ave,2023-11-21,44.0344096,-79.4497334,L3X2G2,L3X,Shoppers Drug Mart
1042,44.0422599-77.7368828Other/Independent,Brighton Remedy's Rx,Brighton,Ontario,Yes,24 Main St,2021-06-09,44.0422599,-77.7368828,K0K2H0,K0K,Other/Independent
1045,44.0553217-79.473904Other/Independent,Newmarket Pharmacy,Newmarket,Ontario,Yes,130 Davis Dr Unit 24,2022-07-03,44.0553217,-79.473904,L3Y2N1,L3Y,Other/Independent
1046,44.0598663-79.479979Other/Independent,Total Health Pharmacy,Newmarket,Ontario,Yes,17725 Yonge St Unit 8,2024-09-12,44.0598663,-79.479979,L3Y7C1,L3Y,Other/Independent
1047,44.0605684-79.4563689Other/Independent,Dixon Medical Pharmacy,Newmarket,Ontario,Yes,531 Davis Dr Unit 106,2021-08-30,44.0605684,-79.4563689,L3Y6P5,L3Y,Other/Independent
1055,44.0787294-80.203811IDA,Caravaggio IDA Drugs,Shelburne,Ontario,Yes,128 Main St E,2021-06-15,44.0787294,-80.203811,L9V3K5,L9V,IDA
1056,44.0807694-80.1870706Loblaw,Drugstore Pharmacy,Shelburne,Ontario,Yes,101 Second Line,2021-10-04,44.0807694,-80.1870706,L9V3J4,L9V,Loblaw
1057,44.0817074-80.189986Other/Independent,Shelburne Town Pharmacy,Shelburne,Ontario,Yes,712 Main St E Unit 103,2023-05-06,44.0817074,-80.189986,L9V2Z4,L9V,Other/Independent
1058,44.0879145-79.1324508Walmart,Wal-Mart Pharmacy,Uxbridge,Ontario,Yes,6 Welwood Rd,2024-12-18,44.0879145,-79.1324508,L9P1X4,L9P,Walmart
1060,44.0916813-79.1312297Other/Independent,Trail Capital Pharmacy,Uxbridge,Ontario,Yes,2 Douglas Rd Unit A35,2024-09-15,44.0916813,-79.1312297,L9P1S9,L9P,Other/Independent
1061,44.0945329-78.9639377Walmart,Wal-Mart Pharmacy,Port Perry,Ontario,Yes,1535 Hwy 7A,2024-11-25,44.0945329,-78.9639377,L9L1B5,L9L,Walmart
1062,44.094773-77.6042056Walmart,Wal-Mart Pharmacy,Trenton,Ontario,Yes,470 Second Dug Hill Rd,2024-12-17,44.094773,-77.6042056,K8V5P7,K8V,Walmart
1063,44.0960415-79.1275992Rexall,Rexall,Uxbridge,Ontario,Yes,2 Elgin Park Dr Unit C,2023-03-24,44.0960415,-79.1275992,L9P0B1,L9P,Rexall
1065,44.0982639-77.5767169Metro,Metro Pharmacy,Trenton,Ontario,Yes,53 Quinte St,2022-06-16,44.0982639,-77.5767169,K8V3S8,K8V,Metro
1068,44.1016525-78.9389671Other/Independent,Pharmacy Associates Of Port Perry,Port Perry,Ontario,Yes,11 Water St Unit B,2022-09-02,44.1016525,-78.9389671,L9L1H9,L9L,Other/Independent
1069,44.10349-78.928124Other/Independent,Port Perry Remedy's Rx,Port Perry,Ontario,Yes,1893 Scugog St,2022-10-02,44.10349,-78.928124,L9L1H9,L9L,Other/Independent
1073,44.1072075-78.8205228Other/Independent,Wellness Sheild,Blackstock,Ontario,Yes,14020 Old Scugog Rd,2025-01-14,44.1072075,-78.8205228,L0B1B0,L0B,Other/Independent
1074,44.1077558-79.1226591Pharmasave,Pharmasave Uxbridge Med Pharm,Uxbridge,Ontario,Yes,29 Toronto St S Suite 1B,2022-09-28,44.1077558,-79.1226591,L9P1V9,L9P,Pharmasave
1075,44.1078642-79.591509Other/Independent,Holland Street Pharmacy,Bradford,Ontario,Yes,484 Holland St W Unit B3,2022-01-08,44.1078642,-79.591509,L3Z0A2,L3Z,Other/Independent
1076,44.108581-79.5864844IDA,Pharmalink IDA Phamracy,Bradford,Ontario,Yes,456 Holland St W Unit 2,2022-09-04,44.108581,-79.5864844,L3Z0G1,L3Z,IDA
1078,44.1093374-79.5975737Walmart,Wal-Mart Pharmacy,Bradford,Ontario,Yes,545 Holland St W,2024-10-07,44.1093374,-79.5975737,L3Z0C1,L3Z,Walmart
1079,44.1096085-79.5800977Sobeys,Sobeys Pharmacy,Bradford,Ontario,Yes,40 Melbourne Dr,2024-07-11,44.1096085,-79.5800977,L3Z2B1,L3Z,Sobeys
1081,44.1161931-79.5590269Other/Independent,Simcoe Square Pharmacy,Bradford,Ontario,Yes,157 Holland St E Unit 9,2024-07-02,44.1161931,-79.5590269,L3Z2B2,L3Z,Other/Independent
1082,44.1260137-79.5667534Pharmasave,Pharmasave,Bradford,Ontario,Yes,305 Barrie St Unit 6A,2022-09-05,44.1260137,-79.5667534,L3Z2B1,L3Z,Pharmasave
1085,44.1469615-79.8859886Rexall,Rexall,Alliston,Ontario,Yes,149 Young St,2022-11-07,44.1469615,-79.8859886,L9R2A9,L9R,Rexall
1094,44.1762894-81.635488Pharmasave,Gordon Pharmasave,Kincardine,Ontario,Yes,767 Queen St,2021-12-10,44.1762894,-81.635488,N2Z2Z4,N2Z,Pharmasave
1095,44.1772452-80.8184226Other/Independent,Rx Drug Mart,Durham,Ontario,Yes,207 Garafraxa St N Unit 203,2023-04-24,44.1772452,-80.8184226,N0G1R0,N0G,Other/Independent
1097,44.1848324-76.7674084Other/Independent,Bath Family Pharmacy,Bath,Ontario,Yes,220 Main St Unit 1,2021-05-10,44.1848324,-76.7674084,K0H1G0,K0H,Other/Independent
1099,44.189156-77.3975287Shoppers Drug Mart,Shoppers Drug Mart,Belleville,Ontario,Yes,390 Front St N,2023-05-28,44.189156,-77.3975287,K8P3E1,K8P,Shoppers Drug Mart
1100,44.1894746-79.7088314Pharmasave,Cookstown Pharmasave,Cookstown,Ontario,Yes,52 Queen St W,2021-07-07,44.1894746,-79.7088314,L0L1L0,L0L,Pharmasave
1103,44.2191619-76.6434574Other/Independent,Amherstview Drugs,Kingston,Ontario,Yes,4499 Bath Rd,2021-04-25,44.2191619,-76.6434574,K7N1A6,K7N,Other/Independent
1107,44.2237426-76.4935185Other/Independent,Clinic Pharmacy,Kingston,Ontario,Yes,76 Stuart St,2021-07-01,44.2237426,-76.4935185,K7L2V7,K7L,Other/Independent
1108,44.2240643-76.6631081Pharmasave,Pharmasave Loyalist Pharmacy,Amherstview,Ontario,Yes,200 Speers Blvd,2022-09-22,44.2240643,-76.6631081,K7N1Y7,K7N,Pharmasave
1110,44.2308559-76.4859204Other/Independent,Lovell Drugs,Kingston,Ontario,Yes,166 Brock St,2022-05-01,44.2308559,-76.4859204,K7L3E2,K7L,Other/Independent
1113,44.2344385-79.4501715Rexall,Rexall,Keswick,Ontario,Yes,76 Arlington Dr Unit C,2022-12-21,44.2344385,-79.4501715,L4P0A9,L4P,Rexall
1114,44.2353007-76.5669322Pharmasave,Gardiner's Pharmasave,Kingston,Ontario,Yes,500 Gardiners Rd,2021-12-02,44.2353007,-76.5669322,K7M7W9,K7M,Pharmasave
1115,44.236916-76.5823035Shoppers Drug Mart,Shoppers Drug Mart,Kingston,Ontario,Yes,1875 Bath Rd,2023-09-05,44.236916,-76.5823035,K7M4Y3,K7M,Shoppers Drug Mart
1116,44.2378882-76.5919508Other/Independent,Nofrills,Kingston,Ontario,Yes,1030 Coverdale Dr,2022-07-09,44.2378882,-76.5919508,K7M8X7,K7M,Other/Independent
1118,44.2389873-76.5072859Other/Independent,Medical Arts Pharmacy,Kingston,Ontario,Yes,800 Princess St,2022-05-22,44.2389873,-76.5072859,K7L5E4,K7L,Other/Independent
1119,44.239413-76.5067772Other/Independent,Frontenac Medical Pharmacy,Kingston,Ontario,Yes,789 Princess St,2021-11-30,44.239413,-76.5067772,K7L1E9,K7L,Other/Independent
1121,44.2402229-76.5251988Other/Independent,Med+ Pharmacy,Kingston,Ontario,Yes,277 Bath Rd,2022-05-19,44.2402229,-76.5251988,K7M2X6,K7M,Other/Independent
1123,44.2422699-76.49576Other/Independent,Division Pharmacy,Kingston,Ontario,Yes,472 Division St Unit 2,2021-08-28,44.2422699,-76.49576,K7K4B1,K7K,Other/Independent
1126,44.2484037-76.5806125Other/Independent,Milford Pharmacy,Kingston,Ontario,Yes,728 Milford Dr,2022-06-18,44.2484037,-76.5806125,K7P1C6,K7P,Other/Independent
1128,44.2511182-76.5690727Other/Independent,Medical Tree,Kingston,Ontario,Yes,795 Gardiners Rd Unit 6,2022-05-25,44.2511182,-76.5690727,K7M7E6,K7M,Other/Independent
1130,44.2529193-76.4609127Pharmasave,Barriefield Pharmasave,Kingston,Ontario,Yes,760 Hwy 15 Unit 13,2021-05-09,44.2529193,-76.4609127,K7L0C3,K7L,Pharmasave
1131,44.2532378-76.4852017Other/Independent,CATP Kingston,Kingston,Ontario,Yes,7 Hickson Ave,2021-06-23,44.2532378,-76.4852017,K7K2N4,K7K,Other/Independent
1133,44.2563363-76.572171Shoppers Drug Mart,Shoppers Drug Mart,Kingston,Ontario,Yes,945 Gardiners Rd Unit L074,2023-08-28,44.2563363,-76.572171,K7M7H4,K7M,Shoppers Drug Mart
1134,44.2564519-76.9609132Shoppers Drug Mart,Shoppers Drug Mart,Napanee,Ontario,Yes,10 Alkenbrack St Unit 2,2023-11-16,44.2564519,-76.9609132,K7R0A6,K7R,Shoppers Drug Mart
1135,44.257184-76.549969Other/Independent,FreshCo Pharmacy Princess,Kingston,Ontario,Yes,2327 Princess St,2021-11-28,44.257184,-76.549969,K7M3G1,K7M,Other/Independent
1136,44.2575256-76.5583154Shoppers Drug Mart,Shoppers Drug Mart,Kingston,Ontario,Yes,2437 Princess St Unit 100,2023-09-02,44.2575256,-76.5583154,K7M3G1,K7M,Shoppers Drug Mart
1140,44.2610102-76.5722326Loblaw,Loblaws,Kingston,Ontario,Yes,1048 Midland Ave,2022-04-20,44.2610102,-76.5722326,K7P2X9,K7P,Loblaw
1143,44.2627539-76.4914328Other/Independent,Weller Pharmacy,Kingston,Ontario,Yes,263 Weller Ave Unit 2,2025-01-10,44.2627539,-76.4914328,K7K2V4,K7K,Other/Independent
1144,44.2644334-76.5002823Other/Independent,Nofrills,Kingston,Ontario,Yes,1162 Division St,2022-07-08,44.2644334,-76.5002823,K7K0C3,K7K,Other/Independent
1149,44.2831292-78.3343136Guardian,High St. Guardian Pharmacy,Peterborough,Ontario,Yes,815 High St Unit 9,2022-01-05,44.2831292,-78.3343136,K9J8J9,K9J,Guardian
1150,44.2976921-77.5430435Other/Independent,Stirling Pharmacy,Stirling,Ontario,Yes,9 Tuftsville Rd Unit D,2024-08-05,44.2976921,-77.5430435,K0K3E0,K0K,Other/Independent
1153,44.3081096-77.8008531Other/Independent,Rx Drug Mart,Campbellford,Ontario,Yes,16 Grand Rd,2023-04-23,44.3081096,-77.8008531,K0L1L0,K0L,Other/Independent
1154,44.314201-79.553889Other/Independent,Alcona Pharmacy,Innisfil,Ontario,Yes,1070 Innisfil Beach Rd Unit 14,2021-04-21,44.314201,-79.553889,L9S4T9,L9S,Other/Independent
1156,44.3219436-79.8868634Guardian,Angus Borden Guardian Pharmacy,Angus,Ontario,Yes,6 River Dr Unit 1,2021-04-26,44.3219436,-79.8868634,L0M1B2,L0M,Guardian
1157,44.3225977-79.3709748Pharmasave,Eustace Pharmasave,Jackson's Point,Ontario,Yes,936 Lake Dr E,2021-10-23,44.3225977,-79.3709748,L0E1L0,L0E,Pharmasave
1165,44.3470666-79.7031023Shoppers Drug Mart,Shoppers Drug Mart,Barrie,Ontario,Yes,420 Essa Rd,2023-05-24,44.3470666,-79.7031023,L4N9J7,L4N,Shoppers Drug Mart
1167,44.3501016-79.7336342Other/Independent,Prohealth Pharmacy,Barrie,Ontario,Yes,480 Mapleton Ave Unit 5,2022-10-11,44.3501016,-79.7336342,L4N9C2,L4N,Other/Independent
1168,44.3507217-78.7613368Loblaw,Loblaw Pharmacy,Lindsay,Ontario,Yes,400 Kent St W,2022-03-16,44.3507217,-78.7613368,K9V6K2,K9V,Loblaw
1169,44.3507422-78.7551481Shoppers Drug Mart,Shoppers Drug Mart,Lindsay,Ontario,Yes,343 Kent St W Unit 341,2023-09-16,44.3507422,-78.7551481,K9B2Z7,K9B,Shoppers Drug Mart
1170,44.3528478-79.553978Other/Independent,Sandycove Drug Store,Innisfil,Ontario,Yes,902 Lockhart Rd Unit 3,2023-05-01,44.3528478,-79.553978,L9S4V2,L9S,Other/Independent
1171,44.3550354-78.7358383Other/Independent,R.X Drug Mart,Lindsay,Ontario,Yes,51 Kent St W,2022-10-16,44.3550354,-78.7358383,K9V2X9,K9V,Other/Independent
1172,44.3552065-79.6486316Loblaw,Drugstore Pharmacy,Barrie,Ontario,Yes,620 Yonge St,2021-09-16,44.3552065,-79.6486316,L4N4E5,L4N,Loblaw
1173,44.3553137-78.7548824Other/Independent,Kawartha Lakes Pharmacy,Lindsay,Ontario,Yes,55 Angeline St N Unit 4A,2022-01-30,44.3553137,-78.7548824,K9V5B7,K9V,Other/Independent
1174,44.3765726-76.4787547Pharmasave,Inverary Pharmasave,Inverary,Ontario,Yes,3810 Perth Rd Unit 1B,2022-01-18,44.3765726,-76.4787547,K0H1X0,K0H,Pharmasave
1177,44.4051781-76.6659673Other/Independent,Harrowsmith Pharmacy,Harrowsmith,Ontario,Yes,4937 Hwy 38 Unit 2,2021-12-20,44.4051781,-76.6659673,K0H1V0,K0H,Other/Independent
1181,44.4126502-79.707296Shoppers Drug Mart,Shoppers Drug Mart,Barrie,Ontario,Yes,509 Bayfield St Unit C2,2023-05-22,44.4126502,-79.707296,L4M4Z8,L4M,Shoppers Drug Mart
1182,44.4137436-79.7129061Shoppers Drug Mart,Shoppers Drug Mart,Barrie,Ontario,Yes,524 Bayfield St N,2023-05-23,44.4137436,-79.7129061,L4M5A2,L4M,Shoppers Drug Mart
